date,holiday,event_local_flag,rainfall_mm,lodging_occupancy_ratio,tourist_inflow_count,temperature_c,wind_speed_mps,snowfall_cm,typhoon_alert_flag,mobility_inflow_index,rail_ridership,temple_shrine_visits,onsen_visitors_count,beach_crowd_index,y
2024-11-18,weekday,0.0,5.6,0.014,0.0,27.0,6.1,0.0,0,0.437,0.653,0.072,0.0,0.193,0.008
2024-11-19,weekday,0.0,1.1,0.037,0.157,29.6,4.6,0.0,0,0.441,0.634,0.111,0.02,0.249,0.078
2024-11-20,weekday,0.0,,0.058,0.057,27.0,5.9,0.5,0,0.457,0.673,0.09,0.039,0.225,0.035
2024-11-21,weekday,0.0,1.7,0.095,0.257,29.4,4.6,2.3,0,0.396,0.642,0.095,0.0,0.301,0.105
2024-11-22,weekday,0.0,,0.0,0.248,27.6,5.4,2.4,0,0.499,0.589,0.091,0.055,0.201,0.064
2024-11-23,holiday,0.0,4.6,0.593,0.539,27.1,4.2,0.8,0,0.72,0.131,0.532,0.39,0.468,0.58
2024-11-24,holiday,0.0,5.7,0.603,0.403,27.1,4.4,0.0,0,0.609,0.01,0.686,0.289,0.492,0.536
2024-11-25,weekday,0.0,1.8,0.0,,27.1,3.6,0.0,0,0.383,0.613,0.089,,0.136,0.046
2024-11-26,weekday,0.0,2.0,0.0,0.17,28.5,5.5,0.9,0,0.312,0.628,0.114,0.006,0.447,0.106
2024-11-27,weekday,0.0,3.6,0.0,0.107,26.6,5.0,0.5,0,0.304,0.601,0.062,0.031,0.294,0.053
2024-11-28,weekday,0.0,6.9,0.0,0.194,27.3,4.8,0.7,0,0.381,,0.08,0.031,0.248,0.142
2024-11-29,weekday,0.0,3.4,0.083,0.155,28.6,3.2,0.6,0,0.411,0.712,0.061,0.042,0.236,0.123
2024-11-30,holiday,0.0,3.6,0.63,0.516,25.9,3.8,0.0,0,0.478,0.135,0.571,0.337,0.575,0.56
2024-12-01,holiday,0.0,,,,26.9,4.0,7.7,0,0.744,0.118,0.507,0.373,0.473,0.579
2024-12-02,holiday,0.0,1.8,0.38,0.346,27.0,3.6,3.9,0,0.561,0.136,0.311,0.23,0.412,0.492
2024-12-03,holiday,0.0,4.8,0.353,0.365,26.5,3.9,7.7,0,0.579,0.023,0.408,,0.376,0.443
2024-12-04,holiday,0.0,4.7,0.427,0.429,26.8,4.7,7.7,0,0.639,0.063,0.227,0.157,0.322,0.496
2024-12-05,holiday,0.0,5.3,0.426,0.341,26.1,4.2,9.6,0,0.638,0.128,0.34,0.16,0.479,0.434
2024-12-06,holiday,0.0,2.2,0.384,0.282,26.8,5.5,10.0,0,0.496,0.018,0.32,0.072,0.276,0.519
2024-12-07,holiday,0.0,,0.577,0.543,27.4,4.3,6.1,0,0.56,0.062,0.578,0.348,0.52,0.517
2024-12-08,holiday,0.0,6.2,0.663,0.47,27.3,5.1,4.8,0,0.791,,0.518,0.397,0.439,0.613
2024-12-09,holiday,0.0,4.1,0.279,0.302,26.5,5.5,4.1,0,0.548,0.0,0.284,0.165,0.458,0.479
2024-12-10,holiday,0.0,3.2,0.315,0.279,27.3,5.3,7.1,0,0.557,,0.341,0.17,,0.502
2024-12-11,holiday,1.0,4.7,0.563,0.563,24.4,5.9,13.2,0,0.525,0.0,0.603,0.257,0.29,0.728
2024-12-12,holiday,0.0,5.2,0.263,0.345,26.6,4.8,7.4,0,0.599,0.042,0.336,0.152,0.267,0.563
2024-12-13,holiday,0.0,2.2,0.244,0.269,27.9,6.0,1.5,0,0.425,0.057,0.365,0.291,0.481,0.399
2024-12-14,holiday,,0.5,0.705,0.582,26.5,8.1,6.4,0,0.714,0.099,0.544,0.287,0.407,0.586
2024-12-15,holiday,0.0,4.5,0.611,0.489,25.8,4.0,6.7,0,0.668,0.113,0.586,0.307,0.401,0.539
2024-12-16,holiday,1.0,3.1,0.559,,25.9,6.9,9.2,0,0.632,0.1,0.492,0.223,0.321,0.74
2024-12-17,holiday,0.0,3.6,0.295,,25.1,4.3,10.4,0,0.551,0.139,0.344,0.259,0.246,0.472
2024-12-18,holiday,0.0,2.1,0.289,0.315,26.1,3.8,11.0,0,,0.141,0.201,0.134,0.324,0.436
2024-12-19,holiday,0.0,4.6,0.357,0.333,24.7,5.9,12.3,0,0.641,0.114,0.394,0.178,0.331,0.519
2024-12-20,holiday,0.0,4.5,0.304,0.335,27.3,6.6,5.6,0,0.574,0.077,0.35,0.217,0.403,0.47
2024-12-21,holiday,0.0,3.8,0.668,0.557,24.3,2.8,12.2,0,0.633,0.067,0.484,0.378,0.461,0.568
2024-12-22,holiday,0.0,1.6,0.647,0.466,24.3,3.9,10.4,0,0.727,0.228,0.508,0.332,0.372,0.554
2024-12-23,holiday,0.0,2.8,0.304,0.287,24.5,5.7,14.7,0,0.502,0.059,,0.123,0.202,0.452
2024-12-24,holiday,0.0,1.3,0.427,0.392,24.5,4.3,13.6,0,0.583,0.091,0.341,0.199,0.376,0.452
2024-12-25,holiday,0.0,0.8,0.365,0.381,23.4,8.4,15.1,0,0.434,0.062,0.346,0.212,0.218,0.497
2024-12-26,holiday,0.0,5.0,0.401,0.329,23.8,2.4,15.3,0,0.505,0.077,0.337,0.188,0.347,0.474
2024-12-27,holiday,0.0,1.9,0.335,0.273,23.5,5.9,14.9,0,0.597,0.02,0.356,0.216,0.23,0.434
2024-12-28,holiday,0.0,0.3,0.57,0.535,23.7,7.0,10.4,0,0.638,0.17,0.636,0.349,0.302,0.572
2024-12-29,holiday,0.0,4.0,0.563,0.498,23.7,6.2,11.6,0,0.774,0.168,0.611,0.366,0.248,0.56
2024-12-30,holiday,0.0,2.8,0.26,0.284,23.0,6.8,18.4,0,0.512,,0.415,,0.203,0.461
2024-12-31,holiday,0.0,4.4,0.252,0.239,22.9,4.8,15.5,0,,0.053,0.401,0.175,0.248,0.508
2025-01-01,holiday,0.0,5.1,0.33,0.288,23.0,4.3,12.4,0,0.533,0.067,0.409,0.169,0.353,0.512
2025-01-02,holiday,1.0,4.1,0.502,0.521,22.6,5.1,14.6,0,0.511,0.098,0.638,0.289,0.179,0.761
2025-01-03,holiday,0.0,3.8,0.23,0.202,21.6,3.7,21.2,0,0.719,0.109,0.358,0.245,0.203,0.372
2025-01-04,holiday,0.0,1.2,0.606,0.45,22.5,4.0,17.3,0,0.836,0.087,0.656,0.375,0.344,0.542
2025-01-05,holiday,0.0,1.0,0.568,0.56,22.2,6.5,16.4,0,0.619,0.044,0.553,0.367,0.285,0.566
2025-01-06,holiday,0.0,0.8,0.308,,22.7,6.0,16.0,0,0.42,0.056,0.415,0.26,0.252,0.432
2025-01-07,holiday,0.0,5.4,0.274,0.349,22.1,3.8,14.1,0,0.487,0.032,0.42,0.142,0.335,0.443
2025-01-08,holiday,0.0,1.9,0.314,0.32,19.8,7.6,21.2,0,0.607,0.088,0.265,0.204,0.087,0.462
2025-01-09,holiday,0.0,2.4,0.327,0.264,23.2,4.5,15.7,0,0.659,0.018,0.37,0.215,0.263,0.5
2025-01-10,holiday,0.0,5.6,0.227,0.249,21.1,6.0,15.7,0,,0.028,,0.157,0.102,0.426
2025-01-11,holiday,0.0,4.8,0.639,,21.1,6.9,19.5,0,0.736,0.093,0.627,0.298,0.288,0.495
2025-01-12,holiday,1.0,4.8,0.889,0.615,20.8,3.8,18.6,0,0.635,0.051,0.728,0.387,0.209,0.775
2025-01-13,holiday,0.0,1.2,0.32,0.312,19.5,7.3,18.8,0,0.593,0.086,0.368,0.212,0.127,0.445
2025-01-14,holiday,0.0,4.5,0.342,,20.2,6.0,17.7,0,0.54,0.115,0.274,0.202,,0.432
2025-01-15,holiday,1.0,4.0,0.527,0.394,19.5,6.8,20.2,0,0.617,0.03,0.568,0.166,0.133,0.716
2025-01-16,holiday,0.0,2.9,0.261,0.161,18.3,5.5,25.3,0,0.542,0.1,0.339,0.174,0.04,0.419
2025-01-17,holiday,0.0,3.4,0.315,0.301,20.9,4.6,18.9,0,0.483,0.128,0.324,0.195,0.206,0.482
2025-01-18,holiday,0.0,5.9,0.511,0.366,19.2,4.7,20.8,0,0.656,0.0,0.621,0.317,0.22,0.497
2025-01-19,holiday,0.0,8.3,0.641,0.454,20.0,5.1,21.9,0,0.648,0.096,0.529,0.352,0.165,0.517
2025-01-20,holiday,0.0,5.4,0.278,0.312,19.2,5.3,23.1,0,0.534,0.113,0.279,0.262,0.098,0.464
2025-01-21,holiday,0.0,0.6,0.392,,17.9,7.8,26.5,0,,0.086,0.372,0.111,0.061,0.473
2025-01-22,holiday,0.0,,0.338,0.386,19.2,3.8,23.2,0,0.521,0.135,0.325,0.169,0.143,0.515
2025-01-23,holiday,,3.2,0.333,0.166,18.2,5.4,20.9,0,0.598,0.095,0.384,0.207,0.042,0.49
2025-01-24,holiday,0.0,3.7,0.234,0.215,17.7,4.8,28.8,0,0.519,0.108,0.331,0.115,0.0,0.419
2025-01-25,holiday,0.0,2.0,0.658,0.577,18.1,4.5,26.9,0,0.77,0.064,0.648,0.356,0.174,0.547
2025-01-26,holiday,0.0,3.5,0.568,0.328,17.5,5.5,22.1,0,0.699,0.043,0.519,0.455,0.12,0.547
2025-01-27,holiday,0.0,0.5,0.357,0.333,17.3,5.3,25.7,0,0.554,0.073,0.295,0.22,0.08,0.483
2025-01-28,holiday,1.0,6.9,0.618,0.494,17.9,5.3,24.7,0,0.605,0.045,0.521,0.274,0.014,0.703
2025-01-29,holiday,0.0,4.1,0.273,0.264,18.0,5.3,22.5,0,0.53,0.084,0.296,0.304,,0.39
2025-01-30,holiday,0.0,6.9,0.347,0.13,15.8,3.0,30.4,0,0.56,0.083,0.354,0.187,0.028,0.46
2025-01-31,holiday,0.0,7.9,0.331,0.14,16.1,5.4,27.5,0,0.623,0.095,0.321,0.258,0.129,0.426
2025-02-01,holiday,0.0,4.4,0.598,0.352,15.1,1.6,32.0,0,0.579,0.004,0.544,0.442,0.005,0.465
2025-02-02,holiday,0.0,4.6,0.59,0.473,17.8,6.1,24.1,0,0.602,0.153,0.589,0.286,0.251,0.455
2025-02-03,weekday,0.0,4.8,0.0,0.045,17.0,4.8,26.0,0,0.405,0.617,0.042,0.032,0.0,0.039
2025-02-04,weekday,0.0,0.9,0.006,0.0,15.4,4.8,29.9,0,0.414,0.632,0.004,0.017,0.0,0.0
2025-02-05,weekday,0.0,7.0,0.049,0.027,14.5,5.0,29.2,0,0.462,0.712,0.005,0.052,0.0,0.027
2025-02-06,weekday,0.0,,0.066,0.0,15.4,5.2,28.5,0,,0.611,0.1,0.015,0.0,0.006
2025-02-07,weekday,0.0,2.8,0.028,0.039,15.3,2.7,33.2,0,0.569,0.604,0.098,0.002,0.033,0.0
2025-02-08,holiday,0.0,3.4,0.612,0.427,15.6,6.5,29.4,0,0.629,0.052,0.562,0.392,0.077,0.576
2025-02-09,holiday,0.0,5.9,0.556,0.55,16.1,3.8,25.9,0,0.623,0.091,0.671,0.445,0.105,0.571
2025-02-10,weekday,0.0,5.0,0.0,0.0,13.7,5.5,33.7,0,0.435,0.613,0.041,0.0,0.0,0.0
2025-02-11,weekday,,,0.033,0.185,16.3,5.3,27.6,0,0.418,0.656,0.0,0.069,0.029,0.097
2025-02-12,weekday,0.0,3.5,0.0,0.0,12.8,7.3,34.0,1,0.231,,0.019,0.113,0.0,0.0
2025-02-13,weekday,0.0,3.6,0.0,0.0,14.1,4.3,32.2,0,0.49,0.64,0.002,0.017,,0.0
2025-02-14,weekday,0.0,1.2,0.0,0.02,13.2,4.2,35.0,0,0.472,0.697,0.138,0.039,0.0,0.0
2025-02-15,holiday,0.0,2.8,0.561,0.497,14.0,4.9,31.2,0,0.73,0.134,0.555,0.397,0.291,0.535
2025-02-16,holiday,0.0,3.6,0.593,0.386,12.4,4.6,34.2,0,0.618,0.137,0.552,0.378,0.094,0.48
2025-02-17,weekday,0.0,1.1,0.04,0.054,13.1,5.2,33.6,0,0.469,,0.029,0.058,0.0,0.047
2025-02-18,weekday,0.0,2.1,0.031,0.037,12.8,4.1,30.6,0,0.473,0.689,,0.068,0.0,0.064
2025-02-19,weekday,0.0,2.7,0.004,0.108,12.2,6.7,35.0,0,0.331,0.652,0.041,0.0,0.0,0.07
2025-02-20,weekday,1.0,3.3,0.173,0.251,12.5,5.8,34.1,0,0.532,0.704,0.186,0.12,0.0,0.227
2025-02-21,weekday,0.0,5.5,0.024,0.0,12.1,4.0,35.0,0,0.34,0.63,0.13,0.057,0.0,0.011
2025-02-22,holiday,0.0,0.9,,0.398,11.6,5.0,35.0,0,0.759,0.185,0.485,0.444,0.257,0.517
2025-02-23,holiday,0.0,3.4,0.588,0.562,11.2,6.5,35.0,0,0.556,0.136,0.408,0.465,0.0,0.553
2025-02-24,weekday,0.0,0.8,0.0,0.0,10.6,4.9,35.0,0,0.41,0.682,0.114,0.06,0.0,0.0
2025-02-25,weekday,,6.5,,0.221,11.2,5.4,32.9,1,0.511,0.709,0.195,0.05,0.0,0.199
2025-02-26,weekday,0.0,5.0,0.0,0.042,10.9,6.0,35.0,0,0.512,0.673,0.025,0.079,0.0,0.036
2025-02-27,weekday,0.0,7.2,0.016,0.0,10.2,3.7,31.1,0,0.445,0.671,0.019,0.049,,0.0
2025-02-28,weekday,0.0,1.8,0.0,0.0,10.4,5.2,34.9,0,0.442,0.693,0.008,0.155,0.0,0.0
2025-03-01,holiday,0.0,3.6,0.642,0.398,10.8,5.3,35.0,0,0.702,0.154,0.42,0.447,0.0,0.496
2025-03-02,holiday,0.0,1.7,0.583,0.389,11.5,6.2,35.0,0,0.421,0.048,0.519,0.459,,0.481
2025-03-03,weekday,0.0,2.4,0.026,0.067,10.8,6.2,35.0,0,0.452,,0.089,0.058,0.0,0.034
2025-03-04,weekday,0.0,1.9,0.018,0.0,9.1,6.1,35.0,0,0.437,0.679,0.0,0.083,0.0,0.0
2025-03-05,weekday,0.0,1.7,0.0,0.056,10.1,4.9,35.0,0,0.329,0.626,0.085,0.086,0.0,0.0
2025-03-06,weekday,,1.2,0.0,0.0,11.3,6.4,35.0,0,0.543,0.696,0.093,0.036,0.0,0.031
2025-03-07,weekday,0.0,1.6,0.038,0.0,8.2,4.1,35.0,0,0.267,0.687,0.024,0.067,0.0,0.037
2025-03-08,holiday,0.0,4.6,0.485,0.367,9.5,5.6,34.4,0,0.628,0.083,0.449,0.381,0.196,0.447
2025-03-09,holiday,0.0,,0.502,0.429,9.3,5.1,35.0,0,0.793,0.16,0.419,0.497,,0.513
2025-03-10,weekday,0.0,2.6,0.0,0.0,9.2,5.7,35.0,0,0.278,0.685,0.053,,0.0,0.021
2025-03-11,weekday,0.0,0.9,0.018,0.0,9.1,3.9,35.0,0,0.401,0.633,0.027,0.181,0.0,0.026
2025-03-12,weekday,0.0,2.8,0.0,,7.4,5.4,32.1,0,0.467,0.647,0.057,0.112,0.0,0.022
2025-03-13,weekday,0.0,4.0,0.044,,9.4,8.7,35.0,0,0.383,0.626,0.0,0.117,0.0,0.046
2025-03-14,weekday,0.0,3.1,0.0,0.0,7.0,5.4,35.0,0,0.384,0.705,0.054,0.128,0.0,0.0
2025-03-15,holiday,0.0,,0.628,0.347,7.5,7.9,35.0,0,0.625,0.131,0.504,0.461,0.035,0.48
2025-03-16,holiday,0.0,2.6,0.655,0.67,5.9,6.1,35.0,0,0.672,0.04,0.56,0.425,0.0,0.543
2025-03-17,weekday,0.0,2.9,0.031,0.0,8.0,4.6,34.0,0,0.37,0.665,0.057,0.101,0.0,0.06
2025-03-18,weekday,0.0,3.5,0.066,0.0,7.5,4.4,35.0,0,0.326,0.628,0.0,0.05,0.0,0.0
2025-03-19,weekday,0.0,4.5,0.02,0.0,7.7,5.3,33.6,0,0.479,0.721,0.062,0.083,0.012,0.0
2025-03-20,weekday,0.0,1.4,,0.0,7.0,5.1,33.1,0,,0.731,0.0,0.021,0.017,0.0
2025-03-21,weekday,0.0,3.9,0.0,0.0,7.3,4.9,35.0,0,0.351,0.633,0.07,0.094,0.027,0.0
2025-03-22,holiday,0.0,3.8,0.605,0.358,6.5,5.1,32.7,0,0.794,0.21,0.54,0.435,0.0,0.539
2025-03-23,holiday,0.0,2.1,0.581,0.381,6.4,8.2,32.4,0,0.551,0.153,0.501,,0.117,0.458
2025-03-24,weekday,0.0,4.7,0.0,0.0,6.9,4.8,35.0,0,0.491,0.616,0.049,0.073,0.0,0.0
2025-03-25,weekday,0.0,2.5,0.019,0.0,6.1,5.6,33.2,0,0.482,0.65,0.051,0.096,0.0,0.0
2025-03-26,weekday,0.0,6.5,0.0,0.0,5.9,6.8,34.2,0,0.364,0.615,0.0,0.221,0.0,0.024
2025-03-27,weekday,0.0,2.2,0.012,0.023,4.9,5.8,35.0,0,0.463,0.572,0.032,0.117,0.0,0.0
2025-03-28,weekday,0.0,4.8,0.0,0.006,4.8,5.8,32.3,0,0.419,0.655,0.007,0.158,0.0,0.0
2025-03-29,holiday,0.0,0.7,0.611,0.37,4.9,4.2,34.3,0,0.692,0.175,0.527,0.422,0.174,0.491
2025-03-30,holiday,0.0,1.2,0.583,0.387,5.4,6.5,34.4,0,0.717,0.104,0.614,0.396,0.06,0.456
2025-03-31,weekday,0.0,0.9,0.0,0.0,3.7,7.2,32.2,0,0.411,0.723,0.0,0.09,0.0,0.0
2025-04-01,weekday,0.0,0.9,0.04,0.012,5.2,5.4,0.0,0,0.494,0.682,0.0,0.174,0.0,0.048
2025-04-02,weekday,0.0,1.5,,0.0,6.1,4.0,3.5,0,0.35,0.606,0.084,0.139,0.0,0.0
2025-04-03,weekday,0.0,1.8,0.0,0.0,5.6,7.3,0.0,0,0.518,0.661,0.039,0.084,0.0,0.0
2025-04-04,weekday,0.0,4.9,0.0,0.069,4.1,6.7,0.0,0,0.311,0.674,0.03,0.096,0.0,0.003
2025-04-05,,0.0,5.9,0.613,0.487,3.8,5.9,0.4,0,0.552,0.0,0.46,0.469,0.07,0.515
2025-04-06,holiday,0.0,4.8,0.507,0.296,4.6,5.1,0.1,0,0.704,0.095,0.575,0.413,0.0,0.451
2025-04-07,weekday,0.0,6.3,0.0,0.0,4.5,4.0,2.5,0,0.345,0.666,0.028,0.187,0.0,0.0
2025-04-08,weekday,0.0,2.5,0.064,,3.9,4.8,0.0,0,,0.624,0.001,0.219,0.0,0.028
2025-04-09,,0.0,4.0,0.055,0.0,4.9,4.8,2.5,0,0.378,0.647,0.012,0.087,0.0,0.0
2025-04-10,weekday,0.0,1.5,0.012,0.077,2.0,6.0,0.0,0,0.53,0.642,0.03,0.1,0.0,0.014
2025-04-11,weekday,0.0,6.9,0.002,0.0,3.9,5.3,0.0,0,0.465,0.727,0.0,0.17,0.0,0.019
2025-04-12,holiday,0.0,5.6,,0.291,3.3,4.4,0.0,0,0.725,0.144,0.473,0.509,0.071,0.445
2025-04-13,holiday,0.0,3.5,0.54,,2.9,5.2,0.0,0,0.59,0.067,0.575,0.524,,0.427
2025-04-14,weekday,0.0,5.0,0.014,0.0,2.4,5.3,2.9,0,0.296,0.67,0.0,0.175,0.0,0.028
2025-04-15,weekday,0.0,1.3,0.04,0.0,2.8,5.2,0.0,0,0.351,0.678,0.081,0.145,0.0,0.025
2025-04-16,weekday,0.0,2.8,0.004,0.09,3.8,6.8,1.4,0,0.528,0.718,0.107,0.068,0.0,0.05
2025-04-17,weekday,0.0,3.2,0.033,0.0,3.2,3.1,0.0,0,0.525,0.741,0.0,0.206,0.016,0.0
2025-04-18,weekday,0.0,5.2,0.016,0.109,2.3,5.4,0.0,0,0.252,0.573,0.0,0.063,0.0,0.0
2025-04-19,holiday,0.0,1.1,0.569,0.422,4.1,5.9,0.0,0,0.563,,0.45,0.439,0.093,0.515
2025-04-20,holiday,0.0,0.3,0.683,0.453,1.8,3.2,0.8,0,0.726,0.065,0.543,0.402,0.093,0.489
2025-04-21,weekday,0.0,3.6,0.0,0.0,2.7,6.5,1.7,0,0.416,0.657,0.048,0.144,0.0,0.043
2025-04-22,weekday,0.0,3.3,0.022,0.0,3.9,5.7,1.0,0,0.487,,0.055,0.142,0.0,0.0
2025-04-23,weekday,1.0,2.2,0.332,0.362,3.4,6.3,0.0,0,0.499,0.764,0.165,0.191,0.0,0.318
2025-04-24,weekday,0.0,7.7,0.0,0.0,3.0,4.8,0.0,0,0.295,0.581,0.0,0.027,0.0,0.017
2025-04-25,weekday,0.0,3.5,0.026,0.0,2.9,6.4,0.0,0,0.3,0.609,0.009,0.033,0.0,0.003
2025-04-26,holiday,0.0,2.6,0.523,0.324,2.2,4.2,0.0,0,0.716,0.199,0.494,0.489,0.146,0.422
2025-04-27,holiday,0.0,3.3,0.534,0.296,2.0,6.2,2.0,0,0.55,0.0,0.519,0.485,0.142,0.51
2025-04-28,weekday,0.0,5.3,0.009,0.0,3.3,7.2,0.0,0,0.494,0.713,0.0,0.083,0.0,0.0
2025-04-29,weekday,0.0,2.8,0.0,0.0,1.9,5.3,0.0,0,0.489,0.631,0.024,0.143,0.0,0.0
2025-04-30,weekday,0.0,0.8,0.0,0.039,2.4,2.4,0.0,0,0.504,0.671,0.0,0.046,0.0,0.0
2025-05-01,holiday,0.0,2.2,0.329,0.178,3.0,3.9,0.0,0,0.526,0.05,0.347,0.249,0.0,0.43
2025-05-02,holiday,0.0,2.2,0.307,0.184,2.9,3.9,6.0,0,0.619,0.007,0.249,0.303,0.017,0.431
2025-05-03,holiday,0.0,1.2,0.626,0.307,0.6,8.0,0.0,0,0.708,0.093,0.489,0.503,0.172,0.446
2025-05-04,holiday,0.0,2.5,0.532,0.314,2.0,5.9,2.5,0,0.644,0.075,0.536,0.427,0.1,0.494
2025-05-05,holiday,0.0,5.2,0.323,0.096,2.8,4.7,0.0,0,,0.042,0.228,0.297,0.0,0.396
2025-05-06,holiday,0.0,5.1,0.305,0.256,2.9,5.6,1.3,0,0.578,0.025,0.354,0.325,0.094,0.463
2025-05-07,holiday,0.0,3.2,0.319,0.272,2.5,5.3,0.0,0,0.782,0.068,0.271,0.249,0.0,0.459
2025-05-08,holiday,0.0,3.9,0.265,0.25,3.6,4.2,0.0,0,0.664,0.064,0.275,0.34,0.0,0.426
2025-05-09,holiday,0.0,4.0,0.307,0.25,2.2,5.4,3.1,0,0.485,0.113,0.214,0.248,0.047,0.39
2025-05-10,holiday,0.0,2.1,0.577,0.299,2.6,4.9,1.1,0,0.697,0.108,0.478,0.446,0.244,0.459
2025-05-11,holiday,0.0,2.6,0.558,0.396,1.3,4.7,1.3,0,0.636,0.117,0.451,0.513,0.044,0.396
2025-05-12,holiday,0.0,0.8,0.304,0.157,2.0,4.8,1.4,0,0.49,0.052,0.199,0.28,0.0,0.428
2025-05-13,holiday,0.0,6.7,0.302,0.164,2.5,3.2,1.4,0,0.575,0.022,0.224,0.342,0.066,0.459
2025-05-14,holiday,0.0,2.4,0.166,0.083,2.5,5.2,2.9,0,0.525,0.022,0.195,0.251,0.0,0.382
2025-05-15,holiday,0.0,2.7,0.258,0.086,2.5,4.8,0.0,0,0.642,0.115,0.233,0.28,0.043,0.431
2025-05-16,holiday,0.0,1.9,0.302,0.172,2.9,7.2,0.4,0,0.664,0.078,0.281,0.293,,0.412
2025-05-17,holiday,0.0,1.4,0.656,0.443,3.3,7.8,0.6,0,0.802,0.186,0.51,0.55,0.0,0.54
2025-05-18,holiday,0.0,1.8,0.558,0.339,0.4,7.5,0.0,0,0.675,0.018,0.474,0.488,0.155,0.454
2025-05-19,holiday,,7.0,,0.307,2.1,5.9,1.4,0,,0.078,0.353,0.279,0.0,0.397
2025-05-20,holiday,0.0,2.2,0.353,0.261,3.5,7.0,0.7,0,0.489,0.073,0.272,0.288,0.018,0.488
2025-05-21,holiday,0.0,1.9,0.391,0.339,3.0,6.0,0.2,0,0.515,0.043,0.185,0.296,0.0,0.462
2025-05-22,holiday,,2.5,0.472,0.444,3.0,6.9,0.0,0,0.538,0.115,0.434,0.303,0.0,0.692
2025-05-23,holiday,0.0,,0.28,0.151,3.5,4.4,0.0,0,0.606,0.022,0.26,0.274,0.122,0.348
2025-05-24,holiday,0.0,3.6,0.532,0.282,2.3,6.0,0.0,0,0.671,0.053,0.509,0.623,0.108,0.405
2025-05-25,holiday,0.0,1.2,0.431,0.391,4.2,5.2,2.9,0,0.825,0.11,0.384,0.463,0.114,0.455
2025-05-26,holiday,0.0,3.5,0.3,0.098,4.2,5.5,1.1,0,0.555,0.015,0.238,0.296,0.041,0.361
2025-05-27,holiday,0.0,2.1,0.354,0.257,2.9,6.1,0.0,0,0.627,0.069,0.195,0.226,0.0,0.469
2025-05-28,holiday,0.0,2.1,0.197,0.14,2.9,3.9,2.8,0,0.498,0.168,0.279,0.285,0.0,0.406
2025-05-29,holiday,0.0,2.2,0.371,0.153,3.4,3.2,1.7,0,0.637,0.095,0.238,0.375,0.084,0.403
2025-05-30,holiday,0.0,2.7,0.304,0.257,3.6,7.8,0.0,0,0.478,0.161,0.339,0.254,0.075,0.379
2025-05-31,holiday,0.0,8.0,0.567,0.606,3.5,6.9,0.0,0,0.656,0.106,0.394,0.378,0.0,0.492
2025-06-01,holiday,0.0,6.9,0.618,0.383,4.2,6.3,0.0,0,0.659,0.084,0.607,0.463,0.101,0.509
2025-06-02,weekday,0.0,7.4,0.0,0.0,4.0,4.5,0.0,0,0.394,0.704,0.024,0.085,0.0,0.008
2025-06-03,weekday,0.0,3.7,0.063,0.0,4.1,5.4,1.3,0,0.434,0.616,0.0,0.083,0.0,0.0
2025-06-04,weekday,0.0,5.9,0.011,0.048,4.4,4.7,0.2,0,0.423,0.696,0.004,,0.0,0.0
2025-06-05,weekday,0.0,5.2,0.0,0.0,3.8,4.9,0.9,0,0.307,0.614,0.053,0.1,0.0,0.0
2025-06-06,weekday,0.0,6.9,0.0,0.0,4.2,6.1,0.0,0,0.393,0.651,0.024,0.147,0.0,0.0
2025-06-07,holiday,0.0,2.7,0.562,0.384,4.1,6.1,1.9,0,0.594,0.078,0.449,0.45,0.275,0.478
2025-06-08,holiday,1.0,24.1,0.789,0.506,5.5,2.7,1.8,0,,0.055,0.642,0.52,0.061,0.675
2025-06-09,weekday,0.0,19.6,0.05,0.0,4.1,3.3,2.3,0,0.466,0.576,,0.136,0.0,0.0
2025-06-10,weekday,0.0,20.8,0.0,0.032,4.1,6.7,2.3,0,0.402,0.67,0.032,0.088,0.0,0.0
2025-06-11,weekday,0.0,24.2,0.0,0.0,4.5,5.7,0.0,0,0.318,0.577,0.0,0.138,0.0,0.0
2025-06-12,weekday,0.0,22.1,0.0,0.0,4.0,4.2,2.2,0,0.379,0.593,0.038,0.147,0.0,0.0
2025-06-13,weekday,0.0,20.9,0.0,0.0,5.2,5.5,0.0,0,0.425,0.645,0.025,0.151,,0.0
2025-06-14,holiday,0.0,22.7,0.57,0.367,5.0,6.2,0.2,0,0.699,0.109,0.534,0.425,0.0,0.411
2025-06-15,holiday,0.0,21.9,0.633,0.434,6.4,7.7,0.0,0,0.67,0.061,0.521,0.458,0.0,0.475
2025-06-16,weekday,0.0,23.4,0.117,0.0,4.6,4.5,1.1,0,0.464,0.659,0.0,0.165,0.0,0.0
2025-06-17,weekday,0.0,19.8,0.0,0.0,5.5,7.8,0.0,0,0.295,0.688,0.086,0.121,0.0,0.0
2025-06-18,weekday,0.0,20.0,0.0,0.0,5.3,5.7,0.0,0,0.408,,0.0,0.156,0.0,0.0
2025-06-19,weekday,0.0,20.0,0.0,0.0,5.9,3.0,1.9,0,0.401,0.727,0.003,0.022,0.0,0.015
2025-06-20,weekday,0.0,19.9,0.122,0.0,7.6,6.9,1.6,0,0.384,0.645,0.0,0.079,0.0,0.016
2025-06-21,holiday,0.0,19.3,0.572,0.444,6.3,5.3,1.6,0,0.806,0.172,0.474,,0.031,0.44
2025-06-22,holiday,,24.0,0.631,0.454,6.9,6.5,0.5,0,0.699,0.065,0.538,0.38,0.0,0.462
