date,temperature_c,wind_speed_mps,holiday,special_local_index,rainfall_mm,snowfall_cm,event_local_flag,typhoon_alert_flag,mobility_inflow_index,tourist_inflow_count,lodging_occupancy_ratio,rail_ridership,temple_shrine_visits,onsen_visitors_count,y
2024-11-19,27.2,6.2,weekday,0.316,1.1,0.0,0.0,0,0.508,0.02,0.0,0.691,0.141,0.0,0.019
2024-11-20,28.6,4.2,weekday,0.4,1.7,2.9,0.0,0,0.366,0.194,0.0,,0.025,0.0,0.058
2024-11-21,27.8,4.8,weekday,0.327,4.1,0.1,1.0,0,0.454,0.505,0.248,0.646,0.3,,0.297
2024-11-22,28.5,3.4,weekday,0.332,2.5,2.4,0.0,0,0.516,0.2,0.051,0.628,0.08,0.013,0.16
2024-11-23,27.3,4.3,holiday,0.595,2.5,1.1,0.0,0,0.669,,0.653,0.053,0.61,0.323,0.605
2024-11-24,27.8,4.3,holiday,0.645,3.4,0.0,,0,0.671,0.581,0.637,0.178,0.606,0.461,0.62
2024-11-25,27.7,4.7,weekday,0.351,4.9,0.0,0.0,0,0.461,0.058,0.039,0.726,0.052,0.0,0.126
2024-11-26,26.9,5.9,weekday,0.367,3.2,2.3,0.0,0,,0.113,0.003,0.675,0.111,0.055,0.035
2024-11-27,27.8,2.2,weekday,0.401,,2.1,0.0,0,0.374,0.159,0.105,0.602,0.085,0.009,0.035
2024-11-28,27.7,4.2,weekday,0.285,4.6,1.1,1.0,0,0.472,0.274,0.239,0.647,0.313,0.0,0.312
2024-11-29,27.0,3.6,weekday,0.4,1.8,0.0,0.0,0,0.377,0.148,0.009,0.591,0.1,0.0,0.112
2024-11-30,26.3,2.4,,0.477,5.4,0.0,0.0,0,0.681,0.554,0.678,0.2,0.595,0.353,0.61
2024-12-01,27.8,3.8,holiday,0.552,1.3,7.1,0.0,0,0.68,0.389,0.521,0.123,0.687,0.289,0.511
2024-12-02,27.1,5.8,holiday,0.489,4.9,7.2,0.0,0,0.527,0.413,0.365,0.145,0.286,0.138,0.468
2024-12-03,26.8,5.1,holiday,0.468,4.3,12.9,0.0,0,0.496,0.372,0.302,0.055,0.343,0.292,0.509
2024-12-04,27.4,1.8,holiday,0.456,4.0,5.3,0.0,0,0.539,0.232,0.289,0.022,,0.252,0.448
2024-12-05,28.1,1.5,holiday,0.445,8.0,8.4,0.0,0,0.521,0.237,0.212,0.034,0.43,0.19,0.471
2024-12-06,26.1,6.7,holiday,0.42,0.9,9.9,0.0,0,0.434,0.323,0.306,0.0,0.304,0.245,0.487
2024-12-07,26.5,0.5,holiday,0.507,3.6,7.7,0.0,0,0.645,0.477,0.666,0.098,0.682,,0.534
2024-12-08,26.4,2.3,holiday,,4.0,5.9,0.0,0,0.535,0.579,0.649,0.139,0.604,0.24,0.54
2024-12-09,26.9,3.6,holiday,,4.1,8.6,0.0,0,0.55,0.272,0.268,0.082,0.362,0.125,0.477
2024-12-10,25.8,4.0,holiday,0.396,0.9,9.8,0.0,0,0.545,0.386,0.306,0.058,0.354,0.175,0.46
2024-12-11,26.7,5.6,holiday,0.411,5.5,6.2,0.0,0,0.692,0.42,0.305,0.167,0.34,0.163,0.525
2024-12-12,25.1,5.2,holiday,0.442,1.4,12.8,1.0,0,0.594,0.592,0.501,0.0,0.513,0.174,0.794
2024-12-13,24.8,4.3,holiday,0.299,,7.2,0.0,0,0.509,0.216,0.272,0.047,0.366,0.148,0.482
2024-12-14,26.0,3.1,holiday,0.537,4.1,8.6,0.0,0,0.733,0.321,0.624,0.039,0.606,0.384,0.517
2024-12-15,26.2,5.5,holiday,0.509,1.4,4.4,1.0,0,0.596,0.749,0.853,0.115,0.728,0.412,0.797
2024-12-16,25.4,4.3,holiday,0.418,2.7,10.1,0.0,0,0.39,0.283,0.355,0.081,0.34,0.099,0.473
2024-12-17,25.8,5.4,holiday,0.399,6.6,11.3,0.0,0,0.488,0.265,0.275,0.102,0.339,0.071,0.48
2024-12-18,25.7,5.1,holiday,0.39,10.1,9.3,0.0,0,0.534,0.372,0.356,,0.353,0.207,0.412
2024-12-19,24.3,3.7,holiday,0.334,5.7,8.7,0.0,0,0.448,0.397,0.357,0.078,0.376,0.266,0.466
2024-12-20,26.9,5.5,holiday,0.45,2.0,5.9,0.0,0,0.583,0.278,0.322,0.084,0.336,0.209,0.453
2024-12-21,26.5,3.7,holiday,0.519,3.2,7.7,0.0,0,,0.475,0.554,0.17,0.663,0.344,0.488
2024-12-22,25.7,4.6,holiday,0.38,1.0,10.5,0.0,0,0.615,0.523,0.642,0.138,0.56,0.326,0.558
2024-12-23,24.3,5.0,holiday,0.363,2.9,12.7,0.0,0,0.617,0.16,0.196,0.057,0.345,0.19,0.461
2024-12-24,23.5,4.1,holiday,0.321,2.2,14.8,0.0,0,0.545,0.294,0.238,0.07,0.338,0.25,0.42
2024-12-25,24.9,5.2,,0.33,4.1,8.9,0.0,0,,0.413,0.399,0.084,,0.235,0.54
2024-12-26,23.1,6.3,holiday,0.327,1.4,16.9,0.0,0,0.718,0.318,0.341,0.207,0.267,0.099,0.533
2024-12-27,23.7,5.8,holiday,0.306,,14.0,0.0,0,0.498,0.393,0.287,0.084,0.341,0.139,0.53
2024-12-28,24.0,4.6,holiday,0.515,4.4,11.5,1.0,0,0.604,0.679,0.814,0.065,0.745,0.271,0.82
2024-12-29,23.1,5.2,holiday,,5.8,15.8,0.0,0,0.639,0.547,0.611,0.009,0.591,0.289,0.572
2024-12-30,23.8,5.1,holiday,0.384,2.5,13.2,1.0,0,0.429,0.552,0.624,0.027,0.526,0.154,0.736
2024-12-31,22.4,3.9,holiday,0.337,6.0,18.3,0.0,0,0.566,0.223,0.25,0.074,0.341,0.2,0.437
2025-01-01,23.1,3.0,holiday,0.295,2.7,16.3,0.0,0,0.468,0.234,0.331,0.094,0.317,0.278,0.469
2025-01-02,22.6,3.5,holiday,0.366,1.3,13.0,0.0,0,0.652,0.265,0.277,0.033,0.384,0.132,0.496
2025-01-03,21.4,5.5,holiday,0.312,4.4,19.3,,0,,,0.29,0.08,0.274,0.125,0.45
2025-01-04,20.9,4.9,holiday,0.414,5.3,19.1,1.0,0,0.714,0.674,0.856,0.109,0.732,0.42,0.84
2025-01-05,23.9,3.6,holiday,0.519,6.4,15.8,0.0,0,0.761,0.472,0.479,0.073,0.528,0.403,0.494
2025-01-06,22.1,5.2,holiday,0.307,5.3,15.2,0.0,0,0.363,0.329,0.25,0.0,0.343,0.23,0.473
2025-01-07,21.2,3.2,holiday,0.224,1.5,21.6,0.0,0,0.51,0.249,0.31,0.031,0.3,0.185,0.452
2025-01-08,20.7,2.7,holiday,0.379,3.2,18.0,0.0,0,0.495,0.117,0.347,0.131,0.321,0.242,0.457
2025-01-09,22.1,3.5,holiday,,6.8,15.8,0.0,0,0.65,0.137,0.331,0.091,0.375,0.133,0.427
2025-01-10,19.9,2.7,holiday,0.34,1.7,18.3,0.0,0,0.716,0.244,0.302,0.07,0.28,,0.5
2025-01-11,20.5,4.8,holiday,0.485,3.1,20.2,0.0,0,0.586,0.545,0.581,0.094,,0.392,0.554
2025-01-12,21.3,5.4,holiday,0.352,5.3,21.0,0.0,0,0.522,0.48,0.592,0.015,0.493,0.345,0.466
2025-01-13,20.7,2.0,holiday,0.337,4.8,19.7,0.0,0,0.679,0.214,0.296,0.089,0.3,0.17,0.44
2025-01-14,19.4,4.1,holiday,0.196,7.8,22.3,0.0,0,0.612,0.362,0.354,0.045,0.26,0.211,0.475
2025-01-15,20.9,4.0,holiday,0.253,7.3,18.3,0.0,0,0.539,0.206,0.302,0.077,0.36,0.205,0.411
2025-01-16,19.6,1.1,holiday,0.222,4.4,21.8,0.0,0,0.648,0.149,0.305,0.099,0.386,0.268,0.443
2025-01-17,19.4,4.3,holiday,0.317,3.0,20.6,0.0,0,0.484,0.344,0.338,0.091,0.281,0.168,0.48
2025-01-18,19.7,4.8,holiday,0.34,4.8,18.2,0.0,0,0.8,0.591,0.647,0.053,0.55,0.224,0.511
2025-01-19,19.4,3.3,holiday,0.372,4.6,20.8,0.0,0,0.602,0.491,0.61,0.082,0.44,0.337,0.5
2025-01-20,18.3,4.6,holiday,,8.5,25.9,0.0,0,0.542,0.095,0.174,0.0,0.3,0.121,0.413
2025-01-21,19.6,3.0,holiday,0.235,2.3,24.1,0.0,0,0.556,0.259,,0.129,0.181,0.145,0.443
2025-01-22,18.6,6.2,holiday,0.289,1.3,22.4,0.0,0,0.633,0.3,0.296,0.067,0.327,,0.491
2025-01-23,17.5,4.1,holiday,0.252,3.7,25.4,0.0,0,0.554,0.379,0.396,0.102,0.263,0.224,0.436
2025-01-24,18.5,4.3,holiday,0.312,3.1,26.0,0.0,0,0.577,0.175,0.295,0.13,0.299,0.193,0.438
2025-01-25,17.9,4.9,holiday,0.32,4.1,25.7,0.0,0,0.618,0.532,0.604,0.157,0.605,0.348,0.539
2025-01-26,18.3,3.3,holiday,0.338,3.2,24.3,0.0,0,0.676,0.388,0.56,0.06,0.552,0.315,0.497
2025-01-27,17.4,3.9,holiday,0.317,2.4,26.9,0.0,0,0.702,0.378,0.314,0.0,0.33,0.243,0.46
2025-01-28,17.9,6.0,holiday,,1.9,21.8,0.0,0,0.57,0.334,,0.0,0.342,0.237,0.435
2025-01-29,17.6,4.2,holiday,0.234,4.0,25.8,0.0,0,0.474,0.331,0.307,0.0,0.3,0.269,0.458
2025-01-30,16.9,0.6,holiday,0.275,5.8,24.2,0.0,0,0.52,0.287,0.261,0.003,0.34,0.212,0.476
2025-01-31,16.6,1.6,holiday,0.146,6.5,29.2,0.0,0,0.495,0.237,0.322,0.035,0.27,0.26,0.428
2025-02-01,17.1,5.2,holiday,0.332,2.3,24.8,0.0,0,0.524,0.444,0.593,0.056,0.479,0.34,0.55
2025-02-02,15.5,2.7,holiday,0.347,5.1,27.1,0.0,0,0.794,0.33,0.513,0.136,0.443,0.362,0.498
2025-02-03,17.2,5.0,weekday,0.19,,26.6,0.0,0,0.472,0.12,0.014,0.734,0.14,0.019,0.064
2025-02-04,16.0,6.1,weekday,0.156,2.9,28.4,0.0,0,0.468,0.066,0.0,0.611,0.105,0.0,0.039
2025-02-05,15.9,6.1,weekday,0.095,5.3,27.3,,0,0.541,0.058,0.0,0.716,0.037,,0.0
2025-02-06,16.1,3.8,weekday,,2.2,27.2,0.0,0,0.388,,0.002,0.551,0.078,0.123,0.059
2025-02-07,16.0,5.6,weekday,0.125,7.4,25.4,0.0,0,,0.094,0.0,0.633,0.002,0.018,0.007
2025-02-08,14.5,5.5,holiday,0.285,1.9,29.3,0.0,0,0.806,0.556,0.569,0.115,0.54,0.511,0.534
2025-02-09,16.0,3.4,holiday,0.214,5.2,26.8,0.0,0,0.663,0.539,0.598,0.069,0.526,0.513,0.511
2025-02-10,14.1,2.5,weekday,0.08,1.6,34.9,0.0,0,,0.0,0.009,0.6,0.056,0.036,0.018
2025-02-11,13.8,3.0,weekday,0.033,5.6,35.0,0.0,0,0.479,0.091,,0.637,0.0,0.077,0.057
2025-02-12,14.2,4.1,weekday,0.06,4.4,35.0,0.0,0,0.362,0.068,0.031,0.601,0.078,0.138,0.0
2025-02-13,12.7,1.3,weekday,0.008,,32.5,0.0,0,0.473,0.066,0.0,0.658,0.023,0.085,0.036
2025-02-14,12.4,6.2,weekday,0.089,4.7,32.2,1.0,0,0.406,0.191,0.121,0.622,0.206,0.104,0.295
2025-02-15,13.2,3.5,holiday,0.209,2.5,33.3,0.0,0,0.639,0.508,0.669,0.101,0.524,0.443,0.538
2025-02-16,12.9,5.0,holiday,0.18,2.4,30.2,0.0,0,0.611,0.342,0.496,0.183,0.548,0.488,0.455
2025-02-17,12.3,5.1,weekday,0.052,3.5,34.7,0.0,0,0.501,0.028,0.0,0.668,0.098,0.155,0.076
2025-02-18,11.3,3.9,weekday,0.074,0.9,35.0,0.0,0,0.38,0.077,0.049,0.601,0.033,0.057,0.071
2025-02-19,11.4,5.1,weekday,0.0,4.0,33.7,0.0,0,0.409,0.0,0.0,0.669,0.07,0.057,0.006
2025-02-20,12.1,1.4,weekday,0.011,2.8,35.0,0.0,0,0.401,0.02,0.035,0.716,0.122,0.0,0.073
2025-02-21,11.2,4.5,weekday,0.015,5.5,35.0,0.0,0,0.489,0.0,0.036,0.826,0.003,0.023,0.0
2025-02-22,12.4,3.2,holiday,,5.5,34.8,0.0,0,0.692,0.36,0.628,0.107,0.463,0.376,0.501
2025-02-23,12.1,3.9,holiday,0.225,3.8,35.0,0.0,0,0.738,0.493,0.638,0.105,0.427,0.416,0.457
2025-02-24,10.1,4.9,weekday,0.0,4.4,35.0,0.0,0,0.458,0.0,0.0,0.57,0.09,0.11,0.013
2025-02-25,10.5,5.2,weekday,0.01,0.8,35.0,0.0,0,0.51,0.003,0.0,0.742,0.048,0.0,0.0
2025-02-26,11.0,5.4,weekday,0.0,2.7,33.1,0.0,0,0.598,0.0,0.0,0.718,0.062,0.05,0.076
2025-02-27,10.4,1.9,weekday,0.0,8.6,34.9,0.0,0,0.509,0.0,0.043,0.654,,0.075,0.022
2025-02-28,10.9,3.2,weekday,0.11,2.9,35.0,0.0,0,0.446,0.0,0.0,0.527,0.0,,0.009
2025-03-01,10.7,4.6,holiday,0.26,1.4,35.0,0.0,0,0.765,0.462,0.576,0.139,0.507,0.434,0.452
2025-03-02,9.7,4.9,holiday,0.215,4.2,35.0,0.0,0,0.67,0.407,0.605,0.172,0.519,0.354,0.491
2025-03-03,10.2,3.0,weekday,0.037,2.5,35.0,0.0,0,0.483,0.066,,0.713,0.08,0.104,0.018
2025-03-04,9.7,3.7,weekday,0.0,2.9,35.0,0.0,0,0.282,0.057,0.027,0.761,0.076,0.049,0.037
2025-03-05,8.2,3.6,weekday,0.0,3.1,35.0,0.0,0,0.532,0.0,0.074,0.647,,0.038,0.0
2025-03-06,8.5,3.7,weekday,0.067,3.4,35.0,0.0,0,0.44,0.0,0.0,0.564,0.005,0.126,0.0
2025-03-07,10.5,4.6,weekday,0.0,2.8,34.3,0.0,0,0.373,0.0,0.0,0.544,0.017,0.101,0.052
2025-03-08,9.4,3.7,holiday,0.037,7.8,35.0,0.0,0,0.553,0.449,0.679,0.039,0.472,0.409,0.52
2025-03-09,9.2,4.7,holiday,0.218,,33.1,0.0,0,0.798,0.348,0.567,0.128,0.582,0.382,0.521
2025-03-10,9.7,5.7,weekday,0.0,4.5,34.8,0.0,0,0.462,0.0,0.066,0.642,0.043,0.004,0.008
2025-03-11,8.3,5.4,weekday,0.0,1.3,35.0,,0,0.517,0.0,0.0,0.702,0.026,0.049,0.005
2025-03-12,8.9,5.9,weekday,0.024,2.7,35.0,0.0,0,0.299,0.078,0.056,0.615,0.04,0.105,0.031
2025-03-13,9.4,4.8,weekday,0.0,3.3,35.0,0.0,0,0.336,0.0,0.0,0.703,0.026,0.101,0.0
2025-03-14,6.7,3.9,weekday,,3.3,35.0,0.0,0,0.281,0.0,0.0,0.56,0.0,,0.0
2025-03-15,8.8,3.0,holiday,,5.5,32.8,0.0,0,0.68,0.413,0.585,0.17,0.509,0.376,0.532
2025-03-16,8.4,2.6,holiday,0.114,8.3,35.0,0.0,0,0.721,0.45,0.618,0.105,0.5,0.495,0.502
2025-03-17,7.9,3.6,weekday,0.0,6.2,30.8,0.0,0,0.447,0.0,0.0,0.581,0.01,0.069,0.0
2025-03-18,6.7,6.3,weekday,0.0,1.8,33.4,0.0,0,0.551,0.0,0.0,0.626,0.068,0.142,0.016
2025-03-19,7.0,4.9,weekday,0.0,0.6,33.4,0.0,0,,0.0,0.0,0.642,0.0,0.05,0.0
2025-03-20,7.3,5.3,weekday,0.042,2.5,34.8,0.0,0,0.352,0.113,0.113,0.607,0.018,0.041,0.052
2025-03-21,8.3,4.3,weekday,0.021,5.6,35.0,0.0,0,0.439,0.0,0.0,0.614,0.0,0.098,0.008
2025-03-22,6.1,3.7,holiday,0.195,2.2,35.0,0.0,0,0.697,0.283,0.557,0.097,0.53,0.452,0.486
2025-03-23,7.1,3.9,holiday,0.155,3.9,35.0,0.0,0,0.658,0.323,0.561,0.157,0.57,,0.501
2025-03-24,6.3,2.0,weekday,0.0,5.7,35.0,1.0,0,0.432,0.282,0.257,0.574,0.267,0.114,0.23
2025-03-25,5.6,6.3,weekday,0.027,3.7,35.0,0.0,0,0.468,0.0,0.046,0.69,0.0,0.078,0.0
2025-03-26,7.5,6.1,weekday,0.017,1.9,33.7,0.0,0,0.398,0.0,0.0,0.674,,0.169,0.026
2025-03-27,5.6,6.9,weekday,0.046,0.5,35.0,0.0,0,0.431,0.022,0.0,0.588,0.04,0.179,0.042
2025-03-28,4.4,3.2,weekday,0.088,0.6,35.0,0.0,0,0.347,0.0,0.004,0.731,0.02,0.171,0.018
2025-03-29,5.5,5.3,holiday,0.229,3.4,35.0,0.0,0,0.579,0.468,0.558,0.128,0.404,0.431,0.528
2025-03-30,4.4,4.1,,0.242,,34.6,0.0,0,0.681,0.409,0.549,0.119,0.525,0.43,0.477
2025-03-31,5.2,5.1,weekday,0.0,3.0,34.2,0.0,0,0.405,0.0,0.013,0.705,0.001,0.11,0.0
2025-04-01,4.5,4.5,weekday,0.0,2.5,0.0,0.0,0,0.523,0.0,0.001,0.589,0.0,0.139,0.004
2025-04-02,5.2,3.1,weekday,0.023,5.1,1.1,0.0,0,0.551,0.0,0.084,0.665,0.0,0.039,0.024
2025-04-03,4.7,3.0,weekday,0.025,1.4,0.4,0.0,0,0.308,0.0,0.0,0.675,0.017,0.09,0.005
2025-04-04,4.5,1.9,weekday,0.0,1.6,0.5,0.0,0,0.411,0.0,0.013,0.588,0.0,0.126,0.0
2025-04-05,4.0,4.4,holiday,0.105,5.6,3.3,0.0,0,0.683,0.4,0.589,0.13,0.548,0.518,0.452
2025-04-06,4.3,5.7,holiday,0.072,7.6,0.0,0.0,0,0.716,0.476,0.569,0.173,0.478,0.385,0.493
2025-04-07,5.1,5.9,weekday,0.0,0.7,1.3,1.0,0,0.463,0.067,0.188,0.691,0.251,0.147,0.242
2025-04-08,4.3,4.8,weekday,0.0,4.7,0.0,0.0,0,0.458,,0.0,,,0.037,0.0
2025-04-09,3.0,2.2,weekday,0.01,5.5,0.0,0.0,0,,,0.003,0.632,0.0,,0.0
2025-04-10,4.7,4.5,weekday,0.0,5.2,0.0,0.0,0,0.407,0.02,0.0,0.605,0.0,0.21,0.0
2025-04-11,3.6,3.9,,0.0,2.6,0.2,1.0,0,0.392,0.312,0.242,0.735,0.162,0.074,0.292
2025-04-12,4.1,4.9,holiday,0.078,2.6,0.0,0.0,1,0.845,0.441,0.597,0.134,0.496,0.512,0.45
2025-04-13,3.4,4.0,holiday,0.103,0.6,0.0,0.0,0,,0.335,0.504,0.066,0.542,0.493,0.487
2025-04-14,3.3,4.8,weekday,0.024,2.1,0.0,,0,0.427,0.006,0.0,0.695,0.0,0.189,0.0
2025-04-15,3.6,5.1,weekday,0.0,4.2,1.6,0.0,0,0.257,0.0,0.0,0.723,0.025,0.082,0.0
2025-04-16,4.2,3.3,weekday,0.0,4.9,0.3,0.0,0,0.48,0.0,0.082,0.795,0.004,0.022,0.0
2025-04-17,4.0,2.5,weekday,0.0,1.3,2.5,0.0,0,0.43,0.086,0.067,0.689,0.0,0.193,0.0
2025-04-18,1.8,4.3,weekday,0.0,4.4,0.6,0.0,0,0.412,0.0,0.0,0.592,0.023,0.152,0.0
2025-04-19,3.9,4.1,holiday,0.228,1.8,1.7,0.0,0,0.687,0.419,0.542,0.2,0.465,0.51,0.458
2025-04-20,3.3,5.3,holiday,0.233,2.5,2.1,0.0,0,0.662,0.412,0.56,0.134,0.518,0.489,0.487
2025-04-21,3.0,4.2,weekday,0.039,8.1,0.0,0.0,0,,0.132,0.0,0.683,0.037,0.091,0.0
2025-04-22,2.3,4.1,weekday,0.0,9.2,0.0,0.0,0,0.481,0.024,0.0,0.653,0.0,0.128,0.0
2025-04-23,2.2,6.6,weekday,0.0,4.6,0.0,0.0,0,0.484,0.0,0.0,0.658,0.0,0.172,0.0
2025-04-24,4.2,4.4,weekday,0.023,6.3,0.7,0.0,0,0.369,0.02,0.0,0.59,0.0,0.117,0.021
2025-04-25,2.4,4.3,weekday,,4.4,0.0,0.0,0,0.418,0.1,0.0,0.624,0.101,0.184,0.0
2025-04-26,2.5,5.7,holiday,0.151,6.1,0.0,0.0,0,0.731,0.241,0.555,0.062,0.517,0.505,0.424
2025-04-27,2.0,3.5,holiday,0.245,3.0,1.0,0.0,0,0.802,0.474,0.655,0.031,0.469,,0.511
2025-04-28,1.8,3.7,weekday,0.0,4.2,0.0,0.0,0,0.395,0.0,0.051,0.677,0.001,0.187,0.0
2025-04-29,2.0,4.7,weekday,0.051,0.7,0.1,0.0,0,0.355,0.014,0.047,0.704,0.067,0.125,0.0
2025-04-30,2.1,6.1,weekday,0.0,7.7,1.4,1.0,0,0.442,0.333,0.301,0.664,0.181,0.136,0.238
2025-05-01,3.3,3.4,holiday,0.071,1.9,0.8,0.0,0,0.52,0.236,0.324,0.033,0.31,0.298,0.442
2025-05-02,2.8,4.1,holiday,0.139,1.9,0.4,,0,0.539,0.218,0.207,0.105,0.23,0.365,0.46
2025-05-03,2.8,3.8,holiday,0.181,2.4,0.0,0.0,0,0.583,0.427,0.679,0.159,0.641,0.479,0.491
2025-05-04,2.0,3.6,holiday,0.259,1.3,1.2,0.0,0,0.738,0.347,0.455,0.079,0.527,0.559,0.414
2025-05-05,1.4,6.6,holiday,0.071,3.9,0.4,0.0,0,0.67,0.212,0.267,,0.3,0.32,0.374
2025-05-06,1.5,3.9,holiday,0.069,2.7,1.2,0.0,0,0.409,0.143,0.362,0.063,0.287,0.275,0.401
2025-05-07,2.0,6.7,holiday,0.119,5.0,0.6,1.0,0,0.601,0.414,,0.064,0.391,0.285,0.688
2025-05-08,1.9,5.8,holiday,0.11,4.6,0.0,0.0,0,0.743,0.113,0.284,0.149,0.214,0.322,0.349
2025-05-09,1.8,2.9,holiday,0.158,4.4,0.0,0.0,0,0.58,0.218,0.35,0.149,0.15,0.273,0.389
2025-05-10,2.2,2.8,holiday,0.218,2.4,3.2,0.0,0,0.547,0.304,0.56,0.069,0.576,0.513,0.457
2025-05-11,3.6,1.2,holiday,0.158,3.3,0.5,0.0,0,0.621,0.482,0.61,0.039,0.487,0.404,0.479
2025-05-12,3.0,1.1,,0.011,5.1,0.8,0.0,0,0.647,0.291,0.352,0.225,0.266,0.208,0.476
2025-05-13,1.8,6.2,holiday,0.159,1.6,0.0,0.0,0,0.571,0.203,0.22,0.032,0.233,0.22,0.41
2025-05-14,1.1,4.9,holiday,,6.0,0.0,0.0,0,0.539,0.324,0.376,,0.146,,0.425
2025-05-15,2.3,4.9,holiday,0.06,2.3,0.0,0.0,0,0.459,0.072,0.304,0.02,0.261,0.28,0.369
2025-05-16,2.3,5.6,holiday,0.077,4.2,0.0,1.0,0,0.572,0.517,0.506,0.117,0.437,0.258,0.693
2025-05-17,3.2,6.7,holiday,0.227,2.2,0.7,0.0,0,0.487,0.425,0.599,0.0,0.501,0.557,0.475
2025-05-18,2.9,5.8,holiday,0.183,3.2,0.0,0.0,0,0.618,0.427,0.617,0.109,0.475,0.397,0.498
2025-05-19,3.6,4.8,holiday,0.08,3.2,0.0,0.0,0,0.398,0.304,0.29,0.053,0.229,0.324,0.507
2025-05-20,3.6,5.0,holiday,0.0,1.8,0.0,1.0,0,0.505,0.525,,0.104,0.569,0.256,0.71
2025-05-21,4.7,2.5,holiday,0.032,7.6,0.0,0.0,0,0.607,0.138,0.275,0.098,0.259,0.375,0.383
2025-05-22,3.1,6.4,holiday,0.0,4.5,0.6,0.0,0,0.626,0.132,0.262,0.113,0.349,0.29,0.389
2025-05-23,3.8,3.9,holiday,0.126,5.8,0.0,0.0,0,0.61,0.221,0.228,,0.311,0.337,0.394
2025-05-24,3.7,1.3,holiday,0.258,4.5,1.9,0.0,0,,0.368,0.594,0.112,0.535,0.503,0.499
2025-05-25,2.6,4.7,holiday,0.183,4.2,0.0,0.0,0,0.689,0.383,0.57,0.07,,,0.502
2025-05-26,2.9,4.7,holiday,0.087,4.2,1.2,0.0,0,0.54,0.175,,0.075,0.295,0.258,0.399
2025-05-27,4.1,4.0,holiday,0.104,3.0,0.5,0.0,0,0.457,0.196,0.333,0.12,0.235,0.338,0.35
2025-05-28,5.2,3.9,holiday,0.0,4.9,0.0,0.0,0,0.598,0.198,0.298,0.105,0.265,0.372,0.454
2025-05-29,2.8,2.9,holiday,0.143,3.7,0.0,0.0,0,0.475,0.11,0.246,0.037,0.242,0.298,0.375
2025-05-30,4.3,5.9,holiday,0.088,2.5,0.8,0.0,0,0.679,0.248,0.165,0.086,0.226,0.343,0.395
2025-05-31,4.0,1.7,holiday,0.196,6.4,0.0,0.0,0,0.749,0.291,0.46,0.086,0.503,0.509,0.461
2025-06-01,2.5,2.1,holiday,0.166,,1.8,0.0,0,0.692,0.445,0.562,0.095,0.481,0.469,0.48
2025-06-02,4.2,6.1,weekday,0.0,3.2,0.0,0.0,0,0.508,0.11,0.051,0.68,0.0,0.202,0.001
2025-06-03,4.4,1.3,weekday,0.0,4.4,0.0,0.0,0,0.416,0.119,0.02,0.662,0.0,0.069,0.056
2025-06-04,3.7,5.9,weekday,0.0,2.2,0.0,0.0,0,0.401,0.0,0.029,0.686,0.0,0.133,0.0
2025-06-05,4.2,3.8,weekday,0.0,4.2,0.0,0.0,0,0.389,0.12,0.037,0.763,0.003,0.157,0.031
2025-06-06,4.0,2.8,weekday,0.0,1.4,0.0,1.0,0,0.623,0.221,0.257,0.635,0.158,0.121,0.203
2025-06-07,4.6,6.0,holiday,0.208,3.0,2.5,0.0,0,0.636,0.286,0.487,0.16,0.495,0.497,0.494
2025-06-08,5.7,4.3,holiday,0.229,23.7,0.0,0.0,0,0.85,0.413,0.544,0.088,0.493,0.439,0.431
2025-06-09,4.7,5.3,weekday,0.0,21.1,2.2,0.0,0,0.494,0.0,0.0,0.614,0.029,0.211,0.0
2025-06-10,4.1,4.6,weekday,0.0,23.3,1.9,0.0,0,0.399,0.0,0.026,0.595,0.077,0.096,0.0
2025-06-11,5.0,4.4,weekday,0.0,21.2,0.9,0.0,0,0.561,0.034,0.023,,0.0,0.132,0.016
2025-06-12,4.9,2.8,weekday,0.0,25.2,3.7,0.0,0,0.361,0.0,0.0,0.608,0.001,0.043,0.0
2025-06-13,5.0,4.6,weekday,,21.8,0.0,0.0,0,0.473,0.0,0.0,0.649,0.051,0.08,0.0
2025-06-14,4.5,5.0,holiday,0.161,23.7,2.2,0.0,0,0.776,0.297,0.547,0.125,0.473,0.386,0.453
2025-06-15,5.5,4.2,holiday,0.026,21.2,0.0,0.0,0,0.76,0.439,0.615,0.174,,0.463,0.474
2025-06-16,6.0,3.4,weekday,0.0,21.0,0.0,0.0,0,0.389,0.0,0.0,0.51,0.065,0.133,0.0
2025-06-17,5.2,4.3,weekday,0.0,22.4,0.5,0.0,0,0.363,0.0,0.038,0.636,0.044,0.201,0.0
2025-06-18,7.2,3.0,weekday,0.0,20.1,3.1,0.0,0,0.449,0.0,0.026,0.639,0.063,0.159,0.0
2025-06-19,5.3,4.5,weekday,0.0,21.7,0.0,0.0,0,0.365,0.135,0.088,0.616,0.039,0.105,0.0
2025-06-20,5.0,4.4,weekday,0.0,,2.0,0.0,0,0.362,0.0,0.03,0.655,0.078,0.098,0.0
2025-06-21,5.1,1.3,holiday,0.058,20.1,0.0,0.0,0,0.701,0.425,,0.06,0.561,0.462,0.43
2025-06-22,5.9,2.7,holiday,0.1,22.6,0.0,1.0,0,,0.456,0.718,0.0,0.727,0.431,0.693
2025-06-23,7.5,4.8,weekday,0.0,22.2,0.0,0.0,0,0.364,0.0,0.0,0.554,0.093,0.128,0.0
