date,rail_ridership,mobility_inflow_index,holiday,rainfall_mm,temperature_c,wind_speed_mps,snowfall_cm,event_local_flag,typhoon_alert_flag,tourist_inflow_count,lodging_occupancy_ratio,temple_shrine_visits,onsen_visitors_count,beach_crowd_index,snow_quality_index,ski_resort_visitors,y
2024-10-02,0.599,0.358,weekday,5.3,26.0,2.7,3.3,,0,0.295,0.088,0.154,0.026,0.247,0.0,0.0,0.361
2024-10-03,0.708,0.336,weekday,5.5,26.1,2.3,0.0,0.0,0,0.075,0.065,0.147,0.0,0.317,,0.0,0.395
2024-10-04,0.624,0.312,weekday,3.9,28.3,4.1,0.0,0.0,0,0.331,0.111,0.033,0.0,0.201,0.0,0.0,0.354
2024-10-05,0.213,0.789,holiday,4.7,26.7,5.4,0.0,0.0,0,0.538,0.548,0.561,0.368,0.42,0.027,0.236,0.374
2024-10-06,0.184,0.614,holiday,4.8,28.8,4.8,1.8,0.0,0,0.556,0.565,0.56,0.359,0.459,0.0,0.166,0.435
2024-10-07,0.788,0.434,weekday,3.9,27.3,2.1,0.0,0.0,0,0.225,0.044,,0.025,0.491,0.0,0.007,0.412
2024-10-08,0.706,0.438,weekday,4.1,26.5,4.4,5.8,0.0,0,0.009,0.083,0.101,0.0,0.414,0.043,0.029,0.462
2024-10-09,0.637,0.379,weekday,,26.6,3.4,2.9,0.0,0,0.0,0.0,0.06,0.0,0.311,0.035,0.0,0.378
2024-10-10,0.649,0.472,weekday,6.0,28.8,3.9,0.7,0.0,0,0.158,0.0,0.13,0.066,0.423,0.045,0.053,0.374
2024-10-11,0.608,0.442,weekday,4.9,27.7,1.4,1.0,0.0,0,,0.011,0.092,0.0,0.398,0.0,0.003,0.451
2024-10-12,0.111,0.729,holiday,2.6,27.3,4.5,0.0,0.0,0,0.491,0.667,0.543,0.316,0.509,0.054,,0.405
2024-10-13,0.093,0.472,holiday,4.9,27.3,6.4,0.0,0.0,0,0.377,0.649,0.535,0.324,0.441,0.085,0.318,0.324
2024-10-14,0.625,0.504,weekday,5.0,26.7,3.4,0.0,0.0,0,0.0,0.0,0.111,0.029,0.368,0.0,0.0,0.383
2024-10-15,0.719,0.379,weekday,3.0,27.0,4.3,0.0,0.0,0,0.171,0.008,0.052,0.0,0.334,0.0,0.0,0.421
2024-10-16,0.676,0.447,weekday,8.1,27.5,4.0,1.7,0.0,0,0.275,0.039,0.126,0.0,0.38,0.021,0.0,0.42
2024-10-17,0.62,0.555,weekday,5.6,28.3,2.8,1.0,1.0,0,0.308,0.254,0.276,0.05,0.281,0.033,0.0,0.44
2024-10-18,0.652,0.39,weekday,0.6,27.5,0.7,0.2,0.0,0,0.171,0.113,0.113,0.0,0.291,0.0,0.015,0.414
2024-10-19,0.15,0.672,holiday,4.4,28.8,4.5,1.3,0.0,0,0.647,0.697,0.656,0.377,0.437,0.022,0.199,0.375
2024-10-20,0.065,0.685,holiday,5.6,29.1,5.5,1.6,0.0,0,0.568,0.623,0.628,0.332,0.446,0.0,0.107,0.327
2024-10-21,0.65,0.327,weekday,2.2,27.9,3.7,0.1,0.0,0,0.189,0.0,0.072,0.0,0.26,0.0,0.08,0.415
2024-10-22,0.672,0.432,weekday,6.8,27.3,1.6,0.7,0.0,0,0.221,0.03,0.112,0.06,0.301,0.011,0.0,0.412
2024-10-23,0.725,0.507,weekday,2.2,28.2,3.5,0.3,0.0,0,0.079,0.0,0.102,0.046,0.29,0.036,0.014,0.486
2024-10-24,0.657,0.58,weekday,4.1,28.5,4.9,2.7,0.0,0,0.023,0.0,0.093,0.0,0.295,0.011,0.0,0.477
2024-10-25,0.713,0.437,weekday,3.4,28.9,3.1,0.6,0.0,0,0.246,0.037,0.101,0.036,0.273,0.0,0.0,0.402
2024-10-26,0.023,0.646,holiday,2.5,29.7,0.0,1.1,0.0,0,0.622,0.753,0.725,0.259,0.669,0.0,0.258,0.283
2024-10-27,0.094,0.703,holiday,8.0,28.2,6.3,2.1,0.0,0,0.349,0.644,0.565,0.302,0.398,0.0,,0.38
2024-10-28,0.632,0.477,weekday,1.0,27.8,2.6,0.0,1.0,0,0.442,0.315,0.317,,0.341,0.0,0.0,0.406
2024-10-29,0.609,,weekday,5.2,27.8,3.9,0.0,0.0,0,0.158,0.044,0.07,0.0,0.245,0.04,0.0,0.366
2024-10-30,0.651,0.43,weekday,5.4,29.0,3.7,1.5,0.0,0,0.144,0.108,0.077,0.0,0.406,0.0,0.0,0.364
2024-10-31,0.688,0.413,weekday,2.0,29.0,3.1,0.0,0.0,0,0.068,0.0,0.187,0.032,0.369,0.0,0.051,0.368
2024-11-01,0.618,0.36,weekday,1.9,29.5,3.7,0.0,1.0,0,0.48,0.348,,0.0,,0.0,,0.399
2024-11-02,0.108,0.736,holiday,2.3,27.9,4.3,0.0,0.0,0,0.6,0.679,0.616,0.28,0.49,0.0,0.143,0.393
2024-11-03,0.12,0.592,holiday,5.6,30.7,3.4,0.0,0.0,0,0.616,0.621,0.576,0.416,0.695,0.018,0.203,0.342
2024-11-04,,0.507,weekday,5.2,28.5,4.8,0.0,,0,0.0,0.0,0.094,0.013,0.365,0.0,0.086,0.413
2024-11-05,0.719,0.443,weekday,3.0,26.8,5.2,0.0,0.0,0,0.045,0.038,0.124,0.054,0.222,0.045,0.011,0.473
2024-11-06,0.608,0.332,weekday,5.4,28.6,3.1,1.6,0.0,0,0.081,0.009,0.011,0.0,0.336,0.0,0.0,0.303
2024-11-07,0.652,0.656,weekday,4.1,30.1,5.4,1.1,0.0,0,0.26,0.082,0.091,0.0,0.391,0.0,0.102,0.44
2024-11-08,0.646,0.387,weekday,2.1,28.7,5.0,0.0,0.0,0,0.0,0.095,0.052,0.041,0.406,0.0,0.0,0.37
2024-11-09,0.041,0.645,holiday,6.2,28.7,4.1,0.0,0.0,0,0.535,0.593,,0.347,0.613,0.0,0.179,0.309
2024-11-10,0.137,0.471,holiday,2.3,29.1,4.7,0.0,0.0,0,0.459,0.621,0.574,0.362,0.597,0.044,0.21,0.355
2024-11-11,0.699,0.485,weekday,3.3,29.0,5.0,0.3,0.0,0,0.258,0.021,0.133,0.0,0.32,0.016,0.003,0.443
2024-11-12,0.682,0.452,weekday,5.9,28.4,4.7,0.0,0.0,0,0.046,0.0,0.183,0.036,0.424,0.0,0.059,0.417
2024-11-13,0.703,0.264,weekday,2.8,27.8,3.2,0.0,0.0,0,0.0,0.015,0.062,0.0,0.285,0.0,0.0,0.41
2024-11-14,0.563,0.36,weekday,2.5,28.1,3.5,0.0,0.0,0,0.336,,0.12,0.0,0.359,0.0,0.0,0.291
2024-11-15,0.593,0.567,weekday,2.3,28.1,2.4,0.0,0.0,0,0.273,0.04,0.117,0.0,0.289,,0.016,0.398
2024-11-16,0.132,0.727,holiday,1.8,28.5,4.2,0.2,0.0,0,0.546,0.556,0.583,0.304,0.493,0.003,0.12,0.374
2024-11-17,0.138,0.655,holiday,2.5,29.1,5.4,0.7,0.0,0,0.553,0.567,0.628,0.411,0.621,0.119,0.264,0.376
2024-11-18,0.668,0.409,weekday,1.3,30.8,4.1,2.0,0.0,0,0.204,0.167,0.172,0.017,0.459,0.046,0.0,0.386
2024-11-19,0.553,0.5,weekday,8.5,27.6,4.9,0.0,0.0,0,0.141,0.08,0.121,0.0,0.194,0.0,0.0,0.371
2024-11-20,0.688,0.462,weekday,2.0,28.4,3.6,1.6,0.0,0,0.11,0.0,0.083,0.0,,0.0,0.036,0.454
2024-11-21,0.648,0.353,weekday,2.6,29.0,4.0,0.0,0.0,0,0.079,0.129,0.078,0.061,0.247,0.0,0.002,0.346
2024-11-22,0.636,0.401,weekday,4.9,28.0,3.4,1.8,1.0,0,0.315,0.284,0.281,0.0,0.299,0.036,0.059,0.412
2024-11-23,0.103,0.732,holiday,6.1,27.7,4.1,2.3,0.0,0,0.533,0.606,0.605,0.328,0.47,0.024,0.153,0.325
2024-11-24,0.137,0.625,holiday,3.7,29.0,3.2,0.0,0.0,0,,0.635,0.644,0.364,0.508,0.08,0.279,0.362
2024-11-25,0.643,0.402,weekday,5.2,28.7,2.7,0.0,0.0,0,0.247,0.0,0.178,0.0,0.342,0.0,0.0,0.39
2024-11-26,0.691,0.421,weekday,4.1,27.2,7.7,2.1,0.0,0,0.083,0.0,0.118,0.018,0.221,0.001,0.034,0.377
2024-11-27,0.678,0.314,weekday,3.4,26.2,3.8,0.0,0.0,0,0.0,0.0,0.142,0.0,,0.0,0.0,0.365
2024-11-28,0.598,0.331,weekday,4.1,29.0,4.1,0.3,0.0,0,0.309,0.06,0.103,0.01,0.36,0.006,0.0,0.385
2024-11-29,0.665,0.353,weekday,1.7,27.4,6.9,0.0,0.0,0,0.023,0.131,0.071,0.0,0.309,,0.114,0.364
2024-11-30,0.089,0.64,holiday,1.2,27.1,2.5,0.0,0.0,0,0.474,0.597,0.576,0.35,0.623,0.003,0.167,0.307
2024-12-01,0.205,0.608,holiday,2.7,26.7,3.4,5.0,0.0,0,0.539,0.698,0.683,,0.509,0.087,0.256,0.432
2024-12-02,,0.661,holiday,3.4,27.3,3.5,2.3,0.0,0,0.281,0.293,0.422,0.177,0.459,0.029,0.04,0.321
2024-12-03,,0.413,holiday,,27.3,5.4,0.0,1.0,0,0.547,0.513,0.507,0.189,0.324,0.0,0.169,0.322
2024-12-04,0.091,0.584,holiday,2.4,28.2,2.7,0.3,0.0,0,0.337,0.293,0.338,0.147,0.577,0.005,0.164,0.356
2024-12-05,0.133,0.445,holiday,6.8,25.9,2.1,2.3,0.0,0,0.224,0.268,0.414,0.199,0.333,0.049,0.072,0.335
2024-12-06,,0.561,holiday,0.6,26.4,3.4,3.1,0.0,0,0.369,0.22,0.321,0.15,0.53,0.0,0.141,0.332
2024-12-07,0.051,0.547,holiday,2.5,27.0,3.4,1.6,0.0,0,0.514,0.66,0.51,0.399,0.437,0.0,0.171,0.322
2024-12-08,0.082,0.781,holiday,2.8,27.2,6.9,2.9,0.0,0,0.682,0.69,0.586,0.345,0.471,0.068,0.282,0.398
2024-12-09,0.066,0.442,holiday,5.4,26.3,3.1,0.1,0.0,0,0.26,,0.363,0.168,0.325,0.034,0.079,0.283
2024-12-10,0.004,0.518,holiday,3.6,27.3,4.9,0.0,1.0,0,0.565,0.583,0.651,0.186,0.484,0.0,0.056,0.305
2024-12-11,0.043,0.515,holiday,4.7,24.8,2.3,3.4,0.0,0,0.297,0.431,0.373,0.234,0.306,0.093,0.249,0.273
2024-12-12,0.093,0.553,holiday,10.0,25.3,3.8,4.9,0.0,0,0.331,0.317,0.343,0.223,0.339,0.0,0.007,0.282
2024-12-13,0.06,0.541,holiday,3.0,25.8,3.0,4.1,0.0,1,0.374,0.373,0.364,0.153,0.325,0.0,0.035,0.357
2024-12-14,0.125,0.857,holiday,3.0,27.4,3.4,0.4,0.0,0,,0.515,0.654,0.315,0.462,0.046,0.292,0.378
2024-12-15,0.12,0.831,holiday,0.6,26.9,4.0,2.6,0.0,0,0.478,0.64,0.639,0.362,0.436,0.0,0.143,0.373
2024-12-16,,,holiday,3.2,25.7,6.0,2.3,0.0,0,0.359,0.307,0.287,0.156,0.357,0.0,,0.367
2024-12-17,,0.571,holiday,7.0,25.9,4.3,2.3,0.0,0,0.302,0.341,0.367,0.161,0.36,0.0,0.151,0.289
2024-12-18,0.15,0.582,holiday,2.7,25.8,3.1,2.5,0.0,0,0.445,0.298,0.27,0.266,0.317,0.037,0.054,0.386
2024-12-19,0.053,0.392,holiday,2.6,26.0,4.6,1.6,0.0,0,0.244,0.401,0.302,0.19,0.247,0.0,0.162,0.236
2024-12-20,0.109,0.631,holiday,3.8,23.9,4.4,2.7,0.0,0,0.164,0.191,0.299,0.053,0.456,0.106,0.091,0.344
2024-12-21,0.089,0.632,holiday,1.4,24.5,4.9,0.0,0.0,0,0.372,0.578,0.584,0.407,,0.008,0.23,0.334
2024-12-22,0.16,,holiday,2.2,24.8,5.7,3.8,0.0,0,0.637,0.702,0.611,0.455,0.398,0.044,0.199,0.421
2024-12-23,0.004,0.554,holiday,1.1,23.9,4.8,3.6,0.0,0,0.218,0.219,0.405,0.197,0.235,0.057,0.161,0.305
2024-12-24,0.142,0.535,holiday,0.9,24.9,3.1,2.7,0.0,0,0.298,0.291,,0.19,0.324,0.058,0.126,0.381
2024-12-25,0.074,,holiday,6.3,24.9,4.4,2.8,0.0,0,0.362,0.37,0.404,0.152,0.382,0.034,0.174,0.303
2024-12-26,0.141,0.666,holiday,2.3,22.8,2.7,2.9,0.0,0,0.331,0.329,0.283,0.085,0.26,0.114,0.244,0.388
2024-12-27,0.122,0.564,holiday,3.4,23.3,4.8,5.6,1.0,0,,0.487,0.527,0.281,0.195,0.078,0.148,0.443
2024-12-28,0.108,0.669,holiday,1.1,23.8,5.0,6.4,0.0,0,0.537,0.571,0.628,0.392,0.282,0.05,0.284,0.346
2024-12-29,0.098,0.798,holiday,6.7,24.3,2.1,4.9,,0,,0.841,0.748,0.283,0.41,0.03,0.146,0.509
2024-12-30,0.087,0.479,holiday,2.3,22.7,4.1,0.4,0.0,0,0.246,,0.323,0.14,0.138,0.096,0.195,0.295
2024-12-31,0.099,0.6,holiday,4.1,23.6,6.5,0.0,0.0,0,0.34,0.322,0.416,0.122,0.156,0.046,0.1,0.347
2025-01-01,0.125,0.612,holiday,1.5,23.2,0.5,2.9,0.0,0,0.307,0.273,0.286,0.228,0.386,0.073,0.088,0.393
2025-01-02,0.191,0.684,holiday,3.2,25.3,2.0,0.6,0.0,0,0.124,0.254,0.232,0.126,0.328,0.0,0.0,0.378
2025-01-03,0.107,0.571,holiday,,22.3,3.8,6.7,0.0,0,0.187,0.376,0.459,0.2,0.254,0.16,0.154,0.329
2025-01-04,0.238,0.833,holiday,4.0,24.7,3.4,3.7,0.0,0,0.539,0.656,0.562,0.322,0.398,0.015,0.194,0.433
2025-01-05,0.181,0.714,holiday,3.9,22.4,2.7,1.1,0.0,0,0.58,0.661,,0.329,0.346,0.026,0.221,0.418
2025-01-06,0.144,0.45,holiday,,22.2,3.8,4.7,0.0,0,,0.199,0.343,0.173,0.146,0.085,0.131,0.371
2025-01-07,0.0,0.441,holiday,0.7,22.8,4.5,4.5,0.0,0,0.168,0.271,0.401,0.198,0.291,,0.191,0.244
2025-01-08,0.093,0.476,holiday,4.8,22.3,2.6,4.5,0.0,0,0.296,0.426,0.304,0.133,0.212,0.047,0.161,0.268
2025-01-09,0.0,0.454,holiday,7.9,22.3,4.1,0.0,0.0,0,0.323,0.286,0.247,0.186,0.134,0.022,0.044,0.244
2025-01-10,0.128,0.602,holiday,5.1,20.8,5.0,0.9,0.0,0,0.284,0.225,0.397,0.186,0.117,,0.103,0.334
2025-01-11,0.086,0.669,holiday,3.2,20.9,6.3,0.7,0.0,0,0.33,0.627,0.585,0.387,0.257,0.126,0.267,0.338
2025-01-12,0.142,0.589,holiday,3.7,22.9,3.7,2.3,0.0,0,0.452,0.521,0.525,0.297,,0.197,0.312,0.336
2025-01-13,0.088,0.426,holiday,2.7,20.8,4.8,3.6,0.0,0,0.226,0.261,0.261,0.171,,0.033,0.075,0.287
2025-01-14,0.16,0.601,holiday,0.8,21.3,1.5,3.9,0.0,0,0.355,0.285,0.349,0.076,0.318,0.063,0.154,0.326
2025-01-15,0.067,0.506,holiday,3.7,20.7,4.1,6.1,0.0,0,0.297,0.388,0.209,0.132,0.315,0.191,0.21,0.3
2025-01-16,0.16,0.656,holiday,1.1,21.5,3.2,2.4,0.0,0,0.32,0.281,0.357,0.154,0.228,0.088,0.203,0.354
2025-01-17,0.182,0.414,holiday,3.1,21.9,5.6,2.4,0.0,0,0.103,0.265,0.334,0.186,0.26,0.06,0.134,0.327
2025-01-18,0.177,0.799,holiday,1.1,20.7,2.5,5.2,0.0,0,0.491,0.673,0.593,0.316,0.237,0.219,0.232,0.408
2025-01-19,0.157,0.611,holiday,2.1,19.6,2.8,1.2,,0,0.543,0.583,0.601,0.401,0.222,0.112,0.244,0.307
2025-01-20,0.085,0.681,holiday,2.6,20.6,6.1,3.2,1.0,0,0.415,0.525,0.494,0.172,,0.071,0.102,0.403
2025-01-21,0.192,0.601,holiday,4.2,20.5,2.5,5.8,,0,0.315,0.349,0.367,0.209,,0.172,0.236,0.412
2025-01-22,0.123,0.74,holiday,1.5,20.7,3.6,1.3,0.0,0,0.328,0.259,0.263,0.248,0.289,,0.159,0.376
2025-01-23,0.041,0.527,holiday,2.1,19.8,4.0,4.3,0.0,0,0.379,0.327,0.379,0.207,0.043,0.166,0.098,0.326
2025-01-24,0.119,0.661,holiday,,17.8,0.8,1.1,1.0,0,0.591,0.551,0.501,0.12,0.192,0.176,0.157,0.41
2025-01-25,0.082,0.811,holiday,0.9,18.7,5.7,3.9,0.0,0,0.309,0.571,0.665,0.355,0.2,0.264,0.281,0.369
2025-01-26,,0.73,holiday,10.2,18.9,3.0,0.6,0.0,0,0.504,,0.619,0.26,0.173,0.113,0.213,0.386
2025-01-27,0.099,0.513,holiday,5.1,17.5,6.6,3.9,0.0,0,0.271,0.29,0.353,0.184,0.149,0.171,0.198,0.342
2025-01-28,0.105,0.348,holiday,2.6,18.3,4.5,3.2,0.0,0,0.237,0.283,0.315,0.219,0.077,0.172,0.252,0.241
2025-01-29,0.119,0.457,holiday,2.1,16.9,4.8,5.5,0.0,0,0.195,0.281,0.28,0.24,0.103,0.335,0.372,0.296
2025-01-30,0.073,0.597,holiday,0.7,18.5,2.8,7.0,0.0,0,0.123,0.293,0.37,0.11,0.163,0.243,0.261,0.304
2025-01-31,0.012,0.497,holiday,3.6,17.7,3.1,5.7,0.0,0,0.234,0.294,0.217,0.146,0.135,0.167,0.223,0.278
2025-02-01,0.145,,holiday,0.5,17.1,5.1,4.5,0.0,0,0.44,0.602,0.54,0.381,0.173,0.256,0.363,0.364
2025-02-02,0.06,0.566,holiday,3.1,16.6,7.4,4.0,,0,0.377,0.496,0.524,0.395,0.001,0.186,0.332,0.289
2025-02-03,0.665,0.458,weekday,6.3,17.5,4.8,5.5,0.0,0,0.11,0.058,0.088,0.086,0.0,0.277,0.181,0.38
2025-02-04,0.677,0.319,weekday,5.7,16.1,5.9,6.1,0.0,0,0.0,0.036,0.096,0.0,0.0,0.25,0.114,0.36
2025-02-05,0.706,0.384,weekday,2.9,16.5,4.0,2.8,0.0,0,0.0,0.0,0.08,0.057,0.035,0.259,0.1,0.41
2025-02-06,0.723,0.413,weekday,,16.1,5.9,4.4,0.0,0,0.0,0.0,0.043,0.0,0.0,0.262,0.129,0.389
2025-02-07,0.655,0.304,weekday,7.2,15.6,3.7,5.5,0.0,0,0.001,0.0,0.043,0.036,0.0,,0.131,0.389
2025-02-08,0.047,0.548,holiday,1.0,16.4,5.8,3.4,0.0,0,0.446,0.66,0.547,0.425,0.11,0.191,0.263,0.351
2025-02-09,0.143,0.696,holiday,2.4,14.2,2.5,5.2,0.0,0,0.418,0.579,0.559,0.421,0.18,0.302,0.343,0.349
2025-02-10,0.713,0.372,weekday,4.0,16.2,2.1,3.0,0.0,0,0.126,0.078,0.003,0.076,0.0,0.315,0.225,0.39
2025-02-11,0.63,0.399,weekday,2.9,14.1,3.7,4.2,0.0,0,0.18,0.0,0.008,0.029,0.018,,0.128,0.34
2025-02-12,0.662,,weekday,4.6,13.7,1.6,5.6,0.0,0,0.001,0.0,0.043,0.068,0.0,0.359,0.135,0.378
2025-02-13,0.677,0.521,weekday,3.8,15.9,5.6,5.2,0.0,0,0.0,0.03,0.065,0.026,0.0,0.303,0.282,0.437
2025-02-14,0.684,0.48,weekday,2.4,13.5,6.0,4.5,0.0,0,0.0,0.036,0.0,,0.0,0.249,0.05,0.396
2025-02-15,0.019,0.533,holiday,5.0,14.8,6.0,6.1,0.0,0,0.359,0.553,0.506,0.431,0.0,0.37,0.5,0.258
2025-02-16,0.051,0.613,holiday,2.4,14.1,3.3,6.6,0.0,0,,0.561,0.515,0.482,0.165,0.321,0.328,0.305
2025-02-17,0.717,0.353,weekday,2.8,12.3,5.5,5.9,0.0,0,0.068,0.043,0.046,0.105,0.0,0.413,0.136,0.39
2025-02-18,0.63,0.379,weekday,0.8,13.8,5.4,2.7,0.0,0,0.0,0.002,0.043,0.061,0.0,0.312,0.195,0.36
2025-02-19,0.674,0.42,weekday,,14.1,4.3,2.0,0.0,0,0.0,0.0,0.029,0.017,0.0,0.265,0.247,0.429
2025-02-20,0.765,0.382,weekday,3.4,12.9,4.1,4.1,0.0,0,0.0,0.0,0.036,0.092,0.0,0.389,0.248,0.42
2025-02-21,0.603,0.381,weekday,5.2,13.4,3.8,4.1,0.0,0,0.0,0.0,0.02,0.075,0.0,0.361,0.226,0.34
2025-02-22,0.121,0.641,holiday,1.0,12.6,2.7,7.4,0.0,0,0.49,0.565,0.466,0.351,0.237,0.413,0.441,0.343
2025-02-23,0.06,0.688,holiday,8.3,13.3,4.9,7.5,1.0,0,0.573,0.846,0.737,0.383,0.007,0.331,0.417,0.406
2025-02-24,,0.37,weekday,1.7,12.0,3.8,8.0,0.0,0,0.096,,0.0,0.013,0.0,0.401,0.181,0.418
2025-02-25,0.596,0.465,weekday,1.3,13.9,2.6,3.0,0.0,0,0.021,0.011,0.027,0.12,0.0,,0.185,0.398
2025-02-26,0.656,0.61,weekday,4.4,11.5,3.9,3.0,0.0,0,0.116,0.019,0.061,0.109,0.0,0.388,0.18,0.44
2025-02-27,0.744,0.44,weekday,4.5,12.0,7.6,4.8,0.0,0,0.056,0.054,0.049,0.062,0.0,0.431,0.167,0.402
2025-02-28,0.71,0.368,weekday,0.9,10.9,3.9,3.8,0.0,0,0.066,0.0,0.022,0.127,0.0,0.341,0.141,0.369
2025-03-01,0.05,0.65,holiday,1.5,10.8,5.4,4.4,0.0,0,0.369,0.592,0.509,0.34,0.211,0.445,0.385,0.28
2025-03-02,0.049,0.63,holiday,4.4,12.6,4.9,6.0,0.0,0,0.474,0.602,0.688,0.337,0.032,0.33,0.363,0.337
2025-03-03,,0.371,weekday,2.5,10.8,4.9,5.3,0.0,0,0.0,0.053,0.04,0.049,0.0,0.523,0.364,0.333
2025-03-04,0.779,0.449,weekday,1.8,11.3,2.2,4.6,0.0,0,0.0,0.033,0.027,0.065,0.0,0.392,0.203,0.46
2025-03-05,,0.433,weekday,2.4,9.9,5.3,1.9,0.0,0,0.0,0.045,0.019,0.117,0.0,0.467,0.242,0.414
2025-03-06,0.658,0.62,weekday,6.9,10.5,5.0,3.1,0.0,0,0.0,0.053,0.0,,0.0,0.373,,0.427
2025-03-07,0.573,0.386,weekday,7.3,11.1,4.5,1.6,0.0,0,0.026,0.0,,0.105,0.0,0.372,0.146,0.292
2025-03-08,0.158,0.766,holiday,5.0,11.1,3.2,6.0,0.0,0,0.387,0.588,0.47,0.401,0.069,0.441,0.486,0.415
2025-03-09,0.027,0.533,holiday,5.8,10.7,5.6,4.0,0.0,0,0.38,0.499,0.563,0.541,0.059,0.454,0.437,0.291
2025-03-10,0.654,0.446,weekday,4.5,11.9,5.2,5.4,0.0,0,0.037,0.0,0.003,0.02,0.0,,0.216,0.348
2025-03-11,0.657,0.504,weekday,3.1,10.3,3.6,7.2,0.0,0,0.027,0.005,0.0,0.051,0.0,0.433,0.22,0.401
2025-03-12,0.619,0.453,weekday,8.1,10.1,4.7,4.0,0.0,0,0.081,0.0,0.0,0.138,0.0,0.351,0.238,0.353
2025-03-13,0.677,0.378,weekday,7.0,8.7,5.0,3.1,0.0,0,0.0,0.0,0.019,0.024,0.0,0.509,0.281,0.415
2025-03-14,0.702,0.496,weekday,3.1,9.2,2.2,2.5,0.0,0,0.03,0.084,0.0,0.109,0.004,0.45,0.172,0.37
2025-03-15,0.094,0.645,holiday,2.7,9.9,3.3,9.1,0.0,0,0.214,0.523,0.515,0.42,0.148,0.457,0.378,0.387
2025-03-16,0.038,0.666,holiday,2.8,9.4,2.0,5.9,0.0,0,0.351,,0.534,0.453,0.13,0.45,0.416,0.361
2025-03-17,0.753,0.441,weekday,3.5,8.3,2.8,2.9,0.0,0,0.0,0.0,0.082,0.018,0.0,0.43,0.243,0.428
2025-03-18,0.563,0.37,weekday,3.6,8.6,4.2,5.5,0.0,0,0.028,0.094,0.0,0.04,0.0,0.46,0.216,0.421
2025-03-19,0.669,0.451,weekday,7.5,8.1,4.4,4.5,0.0,0,0.066,0.02,0.0,0.044,0.0,0.464,0.295,0.396
2025-03-20,0.678,0.446,weekday,2.5,8.7,3.4,6.3,0.0,0,0.0,0.035,0.001,0.049,0.011,0.507,0.24,0.38
2025-03-21,0.64,0.255,weekday,4.7,8.5,5.0,2.5,0.0,0,0.034,0.0,0.018,0.161,0.0,0.519,0.221,0.333
2025-03-22,,0.713,holiday,7.5,7.0,4.8,10.1,0.0,0,0.419,0.552,0.488,0.417,0.052,0.544,,0.359
2025-03-23,0.055,0.629,holiday,6.9,8.1,4.4,3.0,0.0,0,0.353,0.603,0.493,0.509,0.088,0.424,0.373,0.258
2025-03-24,0.699,0.462,weekday,2.3,8.6,4.5,7.7,0.0,0,0.0,0.062,0.0,0.086,0.01,0.496,0.263,0.438
2025-03-25,0.633,0.342,weekday,4.4,8.3,4.4,6.3,0.0,0,0.0,,0.101,,0.0,0.456,0.091,0.4
2025-03-26,0.775,0.522,weekday,2.6,7.0,4.9,5.3,0.0,0,0.049,0.001,0.0,0.098,0.0,0.529,,0.43
2025-03-27,0.596,0.424,weekday,0.5,7.0,5.8,5.2,1.0,0,0.188,0.253,0.184,0.105,0.0,0.462,0.206,0.433
2025-03-28,0.667,0.446,weekday,0.8,6.3,2.8,7.6,0.0,0,0.0,0.0,0.0,0.075,0.0,0.574,0.346,0.397
2025-03-29,0.052,0.627,holiday,3.1,7.8,2.1,7.1,0.0,0,0.387,0.58,0.517,0.442,0.177,0.492,0.475,0.319
2025-03-30,0.182,0.67,holiday,4.4,5.3,3.7,6.4,0.0,0,0.381,0.626,0.578,0.439,0.152,0.533,0.419,0.396
2025-03-31,0.73,0.419,weekday,1.2,8.1,3.9,3.2,0.0,0,0.0,0.0,0.045,0.068,0.0,0.468,0.246,0.421
2025-04-01,,0.519,weekday,3.2,5.9,4.2,0.0,0.0,0,0.0,0.0,0.0,0.15,0.0,0.497,0.307,0.448
2025-04-02,0.709,,weekday,5.4,6.3,5.7,0.3,,0,0.0,0.023,0.067,0.118,0.0,0.448,0.302,0.421
2025-04-03,0.664,0.354,weekday,0.7,6.3,3.5,2.1,0.0,0,0.0,0.0,0.054,0.087,0.051,0.625,0.351,0.348
2025-04-04,0.631,0.425,weekday,4.8,6.8,1.6,1.4,0.0,0,0.0,0.018,0.0,0.064,0.0,0.426,0.164,0.413
2025-04-05,0.153,0.864,holiday,3.1,6.2,3.6,0.0,0.0,0,0.383,0.628,0.518,0.441,0.055,0.381,0.3,0.462
2025-04-06,0.163,0.693,holiday,2.4,6.9,5.5,0.5,0.0,0,0.364,0.59,0.457,0.537,0.047,0.403,0.374,0.344
2025-04-07,0.636,0.383,weekday,0.5,6.6,3.8,0.0,0.0,0,0.0,0.0,0.0,0.145,0.007,0.526,0.279,0.359
2025-04-08,,0.39,weekday,5.1,6.0,1.9,0.0,0.0,0,0.0,0.0,0.028,0.081,0.115,0.418,0.231,0.389
2025-04-09,0.617,0.376,weekday,5.1,7.5,5.0,1.0,0.0,0,0.072,0.049,0.001,0.138,0.0,0.414,0.306,0.368
2025-04-10,0.634,0.408,weekday,9.5,4.6,4.7,0.0,0.0,0,0.0,0.019,0.0,0.106,0.0,0.544,0.151,0.447
2025-04-11,0.653,0.376,weekday,1.6,5.2,5.0,2.6,0.0,0,0.0,0.03,0.039,0.091,0.0,0.613,0.335,0.382
2025-04-12,0.0,0.666,holiday,1.3,4.6,3.6,0.0,0.0,0,0.437,0.564,0.476,0.554,0.211,0.554,0.5,0.341
