date,snowfall_cm,snow_quality_index,wind_speed_mps,rail_ridership,holiday,temperature_c,rainfall_mm,event_local_flag,typhoon_alert_flag,mobility_inflow_index,tourist_inflow_count,lodging_occupancy_ratio,temple_shrine_visits,onsen_visitors_count,y
2024-12-02,5.6,0.054,4.3,0.118,holiday,26.9,0.0,0.0,0,0.493,0.321,0.316,0.346,0.23,0
2024-12-03,6.6,0.057,4.5,0.064,holiday,27.8,0.0,0.0,0,0.666,0.353,0.264,0.376,0.203,0
2024-12-04,9.6,0.042,5.5,0.076,holiday,26.2,,0.0,0,0.704,0.272,0.342,0.328,0.213,1
2024-12-05,4.7,,4.1,0.075,holiday,27.4,0.0,0.0,0,0.51,0.192,0.217,0.345,0.178,0
2024-12-06,5.8,0.136,2.3,0.12,holiday,25.8,0.0,0.0,0,0.493,0.337,0.192,0.355,0.243,0
2024-12-07,4.4,0.077,4.3,0.137,holiday,27.0,2.1,0.0,0,0.671,0.565,0.644,0.559,0.388,0
2024-12-08,8.1,0.198,3.3,0.151,holiday,26.3,0.0,0.0,0,0.778,0.582,,0.633,0.362,0
2024-12-09,8.2,0.101,5.7,0.064,holiday,26.8,0.4,0.0,0,0.534,0.368,0.225,0.311,0.207,1
2024-12-10,7.8,0.075,3.6,0.061,holiday,26.1,0.0,0.0,0,0.461,0.396,,0.346,0.117,0
2024-12-11,6.6,0.008,4.9,0.046,holiday,26.8,0.0,0.0,0,0.529,0.322,0.276,0.298,0.106,0
2024-12-12,9.4,0.143,4.2,0.057,holiday,25.2,0.0,0.0,0,0.582,0.342,0.319,0.369,0.188,0
2024-12-13,10.0,0.202,4.8,0.126,holiday,24.9,0.0,0.0,0,0.687,0.347,0.304,0.377,0.118,1
2024-12-14,9.0,0.064,3.2,0.049,holiday,25.7,0.0,0.0,0,0.553,0.525,0.592,0.618,0.385,0
2024-12-15,10.0,0.034,4.1,0.064,holiday,25.8,,0.0,0,0.721,0.626,0.76,0.57,0.337,1
2024-12-16,12.1,0.104,2.8,0.071,holiday,26.0,0.0,0.0,0,0.63,0.214,0.238,0.393,,0
2024-12-17,12.7,0.173,5.5,0.076,holiday,24.3,0.0,0.0,0,0.505,0.278,0.305,0.416,0.105,1
2024-12-18,6.7,,4.6,0.151,holiday,26.1,0.0,0.0,0,0.664,,0.376,0.331,0.187,1
2024-12-19,11.2,0.135,3.2,0.181,holiday,25.7,0.0,0.0,0,0.607,0.426,0.325,0.253,0.152,0
2024-12-20,13.0,0.074,4.6,0.073,holiday,24.0,0.0,0.0,0,0.468,0.275,0.284,0.368,0.274,1
2024-12-21,9.3,0.002,2.1,0.04,holiday,24.4,0.0,0.0,0,0.663,0.52,0.607,0.504,0.338,0
2024-12-22,7.1,0.147,5.3,0.115,holiday,24.9,0.0,0.0,0,0.641,0.481,0.654,0.644,0.336,0
2024-12-23,14.4,0.114,2.7,0.063,holiday,24.3,0.0,0.0,0,0.542,0.401,0.359,0.329,0.188,1
2024-12-24,12.1,0.098,5.0,0.146,holiday,24.5,0.0,0.0,0,0.566,0.206,0.269,0.382,0.193,0
2024-12-25,13.4,0.164,3.8,0.088,holiday,25.0,0.0,0.0,0,0.606,0.206,,0.329,0.197,1
2024-12-26,12.9,0.12,5.7,0.067,holiday,23.7,0.0,0.0,0,0.533,0.283,0.29,0.307,0.199,1
2024-12-27,12.6,0.179,5.9,0.067,holiday,23.8,0.0,0.0,0,0.556,0.408,0.281,0.331,0.159,1
2024-12-28,11.3,0.08,3.0,0.0,holiday,24.8,0.0,0.0,0,0.485,0.542,0.641,0.525,0.265,1
2024-12-29,14.1,0.267,5.7,0.243,holiday,22.9,0.0,0.0,0,0.549,0.493,0.666,0.505,0.421,1
2024-12-30,15.2,0.196,2.8,0.149,holiday,23.4,,1.0,0,0.591,0.399,0.583,0.59,0.196,1
2024-12-31,11.0,0.153,2.4,0.077,holiday,23.3,0.0,0.0,0,0.627,0.326,0.445,0.259,0.183,0
2025-01-01,11.9,0.144,6.8,0.141,holiday,24.1,0.0,0.0,0,,0.353,0.299,0.349,0.149,1
2025-01-02,13.7,0.17,3.2,0.103,holiday,22.6,0.0,0.0,0,0.582,0.302,0.389,0.398,0.232,1
2025-01-03,22.1,0.248,2.5,0.04,holiday,21.4,0.0,0.0,0,0.651,0.274,,0.341,0.13,1
2025-01-04,16.0,0.185,1.9,0.107,holiday,22.6,0.0,0.0,1,0.628,0.434,0.582,0.636,0.323,1
2025-01-05,17.6,0.258,4.6,0.101,holiday,22.0,0.3,0.0,0,0.7,0.318,0.51,0.586,0.422,1
2025-01-06,13.5,0.195,4.0,0.127,holiday,22.8,0.0,0.0,0,0.448,0.46,0.273,0.356,0.266,1
2025-01-07,17.5,0.359,1.5,0.116,holiday,20.5,0.0,0.0,0,0.665,0.261,0.318,0.41,,1
2025-01-08,18.8,0.218,2.9,0.071,holiday,21.5,0.0,0.0,0,0.514,0.238,0.315,0.361,0.181,1
2025-01-09,16.5,0.241,4.0,0.054,holiday,21.8,0.0,0.0,0,0.489,,0.344,0.338,0.16,0
2025-01-10,13.0,0.114,3.0,0.017,holiday,22.5,0.0,1.0,0,0.619,0.577,0.609,0.474,0.214,1
2025-01-11,18.7,0.299,2.6,0.134,holiday,21.0,0.0,0.0,0,0.637,0.52,0.549,0.57,0.384,1
2025-01-12,16.7,0.166,3.2,0.188,holiday,20.9,0.0,1.0,0,0.693,0.732,0.85,0.818,0.415,1
2025-01-13,19.9,0.295,2.8,0.004,holiday,21.0,0.0,0.0,0,0.397,0.178,0.274,,0.159,1
2025-01-14,18.1,0.31,5.2,0.047,holiday,20.8,0.0,1.0,0,0.387,0.524,0.663,0.495,0.259,1
2025-01-15,20.6,0.346,4.0,0.108,holiday,20.0,0.0,0.0,0,0.563,0.239,0.297,0.314,0.173,1
2025-01-16,19.1,0.332,2.7,0.062,holiday,18.8,0.0,0.0,0,0.406,0.152,0.278,,0.274,1
2025-01-17,22.0,0.34,5.4,0.0,holiday,19.3,0.0,0.0,0,0.574,0.354,0.272,0.258,0.222,1
2025-01-18,23.9,0.283,3.0,,holiday,18.4,0.0,0.0,0,0.642,0.594,0.54,0.596,0.366,1
2025-01-19,20.3,0.313,4.2,0.102,holiday,19.3,0.0,0.0,0,0.72,0.409,0.567,0.551,0.346,1
2025-01-20,20.1,,7.4,0.06,holiday,19.0,0.0,0.0,0,0.499,0.158,0.303,0.31,0.192,1
2025-01-21,19.8,0.245,4.2,0.051,holiday,20.1,0.0,0.0,0,0.537,0.349,0.252,0.324,0.164,1
2025-01-22,21.3,0.412,1.9,0.068,holiday,18.3,0.0,0.0,0,0.64,0.253,0.344,0.297,0.272,1
2025-01-23,19.6,0.288,4.7,0.0,holiday,19.2,0.0,0.0,0,0.497,0.33,0.292,0.307,0.214,1
2025-01-24,24.7,0.47,3.6,0.037,,17.6,0.0,1.0,0,0.632,0.438,0.551,0.339,0.216,1
2025-01-25,22.9,0.467,3.0,0.125,holiday,17.8,0.0,0.0,0,0.732,0.549,0.651,0.672,0.322,1
2025-01-26,25.7,0.487,5.1,0.209,holiday,16.6,0.1,0.0,0,0.679,0.455,0.611,0.587,0.419,1
2025-01-27,19.4,,3.3,0.11,,20.5,0.0,0.0,0,0.542,0.338,,0.238,0.235,1
2025-01-28,20.1,0.326,1.8,0.082,holiday,19.6,0.0,0.0,0,0.438,0.242,0.175,0.337,0.173,1
2025-01-29,23.5,0.442,3.4,0.115,holiday,18.2,3.3,0.0,0,0.647,,0.352,0.372,0.218,1
2025-01-30,22.3,0.402,4.1,0.058,holiday,17.6,0.0,0.0,0,0.593,0.278,0.399,0.368,0.146,1
2025-01-31,29.9,0.458,0.2,0.082,holiday,17.0,0.0,0.0,0,0.661,0.255,0.289,0.353,0.147,1
2025-02-01,26.2,0.599,5.2,0.047,holiday,16.1,0.0,0.0,0,0.59,0.559,0.596,,0.399,1
2025-02-02,31.4,0.468,3.0,0.141,holiday,17.4,,0.0,0,0.74,0.607,0.507,0.588,0.35,1
2025-02-03,27.5,0.411,4.7,,weekday,17.0,0.0,,0,,0.037,0.088,0.04,0.0,1
2025-02-04,27.3,0.554,5.7,0.678,weekday,16.0,0.0,0.0,0,0.459,0.091,0.0,,0.098,1
2025-02-05,28.3,,4.3,0.615,weekday,15.4,0.0,0.0,0,0.359,0.141,0.015,0.072,0.066,1
2025-02-06,28.2,0.528,1.8,0.765,weekday,15.9,0.0,0.0,0,0.433,0.102,0.017,0.007,0.0,1
2025-02-07,28.5,0.46,4.9,0.574,weekday,15.7,0.0,0.0,0,0.281,,0.025,0.0,0.053,1
2025-02-08,32.4,0.552,5.3,0.094,holiday,15.0,0.0,0.0,0,0.633,0.61,0.588,0.468,0.385,1
2025-02-09,29.1,,3.2,0.104,holiday,14.3,0.0,,0,0.591,0.42,0.58,0.549,0.322,1
2025-02-10,24.2,0.531,5.9,0.71,weekday,15.3,0.0,0.0,0,,0.167,0.06,0.032,,1
2025-02-11,34.2,0.721,2.4,,weekday,13.2,0.0,0.0,0,0.489,0.157,0.1,,0.101,1
2025-02-12,34.6,0.598,4.0,0.686,weekday,13.1,1.1,0.0,0,0.376,0.019,0.0,0.131,0.062,1
2025-02-13,35.0,0.657,5.9,0.654,weekday,12.8,0.0,0.0,1,0.486,0.064,0.003,0.016,0.003,1
2025-02-14,32.5,0.632,6.3,0.658,weekday,13.2,1.8,0.0,0,0.41,0.082,0.0,0.078,0.106,1
2025-02-15,33.4,0.577,5.2,0.046,holiday,13.9,0.0,0.0,0,0.518,0.336,0.597,0.441,,1
2025-02-16,32.5,0.546,3.3,0.107,holiday,13.5,0.9,0.0,0,0.616,0.45,0.63,0.557,0.382,1
2025-02-17,35.0,0.779,3.8,0.685,weekday,11.5,0.0,0.0,0,0.478,0.001,0.073,0.036,0.0,1
2025-02-18,35.0,0.731,4.4,0.678,weekday,12.9,0.0,0.0,0,0.484,0.053,0.0,0.0,0.0,1
2025-02-19,34.4,0.676,5.4,0.756,weekday,13.2,0.0,0.0,0,0.507,0.0,0.0,0.074,0.091,1
2025-02-20,35.0,0.638,3.1,0.671,weekday,12.2,0.0,0.0,0,0.413,0.0,0.016,0.027,0.028,1
2025-02-21,35.0,0.602,3.4,0.702,weekday,12.1,0.0,0.0,0,0.313,0.0,0.057,0.048,0.045,1
2025-02-22,35.0,0.692,3.9,0.189,holiday,11.5,,0.0,0,0.705,0.361,0.65,,0.488,1
2025-02-23,35.0,0.725,4.7,0.025,holiday,11.5,0.0,0.0,0,0.678,0.554,0.558,0.456,0.471,1
2025-02-24,33.1,0.659,4.1,0.721,weekday,11.4,0.0,0.0,0,0.263,0.083,0.096,0.019,0.102,1
2025-02-25,35.0,0.73,5.7,,weekday,11.2,0.0,0.0,0,0.474,0.0,0.0,0.015,0.032,1
2025-02-26,34.0,,3.7,0.752,weekday,10.4,0.0,0.0,0,0.459,0.116,0.0,0.05,0.143,1
2025-02-27,35.0,0.773,4.7,0.677,weekday,10.7,0.0,1.0,0,0.455,0.262,0.22,0.3,0.029,1
2025-02-28,35.0,,4.7,0.729,weekday,11.6,0.0,0.0,0,0.465,,0.022,0.036,0.014,1
2025-03-01,35.0,0.642,6.6,0.116,holiday,10.9,0.0,0.0,0,0.708,0.303,0.573,0.491,0.406,1
2025-03-02,35.0,0.713,4.0,0.128,holiday,10.2,0.0,0.0,0,0.606,0.351,0.486,0.502,0.44,1
2025-03-03,35.0,0.814,4.6,0.732,weekday,8.9,0.0,0.0,0,,0.0,0.0,0.035,0.077,1
2025-03-04,32.5,0.723,2.9,0.632,weekday,9.2,0.0,0.0,0,0.553,0.066,0.0,0.045,0.016,1
2025-03-05,34.2,0.732,3.9,0.79,weekday,9.1,0.0,0.0,0,0.563,0.0,0.0,0.103,0.12,1
2025-03-06,35.0,0.751,2.9,0.749,weekday,10.7,0.0,0.0,0,0.311,0.076,0.073,0.0,0.0,1
2025-03-07,35.0,0.804,4.3,0.708,weekday,7.9,0.0,0.0,0,0.499,0.032,0.0,0.0,0.164,1
2025-03-08,34.1,0.734,2.5,0.171,holiday,8.2,0.0,0.0,0,0.6,0.331,0.6,0.549,0.465,1
2025-03-09,33.8,0.721,5.7,0.128,holiday,8.7,0.0,0.0,0,0.709,0.264,0.597,0.515,0.401,1
2025-03-10,33.8,0.676,5.0,0.628,weekday,9.5,0.0,0.0,0,,0.0,0.0,0.016,0.067,1
2025-03-11,34.7,0.736,5.1,0.708,weekday,8.3,0.0,0.0,0,0.5,0.052,0.0,0.0,0.049,1
2025-03-12,34.3,0.771,3.3,0.635,weekday,9.4,0.0,0.0,0,0.513,0.0,0.084,0.0,,1
2025-03-13,35.0,0.743,5.7,0.664,weekday,7.2,,0.0,0,0.396,,0.046,0.033,0.161,1
2025-03-14,34.6,0.759,3.5,,weekday,7.9,,0.0,0,0.452,0.02,0.078,0.057,0.17,1
2025-03-15,34.4,0.752,4.3,0.1,holiday,6.9,0.0,0.0,0,0.603,0.296,0.565,0.481,0.566,1
2025-03-16,34.7,0.795,2.3,0.165,holiday,6.9,3.2,0.0,0,0.671,0.257,0.518,0.548,0.45,1
2025-03-17,35.0,0.9,4.6,0.692,weekday,6.6,,0.0,0,0.383,0.06,0.113,0.0,0.148,1
2025-03-18,35.0,0.787,2.8,0.732,weekday,7.3,0.0,0.0,0,0.339,0.0,0.013,0.005,0.107,1
2025-03-19,35.0,0.812,2.8,0.669,weekday,6.7,0.0,1.0,0,0.275,0.254,0.241,0.102,0.119,1
2025-03-20,35.0,0.704,3.3,0.612,weekday,7.2,0.0,0.0,0,0.389,0.0,0.052,0.032,0.113,1
2025-03-21,35.0,0.763,2.0,0.563,weekday,7.4,0.0,0.0,0,0.423,0.044,0.011,0.003,0.148,1
2025-03-22,34.2,,3.4,0.11,holiday,6.6,0.0,0.0,0,0.656,0.235,0.491,0.513,0.585,1
2025-03-23,35.0,0.815,2.7,0.088,holiday,6.6,0.0,0.0,0,0.704,0.398,0.588,0.467,0.457,1
2025-03-24,35.0,0.9,2.3,0.689,weekday,5.7,0.0,0.0,0,0.493,0.0,0.142,0.041,0.129,1
2025-03-25,33.2,0.783,2.4,0.668,weekday,5.9,0.0,0.0,0,0.43,,,0.0,0.195,1
2025-03-26,35.0,0.887,4.5,0.73,weekday,5.4,0.0,0.0,0,0.378,0.0,0.077,0.134,0.046,1
2025-03-27,35.0,0.838,4.1,0.576,weekday,4.9,0.0,0.0,0,0.32,0.039,0.012,0.085,0.096,1
2025-03-28,33.9,0.86,4.4,0.601,weekday,4.4,0.0,0.0,0,0.425,0.116,0.0,0.048,0.054,1
2025-03-29,33.2,0.742,4.8,0.13,holiday,5.1,0.0,0.0,0,0.729,0.328,0.683,,0.52,1
2025-03-30,34.7,,5.5,0.024,holiday,5.1,0.0,0.0,0,0.754,0.541,0.588,0.536,0.491,1
2025-03-31,35.0,0.909,4.1,0.702,weekday,4.5,0.0,1.0,0,0.479,0.204,0.256,0.134,0.143,1
2025-04-01,0.7,0.53,3.6,0.64,weekday,4.1,2.4,0.0,0,0.559,0.0,0.054,0.0,0.195,0
2025-04-02,2.5,0.545,4.4,0.658,weekday,5.5,4.6,0.0,0,0.438,,0.0,0.02,0.153,0
2025-04-03,0.0,0.455,3.3,0.629,weekday,4.3,8.2,1.0,0,0.461,0.171,0.204,0.285,0.2,0
2025-04-04,0.0,0.518,3.8,0.698,weekday,4.5,1.2,0.0,0,0.526,0.0,0.055,0.049,0.176,0
2025-04-05,0.5,0.619,3.3,0.143,holiday,3.6,4.7,0.0,1,0.8,0.395,0.632,0.528,0.446,0
2025-04-06,0.0,0.594,4.5,0.144,holiday,4.3,3.9,0.0,0,0.626,0.511,0.63,0.448,0.539,0
2025-04-07,0.0,0.541,6.4,0.735,weekday,3.9,,0.0,0,0.399,0.0,0.0,0.0,0.178,1
2025-04-08,0.0,0.576,2.7,0.713,weekday,4.8,6.9,0.0,0,0.356,0.0,0.021,0.104,0.115,1
2025-04-09,0.0,0.482,2.8,0.699,weekday,5.6,0.2,0.0,0,0.575,0.018,0.0,0.017,0.095,0
2025-04-10,0.0,0.493,4.0,0.67,weekday,4.6,2.3,0.0,0,0.648,0.0,0.023,0.061,0.145,0
2025-04-11,0.0,0.506,4.8,0.735,weekday,3.0,1.6,0.0,0,0.431,0.003,0.028,0.0,0.093,0
2025-04-12,0.0,0.522,6.7,,holiday,4.2,1.5,0.0,0,0.716,0.395,0.575,0.522,0.475,0
2025-04-13,0.4,0.421,6.4,0.117,holiday,5.2,2.3,0.0,0,0.73,0.5,0.661,0.508,0.503,1
2025-04-14,0.0,0.518,2.5,0.674,weekday,5.4,4.5,0.0,0,0.298,0.019,0.0,0.0,0.124,0
2025-04-15,1.2,0.571,1.8,0.676,weekday,3.4,1.8,0.0,0,0.422,0.0,0.004,0.089,0.098,0
2025-04-16,0.0,0.612,2.7,0.62,weekday,4.5,2.2,0.0,0,0.464,0.0,0.0,0.051,0.084,0
2025-04-17,1.1,0.562,3.8,0.694,weekday,3.3,4.7,0.0,0,0.409,0.0,0.0,0.0,0.093,0
2025-04-18,1.6,0.545,1.5,0.669,weekday,3.2,2.4,0.0,0,0.412,0.0,0.0,0.014,0.139,1
2025-04-19,1.0,0.514,3.2,0.079,holiday,2.0,3.8,0.0,0,0.558,0.299,0.659,0.523,0.45,0
2025-04-20,2.1,0.511,3.9,0.06,holiday,3.0,0.4,0.0,0,0.662,0.47,0.606,0.54,0.433,0
2025-04-21,0.0,0.577,3.4,0.548,weekday,2.3,,0.0,0,0.418,0.0,0.014,0.0,0.207,0
2025-04-22,0.0,0.576,3.4,0.661,weekday,3.3,2.9,1.0,0,0.334,0.25,0.181,0.198,0.12,0
2025-04-23,1.2,0.493,2.9,0.715,weekday,3.1,3.4,1.0,0,0.385,0.062,0.191,0.195,0.087,0
2025-04-24,0.0,0.593,5.3,,weekday,2.5,0.9,0.0,0,0.45,0.025,0.0,0.004,0.108,0
2025-04-25,1.1,0.607,4.6,0.615,weekday,3.2,1.6,0.0,0,0.434,0.0,0.0,0.022,0.202,1
2025-04-26,0.0,,3.0,0.0,holiday,3.7,3.9,0.0,0,0.646,0.308,0.571,0.569,0.544,0
2025-04-27,0.0,0.603,2.7,0.169,holiday,3.7,2.5,1.0,0,0.758,0.65,0.849,0.684,0.582,0
2025-04-28,3.3,0.574,4.4,0.669,weekday,3.3,3.9,0.0,0,0.384,0.102,0.003,0.027,0.102,1
2025-04-29,1.6,0.539,3.1,0.669,weekday,2.5,3.3,0.0,0,0.392,0.037,0.009,0.046,0.155,0
2025-04-30,0.0,0.55,3.2,0.711,weekday,2.0,0.7,,0,0.405,0.0,0.0,0.061,0.053,0
2025-05-01,0.0,0.606,4.4,0.053,holiday,2.4,4.0,0.0,0,0.508,0.328,0.28,0.257,0.307,0
2025-05-02,0.0,0.597,3.8,0.107,,1.5,2.6,0.0,0,0.512,0.356,0.272,0.304,0.309,0
2025-05-03,0.0,0.496,2.5,0.025,holiday,3.3,,0.0,0,0.677,0.412,0.612,0.519,0.485,1
2025-05-04,0.0,0.638,4.4,0.139,holiday,2.1,3.8,1.0,0,0.707,,0.87,0.66,0.413,1
2025-05-05,0.0,0.542,2.9,0.065,holiday,1.9,7.1,0.0,0,0.556,0.133,0.243,0.257,0.316,0
2025-05-06,1.4,0.624,3.1,0.122,holiday,3.2,2.0,0.0,0,0.612,0.116,0.26,0.223,0.322,0
2025-05-07,0.0,0.558,4.0,0.135,holiday,1.8,3.8,0.0,0,0.511,0.166,0.337,0.208,0.221,0
2025-05-08,0.0,,4.7,0.162,holiday,1.8,5.4,0.0,0,0.555,0.187,0.322,0.302,0.222,0
2025-05-09,0.1,0.645,3.3,,holiday,1.0,3.3,0.0,0,0.532,0.032,0.153,0.281,0.296,1
2025-05-10,1.5,0.613,2.1,0.214,holiday,1.8,3.6,0.0,0,0.726,0.403,0.619,0.498,0.429,0
2025-05-11,0.0,0.598,4.7,,holiday,2.7,0.7,0.0,0,0.741,0.348,0.578,0.409,0.522,1
2025-05-12,0.0,0.593,4.6,0.0,holiday,2.8,10.0,0.0,0,0.679,0.027,0.268,0.23,0.295,0
2025-05-13,0.0,0.572,3.2,,holiday,2.2,6.7,0.0,0,0.494,0.224,0.241,0.197,0.259,0
2025-05-14,3.1,0.578,4.2,0.087,holiday,1.9,4.1,1.0,0,0.483,0.435,0.509,0.448,0.26,1
2025-05-15,0.0,0.612,3.5,0.039,holiday,1.6,4.8,0.0,0,0.452,0.019,0.25,0.246,0.214,1
2025-05-16,0.0,0.576,2.2,0.103,holiday,0.7,0.5,0.0,0,0.429,0.217,,0.299,0.241,0
2025-05-17,0.0,0.556,5.1,0.089,holiday,2.5,1.6,0.0,0,0.773,0.361,0.487,0.506,0.443,1
2025-05-18,0.0,0.606,5.0,0.144,holiday,2.0,6.2,0.0,0,0.781,0.365,0.67,0.47,0.527,0
2025-05-19,1.4,0.552,4.9,0.086,holiday,3.9,2.2,0.0,0,0.517,0.144,0.317,0.159,0.214,0
2025-05-20,0.0,0.591,4.6,0.046,holiday,1.9,1.5,1.0,0,0.681,0.467,0.608,0.454,0.292,0
2025-05-21,1.3,0.575,4.6,0.081,holiday,2.2,3.1,0.0,0,0.467,0.212,0.259,0.309,0.38,1
2025-05-22,0.0,0.5,4.6,0.126,holiday,3.4,2.8,0.0,0,0.536,0.042,0.266,0.127,0.224,0
2025-05-23,1.2,0.629,5.0,0.0,holiday,2.6,,0.0,0,0.5,0.236,0.319,0.211,0.337,0
2025-05-24,1.5,0.609,3.9,0.041,holiday,1.9,1.2,0.0,0,0.695,0.418,0.609,0.532,0.557,1
2025-05-25,2.7,0.589,2.2,0.145,holiday,2.4,3.9,0.0,0,0.644,0.415,0.627,0.474,0.437,0
2025-05-26,3.8,0.66,3.4,0.067,holiday,3.5,3.2,0.0,0,0.542,0.208,0.364,,0.344,1
2025-05-27,1.9,0.61,5.5,0.066,holiday,2.5,2.3,0.0,0,0.351,0.105,0.327,0.191,0.34,1
2025-05-28,0.0,0.635,6.6,0.002,holiday,2.4,3.7,,0,0.563,0.219,0.285,0.245,0.32,0
2025-05-29,0.0,0.579,4.5,0.071,holiday,2.5,5.1,0.0,0,0.648,0.494,,0.277,0.27,0
2025-05-30,0.0,0.596,4.4,0.093,holiday,2.9,2.5,0.0,0,0.484,0.078,0.321,0.27,0.333,0
2025-05-31,0.0,0.588,5.9,0.08,holiday,2.0,3.3,0.0,0,0.67,0.392,0.672,0.452,0.512,0
2025-06-01,0.0,,2.4,0.082,holiday,3.1,5.2,0.0,0,0.641,0.487,0.641,0.444,0.327,0
2025-06-02,0.8,0.631,5.2,0.588,weekday,3.1,1.9,0.0,0,0.358,0.0,0.018,0.0,0.126,1
2025-06-03,0.0,0.656,3.6,0.646,weekday,3.3,0.9,0.0,0,0.496,0.015,0.0,0.051,0.138,0
2025-06-04,0.0,0.485,4.0,0.563,weekday,5.2,2.3,0.0,0,0.41,0.0,0.0,0.053,0.145,0
2025-06-05,0.0,0.535,3.9,0.648,weekday,4.7,2.4,1.0,0,0.429,0.133,0.237,0.235,0.092,1
2025-06-06,0.0,0.619,3.3,0.642,weekday,4.4,8.2,0.0,0,0.385,0.0,0.0,0.151,0.073,0
2025-06-07,1.0,0.522,4.2,0.058,holiday,4.6,0.8,0.0,0,0.641,,0.569,0.523,0.489,0
2025-06-08,0.0,0.587,6.7,0.116,holiday,2.2,25.8,0.0,0,0.574,0.338,,,0.476,0
2025-06-09,0.0,0.44,3.8,0.595,weekday,5.2,27.6,0.0,0,0.377,0.0,0.0,0.01,0.125,0
2025-06-10,2.2,0.438,4.7,0.621,weekday,4.1,20.1,0.0,0,0.44,0.0,0.0,0.038,0.158,1
2025-06-11,2.6,,4.9,0.676,weekday,4.9,24.4,0.0,0,0.459,0.0,0.02,0.05,0.082,0
2025-06-12,0.0,0.443,3.7,0.649,weekday,4.4,20.3,0.0,0,0.472,0.0,0.025,0.0,0.155,0
2025-06-13,0.0,0.488,5.1,0.602,weekday,5.8,20.7,0.0,0,0.36,0.0,0.0,0.0,0.182,1
2025-06-14,0.4,0.464,4.0,,holiday,6.4,24.8,0.0,0,0.666,0.391,0.538,0.425,0.504,0
2025-06-15,1.4,0.517,2.6,0.014,holiday,4.2,24.4,0.0,0,0.588,0.395,0.65,0.472,0.464,0
2025-06-16,3.1,0.455,1.8,0.725,weekday,6.8,19.6,0.0,0,0.509,0.0,0.145,0.0,0.103,0
2025-06-17,0.7,0.468,2.6,0.603,weekday,6.8,21.8,1.0,0,0.455,0.178,0.273,0.282,0.146,0
2025-06-18,2.0,0.405,3.0,0.624,weekday,5.7,22.8,1.0,0,0.426,0.139,0.14,0.123,0.175,0
2025-06-19,1.1,0.469,2.2,0.586,weekday,5.7,21.9,,0,0.338,0.0,0.028,0.0,0.115,0
2025-06-20,0.2,0.416,3.2,0.675,,6.1,23.3,0.0,0,0.451,0.0,0.018,0.0,0.057,0
2025-06-21,0.6,0.568,4.2,0.043,holiday,5.6,22.5,0.0,0,0.635,0.378,0.577,0.469,0.505,0
2025-06-22,0.0,0.447,3.6,0.0,holiday,6.4,19.1,0.0,0,0.585,0.324,0.505,0.586,0.494,0
2025-06-23,0.0,0.346,5.9,0.604,weekday,5.6,18.9,0.0,0,0.334,0.009,0.0,0.0,0.069,1
2025-06-24,0.5,0.401,3.5,0.687,weekday,6.9,21.3,0.0,0,0.483,0.0,0.047,0.009,0.168,0
2025-06-25,0.0,0.336,2.7,0.619,weekday,7.6,,0.0,0,0.461,0.0,,0.0,0.094,0
2025-06-26,1.5,0.457,4.2,0.542,weekday,7.9,21.8,0.0,0,0.435,0.0,0.0,0.0,0.161,0
2025-06-27,0.0,0.482,0.0,0.567,weekday,6.5,19.9,0.0,0,0.502,0.078,0.092,0.009,,0
2025-06-28,0.8,0.438,4.0,0.081,holiday,6.3,19.1,1.0,0,0.655,0.673,0.878,0.638,0.507,0
2025-06-29,0.0,0.303,3.5,0.034,holiday,9.2,20.2,0.0,0,0.485,0.47,0.528,0.538,0.348,0
2025-06-30,0.6,0.438,2.3,0.653,weekday,6.4,21.2,0.0,0,0.3,0.0,0.034,0.0,0.122,0
2025-07-01,0.0,0.432,4.3,0.641,weekday,7.6,21.5,0.0,0,0.433,0.0,0.091,0.123,0.048,0
2025-07-02,0.0,0.407,5.7,0.638,weekday,7.1,18.9,1.0,0,0.508,0.149,0.258,0.199,0.094,0
2025-07-03,0.0,0.336,4.0,0.665,weekday,8.1,20.5,0.0,0,,0.0,0.025,0.028,0.094,1
2025-07-04,0.0,0.333,2.8,0.611,weekday,8.5,23.2,0.0,0,0.377,0.0,0.0,0.058,0.031,0
2025-07-05,1.2,0.364,3.9,0.066,holiday,9.4,22.5,0.0,0,0.529,0.267,0.495,0.566,0.392,0
2025-07-06,1.0,0.359,4.3,0.086,holiday,8.9,23.7,0.0,0,0.606,0.287,0.604,0.622,0.439,0
2025-07-07,3.2,0.362,5.3,0.594,weekday,9.6,19.8,0.0,0,0.338,0.0,0.081,,0.072,1
2025-07-08,0.0,0.403,1.6,0.588,weekday,10.7,20.3,0.0,0,0.235,0.0,0.0,0.091,0.081,0
2025-07-09,0.2,0.319,5.4,,weekday,8.4,20.1,0.0,0,0.403,0.022,0.0,0.027,0.116,1
2025-07-10,2.1,0.412,3.9,0.611,weekday,8.9,18.6,0.0,0,0.282,0.0,0.038,0.0,0.151,0
2025-07-11,4.2,0.421,3.6,0.586,weekday,9.7,21.6,0.0,0,0.384,0.091,,0.022,0.075,0
2025-07-12,0.0,0.32,5.4,,holiday,9.2,21.7,0.0,0,0.657,0.237,0.592,0.51,0.414,0
2025-07-13,0.0,0.384,3.6,0.033,holiday,10.3,23.7,0.0,0,0.554,0.434,0.562,0.535,0.473,0
