date,rainfall_mm,ferry_cancel_count,lodging_occupancy_ratio,holiday,temperature_c,wind_speed_mps,snowfall_cm,event_local_flag,typhoon_alert_flag,mobility_inflow_index,tourist_inflow_count,rail_ridership,y
2025-02-04,7.5,0.124,0.018,weekday,21.4,4.1,0.2,0.0,0,0.387,0.0,0.706,0
2025-02-05,5.2,0.142,0.024,weekday,20.0,5.3,4.9,0.0,0,0.417,0.052,0.75,0
2025-02-06,6.5,0.166,0.06,weekday,20.1,3.9,0.4,0.0,0,0.449,0.0,0.627,0
2025-02-07,3.5,0.143,0.0,weekday,19.2,3.8,4.4,0.0,0,0.46,0.041,0.636,0
2025-02-08,9.6,0.169,0.581,holiday,19.5,5.7,3.9,0.0,0,0.737,0.376,0.079,1
2025-02-09,4.6,0.104,0.497,holiday,18.6,3.4,2.9,0.0,0,0.716,0.406,0.0,0
2025-02-10,0.4,0.128,,weekday,20.0,4.7,3.0,0.0,0,0.485,0.0,0.666,0
2025-02-11,3.3,0.13,,weekday,19.4,3.3,0.9,0.0,0,0.314,0.128,0.667,0
2025-02-12,3.8,0.146,0.0,weekday,19.2,2.7,3.5,0.0,0,0.426,0.039,0.65,0
2025-02-13,1.9,0.089,0.026,weekday,17.9,3.0,0.3,0.0,0,0.344,0.0,0.641,0
2025-02-14,6.8,0.023,0.033,weekday,21.1,1.1,1.9,,0,0.354,0.191,0.61,0
2025-02-15,5.4,0.068,0.627,holiday,17.7,1.2,1.2,0.0,0,0.715,0.5,0.073,0
2025-02-16,2.8,0.127,,holiday,17.0,2.8,5.8,,0,0.807,0.372,0.106,0
2025-02-17,1.7,0.121,0.059,weekday,17.5,3.4,5.1,0.0,0,0.64,0.0,0.785,0
2025-02-18,5.8,0.091,0.086,weekday,18.8,3.5,5.7,0.0,0,0.238,0.0,0.607,0
2025-02-19,1.8,0.193,0.0,weekday,18.5,6.2,0.2,0.0,0,0.435,0.007,0.679,1
2025-02-20,2.7,0.11,0.013,weekday,17.7,3.9,5.4,0.0,0,0.414,0.009,0.689,1
2025-02-21,4.7,0.139,0.069,weekday,18.3,4.3,7.1,0.0,0,0.41,0.062,0.614,1
2025-02-22,3.2,,0.881,holiday,17.7,3.9,2.1,1.0,0,0.751,0.814,0.067,0
2025-02-23,0.3,0.241,0.612,holiday,18.5,6.4,4.5,0.0,0,,0.452,0.1,1
2025-02-24,3.1,0.151,0.0,weekday,16.0,4.5,4.0,0.0,0,0.404,0.069,0.764,0
2025-02-25,3.7,0.148,0.061,weekday,17.4,3.1,2.6,0.0,0,0.391,0.0,0.592,0
2025-02-26,2.4,0.155,0.0,weekday,17.8,4.4,2.1,0.0,0,0.389,0.0,0.674,0
2025-02-27,5.2,0.171,0.0,weekday,16.0,3.1,3.8,0.0,0,0.459,0.04,0.672,0
2025-02-28,1.0,0.163,0.0,weekday,16.0,4.1,2.0,,0,0.322,0.005,0.693,0
2025-03-01,1.9,0.139,0.674,holiday,16.5,3.5,4.8,0.0,0,0.667,0.505,0.175,0
2025-03-02,6.6,,0.602,holiday,15.8,3.2,2.7,0.0,0,0.581,0.422,0.1,0
2025-03-03,,,,weekday,15.9,5.9,5.0,0.0,0,0.438,0.003,0.642,1
2025-03-04,4.9,0.095,0.032,weekday,15.3,2.6,5.8,0.0,0,0.418,0.092,,0
2025-03-05,6.4,0.154,0.05,weekday,16.3,5.6,7.0,0.0,0,0.387,0.157,0.73,0
2025-03-06,2.2,0.238,0.0,weekday,13.7,5.5,4.2,0.0,0,,0.007,0.72,0
2025-03-07,0.8,0.183,0.025,weekday,14.6,5.9,7.5,0.0,0,0.343,0.103,0.556,1
2025-03-08,0.6,0.047,0.585,holiday,16.1,1.8,4.8,0.0,0,0.796,0.496,0.135,0
2025-03-09,1.3,0.102,,holiday,14.2,3.0,7.4,0.0,0,0.666,0.626,0.077,0
2025-03-10,4.7,0.147,0.083,weekday,13.7,5.1,6.9,0.0,0,0.38,0.0,0.594,1
2025-03-11,2.1,0.025,0.0,weekday,14.2,0.7,5.7,0.0,0,0.379,0.0,0.644,0
2025-03-12,6.4,0.145,0.013,weekday,13.2,2.2,2.9,0.0,0,0.339,0.0,0.694,0
2025-03-13,5.8,0.23,0.293,weekday,12.5,6.2,5.8,1.0,0,0.463,0.265,0.611,1
2025-03-14,5.8,0.131,0.0,weekday,11.1,4.1,4.6,0.0,0,0.479,0.104,0.701,0
2025-03-15,0.7,0.124,0.663,holiday,11.4,2.7,6.0,0.0,0,0.64,,,0
2025-03-16,3.8,0.487,0.634,holiday,13.1,4.5,6.1,0.0,1,0.585,0.52,,1
2025-03-17,2.8,0.166,,weekday,12.6,4.8,4.9,0.0,0,0.551,0.143,0.67,0
2025-03-18,0.1,0.186,0.084,weekday,12.7,5.7,1.4,0.0,0,0.466,0.005,0.696,0
2025-03-19,2.2,0.101,0.253,weekday,10.7,4.2,6.5,1.0,0,0.486,0.247,0.68,0
2025-03-20,2.9,0.136,0.06,weekday,11.6,3.7,7.8,0.0,0,0.303,0.121,0.606,0
2025-03-21,0.9,0.228,0.0,,11.5,4.9,5.6,0.0,0,0.444,0.151,0.702,0
2025-03-22,1.7,0.041,0.492,holiday,12.1,0.8,7.1,0.0,0,0.577,0.325,0.054,0
2025-03-23,2.3,0.195,0.519,holiday,11.8,4.5,5.5,0.0,0,0.663,0.343,0.083,0
2025-03-24,9.5,0.493,0.05,weekday,11.4,5.6,5.8,0.0,1,0.496,0.0,0.631,1
2025-03-25,4.2,0.145,0.031,weekday,10.9,4.0,5.5,0.0,0,0.444,0.083,0.778,1
2025-03-26,1.9,0.259,0.0,weekday,12.3,7.5,6.2,0.0,0,0.355,0.0,,1
2025-03-27,4.4,0.132,0.0,weekday,10.8,3.7,6.7,0.0,0,0.556,0.0,0.68,0
2025-03-28,5.6,0.112,0.247,weekday,11.4,3.1,6.5,1.0,0,0.369,0.211,0.631,0
2025-03-29,3.0,0.154,0.616,holiday,10.2,4.8,4.3,0.0,0,0.757,0.642,0.119,1
2025-03-30,6.4,0.097,0.619,holiday,9.6,3.0,7.9,0.0,0,0.731,0.38,,0
2025-03-31,3.8,0.07,0.031,weekday,9.3,2.4,5.5,0.0,0,0.387,0.006,0.632,0
2025-04-01,3.5,0.13,0.061,weekday,9.5,3.4,0.0,0.0,0,0.354,0.0,0.554,0
2025-04-02,3.6,,0.0,weekday,11.2,5.6,2.7,0.0,0,0.336,0.0,0.696,1
2025-04-03,3.3,0.146,0.0,weekday,8.6,4.0,0.0,0.0,0,0.381,,0.662,0
2025-04-04,2.8,0.117,0.0,weekday,10.6,4.4,2.5,,0,0.455,0.034,0.674,0
2025-04-05,5.9,0.226,0.566,holiday,8.3,6.1,0.0,0.0,0,0.794,,0.068,1
2025-04-06,5.0,0.155,0.515,holiday,9.7,5.5,0.3,0.0,0,0.576,0.365,0.072,0
2025-04-07,3.5,0.081,0.0,weekday,8.2,2.4,1.5,0.0,0,0.529,0.163,0.737,0
2025-04-08,1.3,0.111,0.015,weekday,7.7,5.0,0.1,0.0,0,0.359,0.062,0.644,0
2025-04-09,2.0,0.091,0.0,weekday,8.4,3.1,0.5,0.0,0,0.54,0.0,0.648,0
2025-04-10,2.1,0.037,0.021,weekday,9.3,3.0,0.2,0.0,0,0.544,0.0,,0
2025-04-11,3.5,0.077,0.011,weekday,8.5,2.2,0.4,0.0,0,0.376,0.0,0.623,0
2025-04-12,1.2,0.0,0.519,holiday,10.0,0.9,2.8,0.0,0,0.723,0.422,0.149,0
2025-04-13,,0.189,0.766,holiday,8.2,4.8,1.5,1.0,0,0.752,0.51,0.111,0
2025-04-14,2.4,0.203,0.0,weekday,6.6,5.5,1.3,0.0,0,0.446,0.069,0.683,1
2025-04-15,1.8,,0.0,weekday,7.9,2.2,4.6,0.0,0,0.405,0.089,0.581,0
2025-04-16,2.2,0.06,0.072,weekday,8.3,3.7,0.0,0.0,0,0.428,0.25,0.656,0
2025-04-17,9.5,0.16,0.028,weekday,7.7,3.8,1.6,0.0,0,0.45,0.168,0.684,0
2025-04-18,3.0,0.115,,weekday,6.7,5.0,0.0,0.0,0,0.472,0.0,0.765,1
2025-04-19,2.6,,0.627,holiday,8.0,2.3,0.7,0.0,0,0.645,0.432,0.031,0
2025-04-20,2.6,0.198,0.617,holiday,8.7,4.3,0.0,0.0,0,0.635,0.427,0.108,0
2025-04-21,4.9,0.124,0.039,weekday,7.8,4.2,0.0,0.0,0,0.478,0.081,0.74,0
2025-04-22,6.7,0.172,0.0,weekday,6.6,6.2,0.0,0.0,0,0.371,0.0,0.631,1
2025-04-23,1.3,0.073,0.0,weekday,5.6,2.8,2.7,0.0,0,0.361,0.0,0.689,0
2025-04-24,2.8,0.208,0.0,weekday,7.5,6.5,2.7,0.0,0,0.563,,0.607,0
2025-04-25,2.1,0.178,0.0,weekday,6.7,6.0,0.0,0.0,0,0.358,0.089,0.573,0
2025-04-26,4.6,0.126,0.58,holiday,7.6,3.4,2.0,0.0,0,0.749,0.367,0.094,0
2025-04-27,1.3,0.118,0.581,holiday,6.0,3.8,0.0,0.0,0,0.798,0.299,0.165,0
2025-04-28,1.0,0.165,0.027,weekday,5.6,6.1,2.0,0.0,0,0.507,0.084,0.649,1
2025-04-29,2.2,0.206,,weekday,6.4,5.8,1.9,0.0,0,0.419,0.0,0.676,1
2025-04-30,3.0,0.095,0.0,weekday,6.4,3.7,0.0,0.0,0,,0.115,0.631,0
2025-05-01,1.6,0.176,0.251,holiday,4.9,5.8,2.3,0.0,0,0.642,0.151,0.187,0
2025-05-02,,0.118,0.263,holiday,5.9,2.8,1.2,0.0,0,0.813,0.204,0.125,0
2025-05-03,1.4,0.175,0.615,holiday,7.7,5.5,0.0,0.0,0,0.747,0.493,0.055,0
2025-05-04,3.6,0.152,0.662,holiday,5.7,4.8,0.0,0.0,0,0.799,0.372,0.074,1
2025-05-05,4.1,0.174,0.359,holiday,6.0,5.3,0.8,0.0,0,0.475,,0.043,0
2025-05-06,1.2,0.137,0.22,holiday,6.1,4.5,1.4,0.0,0,0.629,0.114,0.071,1
2025-05-07,2.3,0.114,0.196,holiday,6.2,2.7,1.9,0.0,0,0.621,0.107,,0
2025-05-08,5.1,0.139,0.282,holiday,5.3,3.2,0.0,0.0,0,0.669,0.219,0.159,0
2025-05-09,2.0,0.217,0.29,holiday,4.4,6.1,0.0,0.0,0,0.597,0.237,0.076,0
2025-05-10,4.4,0.104,0.58,holiday,5.3,2.7,0.2,0.0,0,0.691,0.536,0.111,0
2025-05-11,3.7,0.168,0.647,holiday,5.1,4.3,0.0,0.0,0,0.596,0.397,0.045,0
2025-05-12,5.3,0.076,0.272,holiday,5.6,3.8,0.0,0.0,0,0.535,0.132,0.024,0
2025-05-13,2.3,0.195,0.274,holiday,5.8,4.9,0.0,0.0,0,0.476,0.22,0.089,0
2025-05-14,3.8,,0.33,holiday,5.0,5.2,0.0,0.0,0,0.536,0.114,,1
2025-05-15,1.9,0.097,0.305,holiday,5.8,2.9,2.1,0.0,0,0.689,0.137,0.08,0
2025-05-16,6.7,0.166,0.246,holiday,5.1,4.4,3.8,0.0,0,0.31,0.176,0.045,0
2025-05-17,9.0,0.181,0.578,holiday,4.6,4.1,1.7,0.0,0,0.791,0.294,0.119,0
2025-05-18,1.3,,0.529,holiday,5.5,5.3,0.0,0.0,0,0.68,0.433,0.028,0
2025-05-19,5.1,0.117,0.247,holiday,5.8,3.1,0.0,0.0,0,0.579,0.027,0.156,0
2025-05-20,0.5,0.097,0.37,holiday,5.6,2.6,1.4,0.0,0,0.577,0.293,0.079,0
2025-05-21,7.6,0.148,0.29,holiday,5.5,5.4,3.7,0.0,0,0.616,0.083,0.0,1
2025-05-22,2.8,0.068,0.285,holiday,6.0,3.5,0.0,0.0,0,0.542,0.176,0.066,0
2025-05-23,6.0,0.129,0.376,holiday,5.4,3.7,0.0,0.0,0,0.643,0.261,0.077,0
2025-05-24,3.2,0.101,0.55,holiday,3.5,3.0,1.9,0.0,0,0.694,0.329,0.143,0
2025-05-25,1.6,0.133,0.669,holiday,4.8,4.3,0.9,0.0,0,0.564,0.422,0.0,0
2025-05-26,6.8,0.179,0.284,holiday,4.6,4.2,0.0,0.0,0,0.541,0.252,0.012,0
2025-05-27,6.5,,0.29,holiday,6.2,0.8,0.0,0.0,0,0.6,0.101,0.12,0
2025-05-28,3.2,0.051,0.307,holiday,3.8,3.3,0.7,0.0,0,0.624,0.252,0.067,0
2025-05-29,4.1,0.141,0.301,holiday,5.7,3.6,3.2,0.0,0,0.591,0.173,0.098,0
2025-05-30,3.4,0.076,0.294,holiday,5.8,1.9,0.0,0.0,0,0.452,0.249,0.0,0
2025-05-31,3.3,,0.547,holiday,4.6,4.4,0.0,0.0,0,0.553,0.339,0.123,0
2025-06-01,3.5,0.192,0.566,holiday,4.1,4.7,0.0,0.0,0,0.651,0.564,0.161,1
2025-06-02,7.3,0.147,0.027,weekday,4.5,5.2,0.0,0.0,0,0.371,0.0,0.59,1
2025-06-03,3.1,0.213,0.0,weekday,3.9,5.9,0.7,0.0,0,0.216,0.038,0.554,0
2025-06-04,0.4,0.146,0.081,weekday,3.4,3.2,0.0,0.0,0,0.495,0.083,0.665,0
2025-06-05,22.3,0.175,0.073,weekday,2.8,3.1,0.0,0.0,0,0.347,0.0,0.583,0
2025-06-06,21.3,0.202,0.069,weekday,3.7,4.4,0.0,0.0,0,0.41,0.0,0.639,0
2025-06-07,21.8,0.22,0.604,holiday,4.5,4.3,1.0,0.0,0,0.78,0.374,0.089,1
2025-06-08,19.6,0.195,0.526,holiday,4.9,3.6,2.1,0.0,0,0.687,0.356,0.072,0
2025-06-09,23.4,0.217,0.0,weekday,4.6,3.6,0.0,0.0,0,0.358,0.0,0.573,1
2025-06-10,18.5,0.193,0.05,weekday,5.3,4.9,0.0,0.0,0,0.368,0.0,0.618,1
2025-06-11,18.7,0.222,0.015,weekday,5.7,4.3,0.0,0.0,0,0.394,0.0,0.532,1
2025-06-12,23.1,0.243,0.013,weekday,5.0,5.2,0.0,0.0,0,0.346,0.0,0.72,1
2025-06-13,24.4,0.235,0.015,weekday,5.0,4.7,0.0,0.0,0,0.677,0.0,0.679,1
2025-06-14,21.5,0.145,0.61,holiday,6.2,4.7,0.0,0.0,0,,0.474,0.027,1
2025-06-15,23.2,0.279,0.734,holiday,5.8,5.4,0.0,1.0,0,0.529,0.466,,1
2025-06-16,,0.225,0.0,weekday,4.5,3.9,0.0,0.0,0,0.36,0.0,0.736,1
2025-06-17,19.2,0.168,0.009,weekday,5.4,3.1,0.0,0.0,0,,0.0,0.59,0
2025-06-18,19.5,0.574,0.0,weekday,4.8,3.9,0.5,0.0,1,0.462,0.0,0.575,1
2025-06-19,18.9,0.225,0.0,weekday,5.0,5.0,0.0,,0,0.501,0.0,0.666,1
2025-06-20,22.3,0.188,0.028,weekday,5.6,3.5,0.0,0.0,0,0.449,0.0,0.653,1
2025-06-21,23.1,0.17,0.588,holiday,6.0,2.4,1.2,0.0,0,0.695,0.307,0.031,0
2025-06-22,27.3,0.276,0.563,holiday,5.9,4.3,0.0,0.0,0,0.659,0.286,0.0,1
2025-06-23,,0.134,0.017,weekday,4.7,2.6,3.4,0.0,0,0.421,0.0,0.678,1
2025-06-24,21.9,0.143,0.127,weekday,6.8,4.8,0.0,0.0,0,0.519,0.067,0.75,1
2025-06-25,18.7,0.113,0.0,weekday,6.3,2.0,0.0,0.0,0,0.337,0.067,0.593,0
2025-06-26,20.0,0.097,0.025,weekday,7.3,1.5,3.1,0.0,0,0.485,0.0,0.663,0
2025-06-27,20.2,0.202,0.0,weekday,7.1,3.8,1.4,0.0,0,0.418,0.0,0.546,1
2025-06-28,20.1,,0.577,holiday,7.7,5.5,0.1,0.0,0,0.715,0.234,0.0,1
2025-06-29,18.8,0.235,0.826,holiday,6.6,4.6,0.6,1.0,0,0.572,0.529,0.077,1
2025-06-30,21.7,0.238,0.058,weekday,7.7,4.7,0.7,0.0,0,0.408,0.0,,1
2025-07-01,,0.217,0.0,weekday,6.3,5.1,0.0,0.0,0,0.433,0.0,,1
2025-07-02,19.2,0.185,0.078,weekday,8.0,2.9,0.0,0.0,0,0.281,0.0,0.701,0
2025-07-03,21.5,0.201,0.023,weekday,8.4,2.9,1.1,0.0,0,0.421,0.0,0.674,0
2025-07-04,22.2,,0.0,weekday,8.1,3.6,0.0,0.0,0,0.451,0.0,0.678,1
2025-07-05,19.4,0.225,0.546,holiday,7.8,3.6,0.0,0.0,0,0.877,0.365,0.134,1
2025-07-06,21.6,0.165,0.661,holiday,8.3,5.4,0.0,0.0,0,0.757,0.313,0.092,0
2025-07-07,21.3,0.148,0.227,weekday,7.6,3.0,0.0,1.0,0,0.422,0.185,0.667,1
2025-07-08,21.8,0.136,0.0,weekday,8.6,2.5,0.4,0.0,0,0.452,,0.561,0
2025-07-09,19.2,0.266,0.0,weekday,8.2,6.1,0.7,0.0,0,0.449,0.0,0.725,1
2025-07-10,23.2,0.109,0.0,weekday,9.1,2.8,0.0,0.0,0,0.396,0.0,0.628,0
2025-07-11,20.0,0.181,0.0,weekday,9.4,3.6,0.0,0.0,0,0.36,0.0,0.563,1
2025-07-12,20.5,0.211,0.596,holiday,8.2,6.7,0.0,0.0,0,0.714,0.495,0.095,1
2025-07-13,21.9,0.243,0.598,holiday,9.7,4.3,0.8,,0,0.61,0.298,0.105,1
2025-07-14,21.8,0.108,0.0,weekday,9.8,1.2,0.0,0.0,0,0.341,0.0,0.641,0
2025-07-15,20.3,0.228,0.05,weekday,9.4,4.8,1.5,0.0,0,0.506,,0.656,1
2025-07-16,0.4,0.128,0.084,weekday,9.1,3.2,0.0,0.0,0,0.533,0.067,0.71,0
2025-07-17,4.5,0.158,0.0,weekday,9.7,5.0,2.5,0.0,0,,0.064,0.609,1
2025-07-18,6.0,0.168,,weekday,8.4,3.8,0.3,0.0,0,0.409,0.0,0.611,0
2025-07-19,1.1,0.151,0.548,holiday,9.9,3.9,0.7,0.0,0,0.706,0.231,0.118,0
2025-07-20,2.4,,0.629,holiday,10.0,4.8,0.2,0.0,0,0.789,0.455,0.112,0
2025-07-21,3.5,0.164,0.022,weekday,10.1,5.2,0.0,0.0,0,0.31,0.0,0.681,0
2025-07-22,4.8,0.133,0.009,weekday,9.7,5.3,0.0,0.0,0,0.314,0.082,0.595,0
2025-07-23,2.3,0.074,0.053,weekday,11.4,3.3,1.1,0.0,0,0.362,0.088,0.703,0
2025-07-24,3.2,0.191,,weekday,10.3,4.3,0.0,0.0,0,0.431,0.0,0.658,0
2025-07-25,2.6,0.139,0.064,weekday,9.9,3.7,1.4,0.0,0,,0.0,0.625,0
2025-07-26,4.1,0.25,0.603,holiday,11.6,6.7,1.3,0.0,0,0.551,,0.103,1
2025-07-27,1.3,0.159,0.611,holiday,11.1,5.0,0.0,0.0,0,0.862,0.371,0.191,0
2025-07-28,7.3,0.128,0.0,weekday,11.6,4.2,2.5,0.0,0,0.372,0.0,,0
2025-07-29,3.2,,0.296,weekday,11.9,4.0,0.0,1.0,0,,0.329,0.601,0
2025-07-30,3.8,0.095,0.0,weekday,11.3,1.8,1.6,0.0,0,,0.024,0.621,0
2025-07-31,4.3,0.142,0.011,weekday,11.7,6.4,0.4,0.0,0,0.541,0.0,0.698,1
2025-08-01,15.4,0.344,0.283,holiday,11.9,10.0,0.0,0.0,0,0.572,0.132,0.087,1
2025-08-02,12.9,0.368,0.526,holiday,14.3,9.4,0.6,0.0,0,0.687,0.349,0.086,1
2025-08-03,14.5,0.362,0.622,holiday,12.0,9.1,0.0,0.0,0,0.751,0.465,0.125,1
2025-08-04,12.0,0.339,0.255,holiday,12.9,8.3,1.0,0.0,0,,0.055,0.121,1
2025-08-05,14.8,0.337,0.351,holiday,12.4,9.6,0.4,0.0,0,0.543,0.277,0.036,1
2025-08-06,11.6,0.287,0.248,holiday,13.3,8.0,0.8,0.0,0,0.636,0.185,0.101,1
2025-08-07,14.1,,0.293,holiday,11.4,8.7,3.5,0.0,0,0.546,0.009,0.041,1
2025-08-08,12.1,0.385,0.315,holiday,13.0,9.8,0.0,0.0,0,0.727,0.113,0.061,1
2025-08-09,12.3,0.29,0.518,holiday,12.4,7.2,0.0,0.0,0,0.558,,0.053,1
2025-08-10,11.8,0.294,0.55,holiday,14.9,7.5,1.2,0.0,0,0.615,0.273,0.132,1
2025-08-11,12.5,0.692,,holiday,14.0,8.1,0.0,0.0,1,0.45,0.144,0.078,1
2025-08-12,16.1,0.302,0.248,holiday,12.8,8.1,0.5,0.0,0,0.546,0.061,0.126,1
2025-08-13,12.9,0.274,0.306,holiday,14.0,8.2,2.2,0.0,0,0.498,0.248,0.0,1
2025-08-14,11.7,0.299,0.339,holiday,14.8,8.7,0.0,0.0,0,0.442,0.162,0.069,1
2025-08-15,21.4,0.323,0.298,holiday,14.4,6.8,0.0,0.0,0,0.484,0.139,0.007,1
2025-08-16,14.2,0.331,0.442,holiday,13.6,8.2,0.0,0.0,0,0.627,0.247,0.003,1
2025-08-17,15.5,0.232,0.551,holiday,15.1,5.8,0.0,0.0,0,0.694,0.356,0.068,1
2025-08-18,12.1,0.302,0.219,holiday,14.8,8.0,0.6,,0,0.569,0.235,0.115,1
2025-08-19,20.9,0.289,0.373,holiday,15.8,8.0,0.1,0.0,0,0.379,0.281,0.023,1
2025-08-20,16.6,0.352,,holiday,16.2,8.4,2.1,,0,0.542,0.413,0.005,1
2025-08-21,20.0,0.373,0.312,holiday,16.7,8.7,1.6,0.0,0,0.547,0.132,0.023,1
2025-08-22,14.2,0.253,0.193,holiday,16.0,6.5,0.0,0.0,0,0.597,0.024,0.068,1
2025-08-23,18.2,0.343,0.628,holiday,17.0,7.4,0.2,0.0,0,0.642,0.358,0.036,1
2025-08-24,14.4,0.339,0.559,holiday,17.7,8.9,0.9,0.0,0,0.616,0.388,0.07,1
2025-08-25,16.9,0.38,0.277,holiday,16.9,9.9,0.0,0.0,0,0.448,,0.0,1
2025-08-26,16.9,0.396,0.387,holiday,17.8,9.6,0.0,0.0,0,0.538,0.217,0.022,1
2025-08-27,14.2,0.28,0.262,holiday,17.4,8.2,1.7,0.0,0,,0.236,0.093,1
2025-08-28,11.2,0.373,0.464,holiday,17.4,9.8,0.0,1.0,0,0.564,0.364,0.146,1
2025-08-29,15.0,0.28,0.492,holiday,17.0,6.9,0.0,1.0,0,0.588,0.379,0.072,1
2025-08-30,14.5,0.284,0.563,holiday,18.8,7.7,0.0,0.0,0,,0.37,0.057,1
2025-08-31,14.6,0.29,0.591,holiday,19.7,7.2,1.2,0.0,0,0.73,0.341,0.094,1
2025-09-01,13.4,0.266,0.0,weekday,18.3,7.1,0.0,0.0,0,0.4,0.0,0.649,1
2025-09-02,12.4,0.355,0.0,weekday,18.6,9.6,1.4,0.0,0,0.386,0.0,0.616,1
2025-09-03,14.0,0.297,0.0,weekday,17.8,7.7,3.2,0.0,0,0.498,0.0,0.656,1
2025-09-04,13.2,0.309,,weekday,19.7,8.0,0.0,1.0,0,0.459,0.216,0.635,1
2025-09-05,15.1,0.306,0.092,weekday,18.2,8.5,0.6,0.0,0,0.539,0.092,,1
2025-09-06,14.2,0.322,0.552,holiday,18.8,8.4,0.0,0.0,0,0.741,0.369,0.007,1
2025-09-07,17.6,0.301,0.612,holiday,18.3,8.1,0.0,0.0,0,0.729,0.313,0.079,1
2025-09-08,15.7,0.232,0.011,weekday,20.4,5.5,2.8,0.0,0,0.512,0.0,0.637,1
2025-09-09,13.0,0.273,0.0,weekday,20.4,7.0,0.0,0.0,0,0.337,0.225,0.693,1
2025-09-10,11.3,0.294,0.001,weekday,20.8,8.8,0.0,0.0,0,0.488,0.119,0.62,1
2025-09-11,17.6,0.242,0.025,weekday,20.9,4.7,0.0,0.0,0,0.444,0.063,0.575,1
