date,holiday,temperature_c,rainfall_mm,wind_speed_mps,snowfall_cm,event_local_flag,typhoon_alert_flag,mobility_inflow_index,tourist_inflow_count,lodging_occupancy_ratio,rail_ridership,temple_shrine_visits,y
2025-01-18,holiday,24.6,5.4,3.6,3.1,,0,0.608,0.611,0.647,0.075,0.606,0.582
2025-01-19,holiday,23.8,6.5,5.6,0.6,0.0,0,,,0.551,0.105,0.656,0.488
2025-01-20,holiday,24.1,1.9,6.2,2.6,0.0,0,0.672,0.175,0.248,0.163,0.268,0.403
2025-01-21,holiday,23.6,2.4,6.5,2.3,0.0,0,0.504,0.43,0.369,0.091,0.304,0.479
2025-01-22,holiday,23.2,,3.6,4.2,0.0,0,,0.338,0.337,,0.375,0.498
2025-01-23,holiday,23.5,5.2,5.3,3.0,0.0,0,0.614,0.479,0.393,0.045,0.349,0.512
2025-01-24,holiday,23.1,3.3,3.2,2.2,0.0,0,,0.324,0.214,0.0,0.374,0.433
2025-01-25,holiday,22.2,0.4,5.4,7.6,0.0,0,0.743,0.523,,0.108,0.573,0.519
2025-01-26,holiday,22.2,1.9,5.5,2.2,0.0,0,0.588,0.491,0.676,0.118,0.558,0.569
2025-01-27,holiday,22.2,3.0,4.6,8.5,0.0,0,0.459,0.194,0.298,0.092,0.4,0.487
2025-01-28,holiday,22.8,3.5,4.7,5.8,0.0,0,0.619,0.315,0.366,0.135,0.468,0.474
2025-01-29,holiday,21.6,0.4,4.0,3.7,0.0,0,0.567,0.305,0.333,0.093,0.328,0.518
2025-01-30,holiday,22.4,3.6,5.4,1.4,0.0,0,0.555,0.349,0.291,0.08,0.305,0.435
2025-01-31,holiday,23.1,3.4,4.3,3.1,0.0,0,0.361,0.333,0.27,0.042,0.42,0.488
2025-02-01,holiday,21.7,6.7,4.6,3.5,0.0,0,0.687,0.442,0.496,0.102,0.614,0.498
2025-02-02,holiday,20.7,2.1,5.3,2.9,0.0,0,0.728,0.443,0.581,0.101,0.64,0.507
2025-02-03,weekday,20.9,4.9,5.9,2.8,1.0,0,0.346,0.334,0.233,0.671,0.295,0.327
2025-02-04,weekday,20.0,,3.8,4.1,0.0,0,0.453,0.049,0.045,0.693,0.03,0.008
2025-02-05,weekday,19.5,7.0,4.7,1.3,0.0,0,0.432,0.128,0.069,0.653,0.051,0.014
2025-02-06,weekday,19.8,0.3,5.9,6.5,1.0,0,0.269,0.324,0.23,0.553,0.303,0.321
2025-02-07,weekday,20.3,5.2,7.5,4.9,0.0,0,0.507,0.086,,0.792,0.05,0.041
2025-02-08,holiday,20.3,2.1,3.3,4.0,0.0,0,0.605,0.428,0.554,0.097,0.6,0.55
2025-02-09,holiday,21.1,2.3,4.8,2.1,0.0,0,0.771,0.409,0.465,0.103,0.571,0.529
2025-02-10,weekday,21.3,0.9,7.7,6.5,0.0,0,0.435,0.025,0.086,0.617,0.052,0.104
2025-02-11,weekday,20.5,9.5,3.6,4.6,0.0,0,0.493,0.0,,0.678,0.057,0.078
2025-02-12,weekday,20.6,2.3,6.0,0.0,0.0,0,0.497,0.092,0.0,,0.078,0.059
2025-02-13,weekday,19.5,0.9,2.7,4.0,0.0,0,0.409,0.0,0.075,0.748,0.096,0.029
2025-02-14,weekday,19.6,5.2,5.2,3.2,0.0,0,0.412,0.083,0.092,0.588,0.089,0.078
2025-02-15,holiday,18.6,1.7,5.2,5.2,0.0,0,0.772,0.461,0.549,0.096,0.584,0.557
2025-02-16,holiday,18.9,3.5,5.0,1.1,0.0,0,0.654,0.572,0.673,0.06,0.564,0.547
2025-02-17,weekday,18.3,2.9,5.0,6.6,0.0,0,0.536,0.0,0.0,0.788,0.07,0.01
2025-02-18,weekday,16.9,9.0,5.3,5.6,0.0,0,0.453,0.201,0.017,0.617,0.104,0.066
2025-02-19,weekday,17.6,5.7,7.5,1.2,0.0,0,0.365,0.032,0.03,0.54,0.12,0.045
2025-02-20,weekday,16.5,2.6,5.5,2.9,0.0,0,0.449,0.002,0.002,0.666,0.216,0.006
2025-02-21,weekday,16.3,3.4,4.2,4.2,0.0,0,0.44,0.06,0.0,0.68,0.027,0.048
2025-02-22,holiday,18.4,2.3,4.5,2.4,0.0,0,0.488,0.366,0.548,0.026,0.665,0.519
2025-02-23,holiday,16.6,5.5,3.7,3.5,0.0,0,0.612,,0.623,0.125,0.62,0.46
2025-02-24,weekday,16.5,1.2,5.4,5.6,0.0,0,0.413,0.085,0.087,0.612,0.049,0.08
2025-02-25,,16.3,,4.6,7.0,,0,0.657,0.109,0.076,0.642,0.131,0.009
2025-02-26,weekday,15.5,1.2,5.7,6.8,0.0,0,,0.011,0.065,0.613,0.099,0.009
2025-02-27,weekday,17.2,2.0,6.2,3.1,0.0,0,0.493,0.0,0.038,0.745,0.0,0.02
2025-02-28,weekday,14.4,2.9,5.4,4.7,0.0,0,0.372,0.0,0.069,,0.035,0.017
2025-03-01,holiday,18.2,2.4,5.2,6.2,0.0,0,0.661,0.435,0.544,0.078,0.613,0.573
2025-03-02,holiday,16.4,2.9,6.4,4.3,0.0,0,0.529,0.39,0.509,0.097,0.609,0.471
2025-03-03,weekday,15.9,1.6,6.1,6.3,0.0,0,0.426,0.052,0.0,0.571,0.027,0.026
2025-03-04,weekday,16.9,2.2,6.2,1.6,0.0,0,0.321,0.0,0.0,0.679,0.065,0.006
2025-03-05,weekday,14.5,4.4,5.8,5.4,0.0,0,0.304,,0.0,0.685,0.049,0.0
2025-03-06,weekday,14.9,5.7,4.8,3.5,0.0,0,0.426,0.067,0.0,0.661,0.023,0.026
2025-03-07,weekday,16.5,,4.4,6.4,1.0,0,0.415,0.21,,0.751,0.321,0.294
2025-03-08,holiday,15.5,2.2,3.1,6.5,0.0,0,0.858,0.401,0.559,0.071,,0.493
2025-03-09,holiday,13.8,1.2,2.0,5.8,0.0,0,0.673,0.378,0.614,0.126,0.502,0.547
2025-03-10,weekday,14.1,4.7,5.7,2.3,0.0,0,0.405,,0.043,0.709,0.023,0.024
2025-03-11,weekday,13.5,2.9,4.9,7.1,0.0,0,0.476,0.0,0.0,0.627,0.105,0.044
2025-03-12,weekday,13.7,3.3,6.6,4.4,0.0,0,0.329,0.0,0.017,0.649,0.053,0.002
2025-03-13,weekday,14.5,1.8,7.0,5.5,0.0,0,0.387,0.08,,0.717,0.044,0.073
2025-03-14,weekday,12.3,6.5,5.2,3.6,0.0,0,0.406,0.066,,0.672,0.091,0.007
2025-03-15,holiday,13.6,1.8,7.6,6.5,0.0,0,0.626,0.521,0.658,0.045,0.54,0.592
2025-03-16,holiday,12.0,3.9,5.4,3.6,0.0,0,0.674,0.502,0.632,0.127,0.531,0.561
2025-03-17,weekday,13.8,4.7,2.4,6.3,0.0,0,0.374,0.051,,0.589,0.098,0.041
2025-03-18,weekday,10.9,0.6,5.2,6.3,0.0,0,0.417,0.0,0.0,0.599,0.0,0.0
2025-03-19,weekday,12.2,3.7,5.8,5.7,0.0,0,0.331,0.051,0.038,0.693,0.05,0.011
2025-03-20,weekday,12.4,2.5,3.0,8.3,1.0,0,0.498,0.219,0.247,0.695,0.322,0.267
2025-03-21,weekday,12.0,2.7,3.9,5.6,0.0,0,,0.0,0.0,0.691,0.073,0.0
2025-03-22,holiday,11.2,6.7,5.8,3.4,0.0,0,0.594,0.461,0.682,0.243,0.527,0.468
2025-03-23,holiday,11.4,3.1,4.0,4.7,0.0,0,0.481,0.449,0.565,0.038,0.51,0.516
2025-03-24,weekday,11.4,5.2,5.0,6.0,0.0,0,0.525,0.037,0.0,0.612,0.034,0.037
2025-03-25,weekday,11.6,8.2,1.8,8.8,1.0,0,0.471,0.204,0.274,0.598,0.213,0.26
2025-03-26,weekday,10.6,1.4,4.9,1.9,0.0,0,0.444,0.0,0.03,0.753,0.055,0.0
2025-03-27,weekday,10.8,,3.7,4.7,0.0,0,0.396,0.009,0.0,0.639,0.0,0.0
2025-03-28,weekday,9.8,4.6,5.0,9.2,0.0,0,0.44,0.0,0.0,0.713,0.038,0.0
2025-03-29,holiday,10.3,3.0,6.6,7.3,0.0,0,0.703,0.395,0.535,0.098,0.606,0.488
2025-03-30,holiday,11.4,12.3,6.6,6.4,0.0,0,0.617,0.33,0.533,0.073,0.512,0.463
2025-03-31,weekday,10.1,4.5,3.4,3.0,0.0,0,0.419,0.026,0.0,0.642,0.0,0.0
2025-04-01,weekday,9.9,2.7,6.0,2.9,0.0,0,0.296,0.073,0.033,0.633,0.029,0.002
2025-04-02,weekday,9.4,3.0,6.4,0.0,1.0,0,0.357,0.332,0.306,0.686,0.294,0.297
2025-04-03,weekday,11.8,0.7,6.3,0.0,1.0,0,0.284,0.208,0.302,,0.321,0.264
2025-04-04,weekday,9.6,1.1,7.3,0.1,1.0,0,0.326,0.365,0.349,0.719,0.192,0.294
2025-04-05,holiday,9.2,6.0,4.2,0.5,0.0,0,0.702,0.153,0.449,0.087,0.547,0.378
2025-04-06,holiday,9.6,3.7,6.7,0.0,0.0,0,0.707,0.407,0.547,0.096,0.514,0.501
2025-04-07,weekday,8.6,4.3,6.4,0.0,0.0,0,0.349,0.089,0.0,0.619,0.009,0.0
2025-04-08,weekday,10.3,2.9,4.5,0.0,0.0,0,0.38,0.0,0.0,0.561,0.0,0.0
2025-04-09,weekday,9.9,3.5,7.9,2.0,0.0,0,,0.0,0.0,,0.0,0.0
2025-04-10,weekday,9.1,4.3,6.6,0.0,0.0,0,0.493,0.038,0.039,,0.034,0.0
2025-04-11,weekday,8.7,7.0,6.3,0.4,0.0,0,0.397,0.0,0.0,0.691,0.038,0.001
2025-04-12,holiday,8.8,1.4,5.0,0.0,0.0,0,0.703,0.421,0.573,0.159,0.478,0.5
2025-04-13,holiday,8.0,2.9,5.6,0.0,1.0,0,0.621,0.654,0.763,0.11,,0.727
2025-04-14,weekday,8.4,3.2,3.8,2.5,0.0,0,0.427,0.0,,0.702,0.055,0.031
2025-04-15,weekday,6.6,4.4,4.2,0.0,0.0,0,0.492,0.065,0.04,0.647,0.0,0.0
2025-04-16,weekday,7.7,3.4,5.5,0.0,1.0,0,0.438,0.336,0.226,0.673,0.226,0.319
2025-04-17,weekday,8.0,3.1,5.9,0.0,0.0,0,0.417,0.0,0.149,0.605,0.0,0.045
2025-04-18,weekday,5.2,5.0,4.6,0.0,0.0,0,0.415,0.145,0.072,0.675,0.0,0.032
2025-04-19,holiday,8.1,1.3,4.2,1.1,0.0,0,0.633,0.508,0.68,,0.442,0.488
2025-04-20,holiday,6.5,7.8,5.9,0.0,0.0,0,0.692,0.325,0.505,0.033,0.523,0.418
2025-04-21,weekday,6.9,1.8,5.8,0.0,0.0,0,0.365,0.0,0.0,0.672,0.035,0.0
2025-04-22,weekday,6.6,2.7,6.7,3.7,0.0,0,0.389,0.016,0.0,0.528,0.0,0.011
2025-04-23,weekday,7.3,3.5,5.6,0.4,0.0,0,0.459,,0.0,0.696,0.0,0.049
2025-04-24,weekday,7.6,2.5,2.9,0.1,1.0,0,0.436,0.257,0.35,0.613,0.297,0.311
2025-04-25,weekday,7.9,3.9,6.3,0.0,,0,0.436,0.033,0.021,0.578,0.0,0.0
2025-04-26,holiday,6.2,10.9,5.9,0.0,0.0,0,0.736,0.311,0.558,0.012,0.538,0.413
2025-04-27,holiday,5.1,2.3,5.5,0.0,0.0,0,0.671,0.384,0.644,0.088,0.555,0.474
2025-04-28,weekday,6.2,4.8,6.0,0.3,0.0,0,0.456,0.074,,0.61,0.13,0.008
2025-04-29,weekday,6.3,4.7,6.1,2.7,0.0,0,0.423,0.028,0.0,0.571,0.0,0.0
2025-04-30,weekday,5.7,4.2,6.5,0.2,0.0,0,0.425,0.0,,0.659,0.043,0.032
2025-05-01,holiday,6.9,1.9,3.5,0.8,0.0,0,0.544,0.27,0.331,,0.208,0.432
2025-05-02,holiday,6.1,4.2,6.3,1.6,0.0,0,0.539,0.09,0.199,0.06,0.256,0.38
2025-05-03,holiday,5.7,1.7,5.7,0.2,0.0,0,0.8,0.311,0.516,,0.501,0.502
2025-05-04,holiday,6.0,,4.2,2.7,0.0,0,0.695,0.327,0.655,0.118,,0.488
2025-05-05,holiday,6.8,4.5,5.6,0.0,0.0,0,0.399,0.169,0.319,0.029,0.344,0.436
2025-05-06,holiday,6.0,8.2,5.0,0.0,0.0,1,0.548,0.134,0.193,0.072,0.294,0.385
2025-05-07,holiday,5.4,1.8,3.5,0.0,0.0,0,0.729,0.11,0.299,0.135,0.219,0.376
2025-05-08,holiday,6.1,4.6,5.9,0.0,0.0,0,0.706,0.213,0.319,0.144,0.272,0.411
2025-05-09,holiday,5.5,,5.8,0.0,0.0,0,,0.233,0.3,0.04,0.217,0.351
2025-05-10,holiday,5.8,,4.9,0.0,0.0,0,0.78,0.385,0.566,0.031,0.458,0.466
2025-05-11,holiday,6.4,1.3,5.7,0.0,0.0,0,0.666,0.444,0.553,0.063,0.479,0.52
2025-05-12,holiday,5.1,1.2,5.5,1.2,0.0,0,0.343,0.163,0.364,0.001,0.127,0.383
2025-05-13,holiday,4.4,4.3,6.7,0.0,0.0,0,0.488,,0.34,0.083,0.146,0.458
2025-05-14,holiday,5.4,1.4,6.6,1.7,0.0,0,0.486,0.273,0.259,0.113,0.371,0.466
2025-05-15,holiday,6.0,1.7,5.0,0.1,0.0,0,0.481,0.255,0.34,0.021,0.217,0.427
2025-05-16,holiday,5.5,2.8,3.8,0.5,0.0,0,0.517,0.24,0.275,0.164,0.243,0.411
2025-05-17,holiday,5.4,1.2,4.8,0.0,0.0,0,0.709,0.479,0.595,0.139,0.516,0.471
2025-05-18,holiday,5.8,1.5,4.1,0.0,0.0,0,0.608,0.266,0.505,0.072,0.45,0.488
2025-05-19,holiday,4.4,2.9,5.6,2.7,0.0,0,0.465,0.171,0.3,0.087,0.251,0.396
2025-05-20,holiday,5.7,2.6,6.5,0.0,0.0,0,0.609,0.194,0.347,0.074,0.243,0.431
2025-05-21,holiday,4.6,1.1,5.2,0.0,0.0,0,0.556,0.091,0.173,0.058,0.268,0.378
2025-05-22,holiday,5.6,4.3,5.7,1.2,0.0,0,0.427,0.234,,0.0,0.158,0.403
2025-05-23,holiday,4.6,1.3,6.1,0.0,0.0,0,0.539,,0.206,0.125,0.327,0.418
2025-05-24,holiday,5.2,1.0,3.2,0.0,0.0,0,0.799,0.456,0.575,0.254,0.43,0.501
2025-05-25,holiday,3.6,4.0,4.5,0.0,0.0,0,0.564,0.383,0.531,0.07,0.519,0.46
2025-05-26,holiday,5.2,6.0,5.5,0.0,0.0,0,0.595,0.195,0.376,0.116,0.237,0.397
2025-05-27,holiday,4.6,1.4,3.6,1.1,0.0,0,0.527,0.095,0.231,0.046,0.306,0.396
2025-05-28,holiday,5.0,1.9,6.7,4.4,0.0,0,0.382,0.178,0.366,0.033,0.234,0.417
2025-05-29,holiday,5.3,1.8,5.4,1.0,0.0,0,0.619,0.299,0.351,0.041,0.29,0.479
2025-05-30,holiday,4.8,2.3,5.9,3.3,0.0,0,0.476,0.167,0.361,0.074,0.283,0.481
2025-05-31,holiday,5.7,5.0,4.3,0.0,0.0,0,0.607,0.3,0.555,0.073,0.495,0.473
2025-06-01,holiday,4.7,4.2,5.6,0.0,1.0,0,0.637,0.719,0.878,0.078,0.633,0.767
2025-06-02,weekday,4.8,2.1,8.3,2.3,0.0,0,0.412,0.004,0.056,0.679,0.048,0.008
2025-06-03,weekday,5.6,5.7,4.8,0.4,,0,0.55,0.0,0.0,0.701,0.015,0.0
2025-06-04,weekday,5.5,2.4,6.2,0.0,1.0,0,0.592,0.315,0.298,0.693,0.201,0.325
2025-06-05,weekday,4.6,20.1,6.5,1.6,0.0,1,0.239,0.0,0.001,0.582,0.0,0.013
2025-06-06,weekday,5.3,18.4,4.4,0.0,0.0,0,0.315,0.0,0.0,0.699,0.0,0.0
2025-06-07,holiday,3.3,27.6,5.3,0.0,0.0,0,0.644,0.293,0.631,0.026,0.495,0.409
2025-06-08,holiday,5.6,19.1,5.3,3.5,1.0,0,0.727,0.49,0.817,0.109,0.715,0.716
2025-06-09,weekday,4.6,20.2,8.6,1.8,1.0,0,0.331,,0.212,,0.173,0.215
2025-06-10,weekday,5.3,19.9,3.4,0.0,1.0,0,0.447,0.091,0.202,0.633,0.236,0.198
2025-06-11,weekday,4.7,19.4,3.4,0.0,0.0,0,0.418,0.0,0.022,0.617,0.019,0.0
2025-06-12,weekday,6.4,18.6,4.8,0.0,0.0,0,0.45,0.0,0.038,0.733,0.0,0.0
2025-06-13,weekday,4.6,21.8,4.3,0.0,0.0,0,0.48,,0.0,0.655,0.0,0.009
2025-06-14,holiday,4.9,21.4,5.0,0.1,1.0,0,0.641,0.571,0.79,0.029,0.773,0.738
2025-06-15,holiday,6.6,22.7,2.8,0.0,0.0,0,0.603,0.404,0.567,0.0,0.537,0.458
2025-06-16,weekday,5.1,21.9,3.2,3.7,0.0,0,0.407,0.004,0.0,0.559,0.0,0.0
2025-06-17,weekday,5.8,21.7,4.0,3.9,1.0,0,0.412,0.084,0.251,0.551,0.202,0.281
2025-06-18,weekday,6.7,20.6,6.3,3.1,0.0,0,0.501,0.0,0.085,0.682,0.008,0.0
2025-06-19,weekday,6.2,26.3,6.1,1.2,0.0,0,0.419,0.035,0.0,0.572,0.0,0.0
2025-06-20,weekday,7.0,21.3,4.7,0.0,0.0,0,0.543,0.0,0.088,0.6,0.0,0.0
2025-06-21,holiday,5.9,20.0,4.8,0.0,0.0,0,0.679,0.317,0.5,0.097,0.424,0.383
2025-06-22,holiday,8.2,18.7,4.9,2.1,0.0,0,0.657,0.114,0.523,0.068,0.581,0.357
2025-06-23,weekday,7.5,21.9,5.5,0.1,0.0,0,0.558,0.0,0.015,0.61,0.01,0.0
2025-06-24,weekday,6.3,22.0,4.4,2.3,0.0,0,0.468,0.0,0.103,0.655,0.0,0.0
2025-06-25,weekday,4.8,21.1,3.9,0.1,0.0,0,0.42,0.0,0.01,0.607,0.077,0.0
2025-06-26,weekday,6.9,20.8,6.7,0.6,0.0,0,0.523,0.0,0.0,0.64,0.034,0.0
2025-06-27,weekday,7.6,23.4,4.4,0.0,0.0,0,0.368,0.0,0.033,0.637,0.008,0.0
2025-06-28,holiday,7.7,21.1,7.2,2.4,0.0,0,0.748,0.446,0.653,0.058,0.483,0.455
2025-06-29,holiday,5.9,21.7,6.5,1.3,0.0,0,0.695,0.343,0.575,0.071,0.529,0.4
2025-06-30,weekday,7.8,19.3,5.4,1.6,0.0,0,0.576,0.04,0.018,0.765,0.067,0.0
2025-07-01,weekday,6.4,21.8,5.1,0.0,0.0,0,0.451,0.0,0.0,0.671,0.048,0.0
2025-07-02,weekday,9.2,20.1,4.9,0.0,0.0,0,0.386,0.0,0.0,0.644,0.095,0.0
2025-07-03,weekday,7.2,20.0,3.9,0.8,0.0,0,0.431,0.0,0.041,0.668,0.0,0.0
2025-07-04,weekday,7.9,23.1,7.2,0.5,0.0,0,0.435,0.0,0.023,0.686,0.065,0.0
2025-07-05,holiday,8.9,20.4,5.9,0.0,1.0,0,0.635,0.66,0.826,0.0,0.668,0.771
2025-07-06,holiday,7.9,20.1,5.2,0.0,0.0,0,0.672,0.217,0.51,0.195,0.496,0.393
2025-07-07,weekday,8.1,19.1,4.9,0.0,0.0,0,0.431,0.0,0.0,0.625,,0.0
2025-07-08,weekday,8.4,24.0,2.9,0.0,0.0,0,0.346,0.0,0.0,0.617,0.068,0.008
2025-07-09,weekday,7.4,22.3,7.3,0.0,0.0,0,0.473,0.0,0.0,0.708,0.0,0.0
2025-07-10,weekday,8.8,23.1,4.3,1.2,0.0,0,0.398,0.0,0.051,0.675,0.033,0.0
2025-07-11,weekday,8.3,21.4,4.8,0.0,0.0,0,0.433,0.0,0.0,0.643,0.016,0.0
2025-07-12,holiday,9.0,20.9,5.0,0.0,0.0,0,0.566,0.36,0.563,0.124,0.438,0.453
2025-07-13,holiday,8.0,21.5,6.9,0.0,0.0,0,0.72,0.407,0.503,0.154,0.454,0.424
2025-07-14,weekday,9.1,19.8,6.4,1.5,0.0,0,0.33,,0.0,0.639,0.016,0.0
2025-07-15,weekday,9.1,22.3,4.9,0.1,0.0,0,0.348,0.0,0.003,0.649,0.097,0.0
2025-07-16,weekday,8.4,2.0,4.4,0.6,0.0,0,0.4,0.092,0.118,0.735,0.0,0.091
2025-07-17,weekday,9.9,0.9,5.4,0.0,0.0,0,0.407,0.009,0.0,0.574,0.008,0.017
2025-07-18,weekday,11.0,2.5,7.1,0.0,0.0,0,0.438,0.0,0.0,0.629,,0.01
2025-07-19,holiday,9.1,9.1,3.6,0.0,0.0,0,0.596,0.391,0.508,0.115,0.427,0.506
2025-07-20,holiday,10.2,6.8,4.5,0.0,0.0,0,0.539,0.579,0.702,0.0,0.501,0.521
2025-07-21,weekday,11.0,5.3,6.5,0.0,0.0,0,0.476,0.0,0.016,0.696,0.0,0.07
2025-07-22,weekday,10.0,2.6,4.6,2.8,0.0,0,0.452,0.0,0.0,0.525,0.057,0.0
2025-07-23,weekday,10.5,5.1,4.5,0.0,0.0,0,0.544,0.0,0.0,0.642,0.04,0.015
2025-07-24,weekday,10.5,1.1,4.3,1.3,0.0,0,0.482,0.0,0.022,0.76,0.093,0.005
2025-07-25,weekday,10.4,1.8,4.7,0.0,0.0,0,0.373,0.038,0.06,0.641,0.091,0.068
2025-07-26,holiday,12.6,0.9,6.6,0.0,0.0,0,0.567,0.385,0.546,0.081,0.58,0.551
2025-07-27,holiday,10.7,3.1,6.2,0.0,0.0,0,0.736,0.504,0.667,,0.483,0.49
2025-07-28,weekday,11.3,2.5,4.6,0.0,0.0,0,0.481,0.0,0.017,,0.084,0.007
2025-07-29,weekday,11.2,4.1,6.0,0.2,0.0,0,0.451,0.0,0.0,0.608,0.0,0.0
2025-07-30,weekday,10.7,7.5,5.3,2.6,0.0,0,0.624,,0.022,0.657,0.039,0.0
2025-07-31,weekday,12.5,3.5,4.2,0.0,0.0,0,0.394,0.0,0.061,0.625,0.116,0.054
2025-08-01,holiday,10.6,14.7,8.6,0.0,0.0,0,0.44,0.248,0.331,0.0,,0.441
2025-08-02,holiday,13.5,11.9,8.3,0.0,0.0,1,0.513,0.495,0.629,0.079,0.528,0.522
2025-08-03,holiday,13.3,13.0,8.5,0.0,0.0,0,0.661,0.426,0.54,0.038,0.408,0.404
2025-08-04,holiday,14.0,20.6,9.4,0.0,0.0,0,0.546,0.29,0.26,0.011,0.29,0.41
2025-08-05,holiday,12.5,13.3,7.2,1.8,0.0,0,0.557,,0.284,0.012,0.37,0.38
2025-08-06,holiday,14.2,14.1,9.4,1.3,0.0,0,0.49,0.248,0.279,0.128,0.258,0.447
2025-08-07,holiday,14.5,11.6,7.1,0.0,0.0,0,0.696,0.313,0.288,0.039,0.23,0.432
2025-08-08,holiday,13.3,13.0,11.3,0.0,0.0,0,0.546,0.194,0.224,0.019,0.315,0.386
2025-08-09,holiday,13.7,15.4,10.2,0.0,0.0,0,0.621,0.279,0.588,0.033,0.539,0.421
2025-08-10,holiday,15.1,13.3,10.4,0.9,1.0,0,,0.564,0.775,,0.697,0.71
2025-08-11,holiday,14.1,16.8,10.4,0.3,0.0,0,0.722,0.225,0.24,0.065,,0.439
2025-08-12,holiday,14.5,12.1,9.6,0.0,1.0,0,0.373,0.399,0.473,0.075,0.489,0.667
2025-08-13,holiday,13.7,14.6,10.5,0.4,0.0,0,0.626,0.247,0.267,0.017,0.353,0.413
2025-08-14,holiday,16.0,12.8,11.3,0.0,,0,0.538,0.185,0.243,0.096,0.373,0.39
2025-08-15,holiday,14.5,13.1,9.0,0.0,0.0,0,0.611,0.289,0.403,0.089,0.321,0.408
2025-08-16,holiday,16.8,18.7,6.8,0.0,0.0,0,0.756,0.518,0.654,0.099,0.551,0.485
2025-08-17,holiday,15.4,12.9,11.0,3.0,0.0,0,0.531,0.569,0.61,0.065,0.619,0.462
2025-08-18,holiday,15.2,11.0,7.9,0.0,0.0,0,0.549,0.399,0.326,0.101,,0.461
2025-08-19,holiday,16.8,16.4,6.9,0.0,0.0,0,0.668,0.256,0.24,0.149,0.245,0.426
2025-08-20,holiday,15.5,11.3,9.8,0.0,0.0,0,0.697,0.288,0.346,0.058,0.359,0.4
2025-08-21,holiday,16.7,12.1,8.5,0.0,0.0,0,0.55,0.367,0.392,0.019,0.347,0.508
2025-08-22,holiday,16.4,11.8,8.8,0.7,0.0,0,0.584,0.245,0.314,0.053,0.326,0.462
2025-08-23,holiday,17.3,12.3,9.4,0.0,0.0,0,0.56,0.351,0.658,0.035,0.586,0.464
2025-08-24,holiday,18.1,14.4,10.7,1.0,0.0,0,0.714,0.365,0.556,0.0,0.587,0.406
2025-08-25,holiday,17.1,15.8,8.4,0.8,0.0,0,0.58,0.166,0.244,,0.353,0.412
2025-08-26,holiday,17.5,13.2,10.2,2.0,0.0,0,0.489,0.118,0.301,0.099,0.205,0.391
2025-08-27,holiday,16.7,12.2,7.8,0.0,0.0,0,0.697,0.183,0.294,0.101,0.377,0.391
2025-08-28,holiday,17.9,12.5,8.6,3.2,0.0,0,0.476,,0.257,0.044,0.354,0.425
2025-08-29,holiday,18.4,15.3,10.2,0.0,0.0,0,0.564,0.171,0.322,0.05,0.413,0.404
2025-08-30,holiday,17.8,12.6,8.2,0.9,0.0,0,0.687,0.293,0.543,0.094,0.508,0.431
2025-08-31,holiday,19.5,13.5,11.5,0.0,0.0,0,0.578,0.629,0.596,0.1,0.628,0.535
2025-09-01,weekday,18.5,14.3,11.5,0.0,0.0,0,0.426,0.0,0.102,0.651,0.146,0.036
2025-09-02,weekday,19.0,11.5,9.6,0.0,0.0,0,0.431,0.0,,0.668,0.006,0.0
2025-09-03,weekday,18.4,16.3,11.3,0.0,0.0,0,0.397,0.0,0.041,0.728,0.144,0.034
2025-09-04,weekday,20.3,17.5,8.9,0.0,0.0,0,0.319,0.05,0.072,0.703,0.158,0.037
2025-09-05,weekday,19.2,17.0,8.2,0.2,0.0,0,,0.098,0.027,0.734,0.026,0.043
2025-09-06,holiday,19.6,13.2,9.1,0.0,0.0,0,0.583,0.359,0.585,0.101,0.54,0.461
2025-09-07,holiday,19.6,12.9,9.5,0.0,0.0,0,0.698,0.347,,0.01,0.511,0.477
2025-09-08,weekday,20.0,15.4,7.9,0.6,0.0,0,0.387,0.0,0.0,0.59,0.045,0.032
2025-09-09,weekday,20.6,15.9,10.4,0.0,0.0,0,0.216,0.123,0.0,0.707,0.0,0.017
2025-09-10,weekday,19.3,15.5,8.6,0.0,0.0,0,0.414,0.0,0.027,0.632,0.075,0.018
2025-09-11,weekday,18.8,20.4,8.7,1.2,0.0,1,0.444,0.107,0.0,0.619,0.096,0.044
