date,holiday,event_local_flag,tourist_inflow_count,rainfall_mm,temple_shrine_visits,temperature_c,wind_speed_mps,snowfall_cm,typhoon_alert_flag,mobility_inflow_index,lodging_occupancy_ratio,rail_ridership,y
2025-01-18,holiday,0.0,0.609,5.9,0.622,24.0,3.4,0.5,0,0.615,0.501,0.114,0.304
2025-01-19,holiday,0.0,0.416,1.4,0.597,22.8,0.9,3.6,0,0.565,0.56,,0.262
2025-01-20,holiday,0.0,0.28,,0.413,23.5,4.1,0.0,0,0.465,0.301,,0.266
2025-01-21,holiday,0.0,0.244,0.9,0.347,23.5,5.0,3.3,0,0.588,0.339,0.088,0.309
2025-01-22,holiday,0.0,0.312,2.6,0.329,22.8,3.9,2.7,0,0.55,0.243,0.054,0.314
2025-01-23,holiday,0.0,0.235,2.2,0.332,23.1,4.5,2.6,0,0.372,0.296,0.095,0.257
2025-01-24,holiday,0.0,0.292,1.6,0.372,22.6,6.5,1.7,0,0.555,0.312,0.109,0.382
2025-01-25,holiday,0.0,0.511,6.2,0.555,21.7,5.6,2.5,0,0.587,0.555,0.049,0.294
2025-01-26,holiday,0.0,0.499,5.7,0.627,23.0,4.0,1.3,0,0.733,0.666,0.058,0.388
2025-01-27,holiday,0.0,0.151,2.2,0.322,22.7,5.4,2.2,0,,0.346,0.047,0.317
2025-01-28,holiday,0.0,0.284,5.9,0.375,23.7,4.0,0.4,0,0.496,0.333,0.002,0.288
2025-01-29,holiday,0.0,0.155,1.9,0.281,22.8,3.3,4.7,0,0.561,0.374,0.018,0.294
2025-01-30,holiday,0.0,0.267,1.3,0.342,22.6,1.9,3.3,0,0.333,0.271,0.007,0.211
2025-01-31,holiday,0.0,0.294,1.6,0.247,22.7,5.5,5.1,0,0.457,0.272,0.004,0.278
2025-02-01,holiday,0.0,0.633,5.9,0.59,22.7,4.0,3.9,0,0.804,0.632,0.124,0.396
2025-02-02,holiday,0.0,0.46,5.9,0.588,21.6,5.1,5.0,0,0.659,0.558,0.026,0.323
2025-02-03,weekday,0.0,0.022,6.4,0.058,21.3,5.2,2.2,0,0.413,0.0,0.646,0.335
2025-02-04,weekday,0.0,0.142,1.7,0.068,21.1,2.9,0.9,0,0.492,0.0,0.67,0.455
2025-02-05,weekday,0.0,0.1,5.0,0.048,19.7,5.4,6.0,0,0.337,0.045,0.629,0.386
2025-02-06,weekday,0.0,0.153,2.2,0.05,20.2,3.3,4.9,0,0.423,0.0,0.605,0.413
2025-02-07,weekday,0.0,0.0,4.4,0.0,20.2,3.1,5.9,0,0.367,0.0,0.638,0.381
2025-02-08,holiday,0.0,0.394,1.6,0.563,21.3,3.7,2.9,0,0.672,0.554,0.0,0.264
2025-02-09,holiday,0.0,0.569,2.6,0.61,20.1,2.9,4.1,0,0.668,0.557,0.222,0.507
2025-02-10,weekday,0.0,0.123,7.3,0.124,18.1,5.6,1.2,0,0.49,0.0,0.561,0.298
2025-02-11,weekday,0.0,0.096,3.3,0.024,18.9,6.9,4.7,0,0.416,0.092,0.678,0.418
2025-02-12,weekday,0.0,0.056,4.8,0.0,19.5,5.9,4.0,0,0.297,0.043,0.604,0.35
2025-02-13,weekday,0.0,0.058,5.6,0.0,18.4,5.5,3.5,0,0.417,0.094,0.712,0.413
2025-02-14,weekday,1.0,0.397,0.5,0.321,19.5,6.0,2.7,0,0.562,0.325,0.68,0.51
2025-02-15,holiday,0.0,0.302,7.1,0.576,18.2,3.6,4.1,0,0.579,0.572,0.181,0.346
2025-02-16,holiday,0.0,0.466,3.7,0.607,17.7,4.8,2.9,0,0.679,0.502,0.034,0.31
2025-02-17,weekday,0.0,0.132,6.7,0.021,19.2,5.3,1.3,0,0.419,0.0,0.651,0.374
2025-02-18,weekday,0.0,0.0,2.6,0.132,19.4,5.8,5.2,0,0.353,0.076,0.653,0.377
2025-02-19,weekday,1.0,0.353,1.7,0.25,18.3,5.5,1.7,0,0.454,0.161,0.676,0.486
2025-02-20,weekday,0.0,0.058,6.5,0.019,18.5,2.7,1.5,0,0.456,0.0,0.632,0.343
2025-02-21,weekday,,0.179,3.6,0.054,18.0,3.2,3.5,0,0.358,0.0,0.576,0.316
2025-02-22,holiday,0.0,0.41,1.6,0.533,17.0,3.6,1.9,0,0.765,0.615,0.089,0.402
2025-02-23,holiday,1.0,0.774,4.3,0.742,17.1,4.3,4.9,0,0.682,0.818,0.132,0.411
2025-02-24,weekday,0.0,,1.5,0.0,16.4,4.7,1.8,0,0.186,0.061,0.731,0.381
2025-02-25,weekday,0.0,0.0,4.3,0.106,16.8,3.9,3.4,0,0.499,0.0,,0.506
2025-02-26,weekday,0.0,0.092,3.9,0.073,16.7,5.0,5.3,0,0.394,0.0,0.766,0.445
2025-02-27,weekday,0.0,0.121,,0.051,17.4,4.7,2.0,0,0.46,0.0,0.581,0.352
2025-02-28,weekday,0.0,0.0,3.1,0.043,15.6,4.3,6.1,0,0.304,,0.678,0.321
2025-03-01,holiday,0.0,0.418,6.4,0.567,15.9,5.4,5.8,0,0.63,0.502,0.1,0.32
2025-03-02,holiday,0.0,0.366,3.7,0.549,15.8,5.1,6.4,0,0.544,0.524,0.123,0.36
2025-03-03,weekday,0.0,0.12,1.2,,13.6,5.3,7.0,0,0.494,,0.753,0.503
2025-03-04,weekday,0.0,0.006,3.1,0.123,17.0,3.3,2.7,0,0.559,0.009,,0.475
2025-03-05,weekday,0.0,0.048,1.9,0.054,14.2,3.4,6.5,0,0.424,0.097,0.586,0.412
2025-03-06,weekday,0.0,0.147,1.3,0.0,15.3,5.5,7.2,0,0.338,0.101,0.546,0.344
2025-03-07,weekday,0.0,0.0,2.6,0.111,14.0,5.0,5.7,0,0.595,0.0,0.719,0.454
2025-03-08,holiday,1.0,,3.5,0.751,14.6,1.7,6.3,0,0.653,0.901,0.031,0.407
2025-03-09,holiday,0.0,0.438,6.3,0.525,13.8,4.6,5.6,0,0.636,0.529,0.02,0.291
2025-03-10,weekday,0.0,0.065,4.3,0.097,15.0,7.8,8.6,0,0.487,0.0,0.715,0.416
2025-03-11,weekday,0.0,0.0,4.1,0.027,13.3,2.0,6.4,0,0.376,0.0,0.704,0.379
2025-03-12,weekday,0.0,0.0,5.6,0.101,13.4,4.7,6.9,0,0.32,0.047,0.675,0.366
2025-03-13,weekday,0.0,0.114,3.8,0.088,13.3,3.7,0.7,0,0.393,0.0,0.765,0.409
2025-03-14,weekday,1.0,0.285,2.2,0.189,16.1,2.9,3.7,0,0.354,0.259,0.602,0.38
2025-03-15,holiday,0.0,0.435,3.0,0.549,12.6,3.7,2.7,0,0.651,0.628,0.141,0.415
2025-03-16,holiday,0.0,0.375,7.5,0.517,13.7,5.0,3.6,0,0.717,0.557,0.137,0.375
2025-03-17,weekday,0.0,0.0,3.9,0.12,13.6,3.5,4.5,0,0.418,0.032,0.646,0.388
2025-03-18,weekday,0.0,0.04,3.3,0.102,12.2,2.2,3.0,0,0.438,0.0,0.673,0.37
2025-03-19,weekday,0.0,,7.6,0.0,12.9,5.0,5.4,0,0.369,0.0,0.545,0.323
2025-03-20,weekday,0.0,,0.5,0.0,12.9,3.5,6.8,0,0.351,0.0,0.699,0.422
2025-03-21,weekday,0.0,0.0,2.5,0.03,11.6,4.8,4.3,0,0.496,0.0,0.718,0.445
2025-03-22,holiday,1.0,0.733,1.7,0.84,13.0,5.1,5.7,0,0.778,0.811,0.059,0.406
2025-03-23,holiday,0.0,0.243,6.4,0.526,12.4,4.7,7.3,0,0.654,0.563,0.112,0.338
2025-03-24,weekday,1.0,0.302,2.0,,10.8,5.9,6.6,0,0.277,0.287,0.667,0.397
2025-03-25,weekday,0.0,0.0,1.1,0.0,11.0,1.9,5.9,0,0.401,0.0,0.699,0.414
2025-03-26,weekday,0.0,,4.0,0.025,10.5,5.9,4.5,0,0.495,0.0,0.664,0.383
2025-03-27,weekday,0.0,0.071,3.3,0.03,10.3,2.9,5.1,0,,0.063,0.599,0.342
2025-03-28,weekday,0.0,0.0,4.2,0.0,10.8,2.4,6.6,0,0.163,0.0,0.615,0.289
2025-03-29,holiday,1.0,0.614,3.9,0.749,9.3,4.6,0.0,0,0.675,0.89,,0.373
2025-03-30,holiday,1.0,0.525,2.2,0.722,11.8,3.8,7.8,0,0.691,0.786,0.072,0.422
2025-03-31,weekday,0.0,0.076,0.5,0.032,10.0,3.4,5.9,0,0.243,0.019,0.648,0.389
2025-04-01,weekday,0.0,0.039,1.0,0.055,9.5,2.5,0.0,0,0.476,0.0,0.691,0.406
2025-04-02,weekday,0.0,0.032,1.3,0.056,9.9,4.5,0.0,0,0.414,0.051,0.722,0.391
2025-04-03,weekday,0.0,0.0,4.1,0.022,10.7,3.5,2.2,0,0.357,0.077,0.636,0.393
2025-04-04,weekday,0.0,0.003,1.9,0.0,8.3,3.9,1.2,0,0.431,0.0,0.683,0.4
2025-04-05,holiday,0.0,0.196,6.1,0.488,8.8,3.6,0.0,0,0.836,0.498,0.139,0.4
2025-04-06,holiday,0.0,0.382,4.6,0.515,8.3,4.4,1.1,0,0.792,0.615,0.152,0.352
2025-04-07,weekday,1.0,0.172,0.8,0.166,8.9,3.5,0.0,0,0.39,0.226,0.589,0.389
2025-04-08,weekday,0.0,0.0,5.8,0.003,9.8,2.3,0.0,0,0.366,0.0,0.589,0.306
2025-04-09,weekday,0.0,0.0,9.7,0.02,8.6,2.8,0.0,0,0.392,0.049,0.595,0.35
2025-04-10,weekday,0.0,0.009,6.7,0.0,10.2,2.8,0.1,0,0.309,0.0,0.602,0.323
2025-04-11,weekday,0.0,0.074,6.2,,8.5,3.6,0.0,0,0.389,0.03,0.6,0.338
2025-04-12,holiday,0.0,,4.1,0.514,7.7,1.1,0.0,0,0.78,0.555,0.024,0.355
2025-04-13,holiday,0.0,0.379,1.3,0.575,8.5,2.3,1.5,0,0.657,0.495,0.092,0.318
2025-04-14,weekday,0.0,0.0,7.0,0.0,7.3,4.1,0.3,0,0.367,0.0,0.67,0.357
2025-04-15,weekday,0.0,0.0,2.2,0.063,7.1,5.9,0.0,0,0.464,0.0,0.662,0.436
2025-04-16,weekday,0.0,0.053,1.7,0.084,7.8,4.0,1.8,0,0.473,0.0,0.602,0.412
2025-04-17,weekday,0.0,0.0,0.4,0.0,7.8,5.1,0.7,0,0.477,0.0,0.63,0.405
2025-04-18,weekday,0.0,0.0,2.9,0.0,8.1,1.0,0.0,0,0.532,0.0,0.683,0.417
2025-04-19,holiday,0.0,0.492,1.2,0.514,8.0,5.2,0.0,0,0.696,0.607,0.124,0.378
2025-04-20,holiday,0.0,0.386,,0.462,7.6,4.5,0.3,0,0.793,0.543,0.147,0.376
2025-04-21,weekday,0.0,0.047,2.1,0.0,6.6,3.8,0.2,0,0.389,,0.72,0.384
2025-04-22,weekday,0.0,0.0,5.9,0.0,6.9,4.0,1.1,0,0.424,0.008,0.676,0.379
2025-04-23,weekday,0.0,0.031,2.9,0.003,7.0,4.1,3.1,0,0.355,0.0,0.628,0.418
2025-04-24,weekday,0.0,0.115,5.4,0.0,6.9,2.2,0.7,0,0.329,0.0,0.53,0.34
2025-04-25,weekday,0.0,0.0,5.8,0.031,6.1,2.3,0.4,0,0.371,0.027,0.63,0.358
2025-04-26,holiday,0.0,0.364,6.8,0.571,5.7,3.7,0.0,0,0.596,0.617,0.081,0.344
2025-04-27,holiday,0.0,0.352,1.9,0.562,6.6,1.8,0.4,0,0.73,0.507,0.176,0.396
2025-04-28,weekday,0.0,0.0,2.7,0.005,6.6,1.6,1.2,0,0.479,0.065,0.592,0.37
2025-04-29,weekday,0.0,0.0,3.5,0.0,6.1,3.3,0.0,0,0.314,0.02,0.594,0.37
2025-04-30,weekday,0.0,0.028,1.6,0.0,5.4,2.2,0.0,0,0.415,0.012,0.615,0.343
2025-05-01,holiday,0.0,0.174,9.1,0.193,6.1,3.4,0.0,0,0.604,0.394,0.129,0.321
2025-05-02,holiday,0.0,0.041,7.8,0.258,6.2,0.4,0.0,0,,0.242,0.016,0.269
2025-05-03,holiday,1.0,0.482,4.5,0.73,4.5,1.4,0.0,0,0.74,0.758,0.208,0.457
2025-05-04,holiday,0.0,,7.9,0.4,5.5,4.5,0.0,0,0.706,0.652,0.084,0.386
2025-05-05,holiday,0.0,0.124,0.5,0.282,5.9,4.9,0.0,0,0.511,0.248,0.097,0.377
2025-05-06,holiday,0.0,0.309,0.4,,4.8,3.4,0.0,0,0.505,0.209,0.131,0.357
2025-05-07,holiday,0.0,0.123,,0.196,5.2,3.7,0.2,0,0.602,0.32,0.074,0.288
2025-05-08,holiday,0.0,0.27,1.3,0.22,5.0,1.4,0.0,0,0.626,0.265,,0.349
2025-05-09,holiday,0.0,0.192,3.0,0.229,3.3,3.6,1.4,0,0.547,0.359,0.071,0.374
2025-05-10,holiday,0.0,0.319,9.2,0.559,6.5,4.4,1.0,0,0.631,0.543,0.018,0.336
2025-05-11,holiday,0.0,0.242,1.4,0.483,6.0,4.1,2.5,0,0.645,0.575,0.136,0.398
2025-05-12,holiday,0.0,0.312,2.6,0.311,3.4,4.4,0.0,0,0.527,0.304,0.173,0.355
2025-05-13,holiday,0.0,0.157,4.3,0.262,4.3,6.1,1.8,0,0.602,0.312,0.109,0.311
2025-05-14,holiday,0.0,0.188,4.6,0.214,6.4,3.9,0.0,0,0.48,0.166,0.016,0.225
2025-05-15,holiday,1.0,0.389,4.3,0.521,6.0,3.3,0.0,0,0.601,0.502,0.096,0.331
2025-05-16,holiday,0.0,0.167,7.0,0.323,5.1,5.6,1.6,0,0.722,0.27,0.007,0.277
2025-05-17,holiday,0.0,0.368,2.7,0.538,5.1,0.6,0.0,0,0.407,0.564,0.029,0.28
2025-05-18,holiday,0.0,0.462,6.8,0.452,5.4,4.7,0.0,0,0.625,0.56,0.0,0.271
2025-05-19,holiday,1.0,0.517,3.3,0.51,5.1,1.6,0.8,0,0.68,0.515,0.055,0.408
2025-05-20,holiday,0.0,0.253,12.8,0.195,4.5,2.8,0.0,0,0.499,0.365,0.055,0.328
2025-05-21,,0.0,0.054,1.9,0.3,4.7,5.0,0.0,0,0.547,0.318,0.05,0.245
2025-05-22,holiday,0.0,0.166,3.0,0.329,5.8,2.3,0.0,0,0.569,0.277,0.126,0.334
2025-05-23,holiday,0.0,0.19,2.6,0.221,6.7,5.0,0.1,0,0.565,0.235,0.035,0.313
2025-05-24,holiday,0.0,0.475,3.7,0.461,5.8,2.8,0.9,0,0.609,0.556,0.1,0.347
2025-05-25,,0.0,0.371,2.9,0.443,5.0,2.9,0.0,0,0.708,0.567,0.12,0.347
2025-05-26,holiday,1.0,0.399,7.7,0.4,5.1,3.9,2.3,0,0.514,0.518,0.096,0.375
2025-05-27,holiday,0.0,0.257,1.5,0.268,5.2,7.8,0.0,0,0.603,0.331,0.109,0.398
2025-05-28,holiday,0.0,0.281,4.2,0.315,3.9,3.1,0.0,0,0.643,0.285,0.113,0.386
2025-05-29,holiday,0.0,0.277,4.2,0.192,4.7,4.0,0.0,0,0.38,0.352,,0.226
2025-05-30,holiday,0.0,0.077,4.5,0.263,5.7,2.8,1.9,0,0.647,0.318,0.189,0.376
2025-05-31,holiday,0.0,0.432,4.8,0.5,5.7,6.7,1.2,0,0.795,0.47,0.042,0.368
2025-06-01,holiday,0.0,0.176,4.7,0.494,5.3,3.3,1.7,0,0.448,0.596,0.008,0.23
2025-06-02,weekday,0.0,0.0,2.1,0.012,4.6,5.5,1.7,0,0.432,0.018,0.708,0.414
2025-06-03,weekday,0.0,0.0,1.6,0.006,5.0,4.2,2.5,0,0.44,0.04,0.73,0.444
2025-06-04,weekday,0.0,0.058,2.9,0.061,5.7,5.2,0.1,0,0.352,0.0,0.63,0.344
2025-06-05,weekday,,0.0,22.6,0.0,4.9,3.7,1.5,0,0.47,0.0,0.539,0.325
2025-06-06,weekday,0.0,0.0,23.3,0.0,5.2,2.9,0.0,0,0.336,0.135,0.622,0.28
2025-06-07,holiday,0.0,0.422,18.4,0.488,5.6,3.6,0.0,0,0.669,0.584,0.035,0.257
2025-06-08,holiday,0.0,,,0.489,6.3,3.9,0.0,0,0.724,0.583,0.136,0.339
2025-06-09,weekday,0.0,0.0,20.8,0.0,5.0,5.4,0.5,0,0.362,0.011,0.634,0.337
2025-06-10,weekday,0.0,0.0,21.1,0.061,5.5,3.3,2.7,0,0.49,0.0,0.64,0.356
2025-06-11,weekday,0.0,0.0,19.9,0.042,5.1,3.3,1.2,0,0.469,0.035,0.582,0.338
2025-06-12,weekday,0.0,0.0,22.4,0.046,5.5,2.6,1.2,0,0.309,0.01,0.645,0.366
2025-06-13,weekday,0.0,0.0,24.5,0.015,5.9,3.2,0.0,0,0.488,0.0,0.633,0.3
2025-06-14,holiday,0.0,0.237,19.8,0.463,6.3,3.7,0.1,0,0.678,0.572,0.037,0.345
2025-06-15,holiday,1.0,0.557,19.8,0.747,6.4,4.9,2.5,0,0.714,0.878,0.023,0.357
2025-06-16,weekday,0.0,0.0,23.3,0.0,5.7,4.2,0.0,0,,0.0,0.617,0.377
2025-06-17,weekday,0.0,0.0,21.3,0.036,6.1,3.8,0.0,0,0.442,0.0,0.669,0.381
2025-06-18,weekday,0.0,0.0,23.4,0.0,6.2,4.0,1.0,0,0.412,0.031,0.634,0.3
2025-06-19,weekday,0.0,0.0,19.2,0.0,6.5,2.8,1.3,0,0.483,0.0,0.641,0.381
2025-06-20,weekday,0.0,0.0,23.7,0.0,6.2,4.1,0.0,0,0.481,,0.654,0.366
2025-06-21,holiday,0.0,0.443,19.5,0.513,4.7,3.6,0.0,0,0.685,0.583,0.0,0.288
2025-06-22,holiday,1.0,,19.9,0.716,6.0,0.1,0.0,0,0.63,0.755,0.004,0.299
2025-06-23,weekday,0.0,0.0,,0.002,7.1,3.9,0.0,0,0.427,0.005,0.633,0.367
2025-06-24,weekday,0.0,0.0,,0.015,7.1,3.7,0.0,0,0.392,0.116,0.567,0.303
2025-06-25,weekday,0.0,0.0,21.4,0.0,6.5,4.3,0.0,0,0.302,0.0,0.575,0.305
2025-06-26,weekday,0.0,0.0,18.6,0.086,7.7,4.1,0.0,0,0.48,0.015,0.611,0.398
2025-06-27,weekday,0.0,0.0,23.5,0.0,5.5,4.9,0.2,0,0.421,0.0,0.611,0.34
2025-06-28,holiday,0.0,0.364,25.0,0.491,8.5,3.5,0.0,0,0.662,0.488,0.063,0.296
2025-06-29,holiday,0.0,0.293,26.7,0.507,7.9,0.8,2.1,0,0.842,0.517,0.12,0.361
2025-06-30,weekday,0.0,,22.4,0.064,7.9,3.6,1.7,0,0.488,0.0,0.576,0.342
2025-07-01,weekday,0.0,0.0,23.0,0.0,6.6,3.2,0.0,0,0.397,0.028,0.696,0.35
2025-07-02,weekday,0.0,0.0,20.3,0.026,8.3,2.8,0.1,0,0.473,,0.69,0.354
2025-07-03,weekday,0.0,0.0,20.0,0.104,9.5,5.5,0.0,0,0.356,0.0,0.691,0.318
2025-07-04,weekday,0.0,0.0,20.7,0.081,7.8,1.7,0.0,0,0.396,0.0,0.649,0.319
2025-07-05,holiday,0.0,0.395,23.6,0.487,8.1,5.3,0.0,0,0.78,0.554,0.064,0.286
2025-07-06,holiday,0.0,0.28,21.0,0.512,7.9,4.0,0.0,0,0.603,0.621,,0.325
2025-07-07,weekday,0.0,0.0,19.3,0.0,9.6,5.5,3.0,0,0.493,0.0,0.623,0.426
2025-07-08,weekday,0.0,0.0,20.8,,8.8,2.8,0.0,0,0.274,0.055,,0.307
2025-07-09,weekday,0.0,0.0,25.9,0.0,8.5,3.3,0.0,0,0.264,0.0,0.673,0.311
2025-07-10,weekday,0.0,0.096,22.4,0.017,7.4,5.5,0.0,0,0.402,0.0,0.643,0.328
2025-07-11,weekday,0.0,0.0,20.5,0.066,9.3,2.6,1.4,0,0.603,0.065,0.639,0.387
2025-07-12,holiday,0.0,0.341,22.1,0.526,9.5,2.8,1.2,0,0.735,0.556,0.034,0.289
2025-07-13,holiday,0.0,0.32,21.9,0.504,7.8,4.9,0.1,0,0.669,0.602,0.0,0.297
2025-07-14,weekday,0.0,0.0,19.0,0.0,8.8,4.2,0.0,0,0.581,0.0,0.641,0.384
2025-07-15,weekday,0.0,0.025,23.0,0.0,10.2,5.4,0.0,0,0.386,0.011,0.611,0.298
2025-07-16,weekday,0.0,0.0,5.2,0.038,9.3,5.1,1.8,0,0.49,0.0,0.715,0.458
2025-07-17,weekday,1.0,0.265,2.5,0.233,9.3,4.3,0.1,0,,0.24,0.709,0.418
2025-07-18,weekday,0.0,0.123,6.5,0.0,9.4,3.4,0.0,0,0.448,0.058,0.651,0.37
2025-07-19,holiday,0.0,0.37,8.1,0.446,10.2,3.6,1.5,0,0.755,0.498,0.095,0.354
2025-07-20,holiday,0.0,0.339,3.4,0.535,10.3,4.3,0.0,0,0.882,0.578,0.146,0.458
2025-07-21,weekday,0.0,,1.5,0.0,10.4,4.5,1.2,0,0.294,0.049,0.618,0.282
2025-07-22,weekday,0.0,0.0,4.2,0.049,11.6,5.6,0.0,0,0.445,0.075,0.645,0.39
2025-07-23,weekday,0.0,0.0,2.7,0.042,9.3,4.2,0.0,0,0.446,0.035,0.744,0.469
2025-07-24,weekday,0.0,0.0,1.1,0.051,11.7,4.5,0.0,0,0.453,0.038,0.669,0.406
2025-07-25,weekday,1.0,0.312,4.3,0.17,10.2,5.1,1.2,0,0.502,0.329,0.658,0.458
2025-07-26,holiday,0.0,0.365,2.4,0.564,12.0,3.5,1.5,0,0.762,0.629,0.151,0.419
2025-07-27,holiday,0.0,0.304,4.4,0.509,9.7,4.0,0.0,0,0.841,0.63,0.013,0.357
2025-07-28,weekday,0.0,0.0,4.5,0.014,11.8,5.4,0.1,0,0.406,0.0,0.543,0.347
2025-07-29,weekday,0.0,0.049,1.4,0.031,11.1,3.3,2.9,0,0.573,0.056,0.644,0.397
2025-07-30,weekday,0.0,0.0,2.8,0.0,11.5,2.9,0.0,0,0.497,0.028,0.594,0.416
2025-07-31,weekday,0.0,0.033,4.4,0.044,11.7,3.8,0.0,0,0.408,0.0,0.73,0.436
2025-08-01,holiday,0.0,0.105,12.1,0.314,14.0,8.4,0.0,0,0.395,0.307,0.126,0.301
2025-08-02,holiday,0.0,,14.4,0.572,13.0,9.3,0.0,0,0.649,0.56,0.117,0.34
2025-08-03,holiday,0.0,0.556,11.9,,13.5,6.9,0.0,0,0.726,0.695,0.019,0.249
2025-08-04,holiday,0.0,0.13,13.2,0.233,13.4,9.6,0.0,0,0.578,0.255,0.038,0.275
2025-08-05,holiday,0.0,,14.5,0.359,13.2,7.3,0.0,0,0.673,0.363,0.087,0.282
2025-08-06,holiday,0.0,0.173,19.8,0.233,12.5,6.0,0.0,0,0.494,0.233,0.084,0.242
2025-08-07,holiday,0.0,0.113,16.3,0.239,13.4,8.8,0.8,0,0.498,0.228,0.068,0.274
2025-08-08,holiday,0.0,0.181,15.9,0.348,14.4,7.9,1.0,0,0.564,0.314,0.045,0.3
2025-08-09,holiday,0.0,0.314,15.1,0.482,13.9,6.9,0.0,0,0.782,0.62,0.096,0.313
2025-08-10,holiday,0.0,0.366,12.3,0.443,11.8,7.4,0.9,0,0.615,0.558,0.111,0.339
2025-08-11,holiday,0.0,,13.8,0.351,15.4,5.1,0.0,0,0.504,0.286,0.071,0.259
2025-08-12,holiday,1.0,0.427,12.8,0.512,14.4,7.0,2.3,0,0.62,0.473,0.041,0.347
2025-08-13,holiday,0.0,,14.6,0.227,13.6,8.1,0.0,0,0.447,0.206,0.221,0.331
2025-08-14,holiday,0.0,0.086,13.4,,15.5,6.3,0.7,0,0.552,0.256,0.023,0.199
2025-08-15,holiday,0.0,0.112,19.8,0.36,16.5,7.3,2.6,0,0.528,0.247,,0.217
2025-08-16,holiday,0.0,0.365,12.7,0.501,15.2,7.9,0.3,0,0.701,0.521,0.136,0.333
2025-08-17,holiday,,0.469,12.5,0.56,16.5,7.3,1.8,0,0.755,0.548,0.155,0.413
2025-08-18,holiday,0.0,0.15,14.3,0.221,14.9,7.5,0.0,0,0.545,0.269,0.017,0.257
2025-08-19,holiday,0.0,0.154,12.3,0.273,16.7,9.4,4.2,0,0.477,0.301,0.07,0.285
2025-08-20,holiday,0.0,0.25,20.7,0.248,15.7,7.5,1.3,0,,0.388,0.057,0.283
2025-08-21,holiday,0.0,0.172,14.1,0.257,16.3,7.6,0.0,0,0.477,0.24,0.0,0.244
2025-08-22,holiday,0.0,0.155,14.6,0.305,16.4,6.3,1.2,0,0.572,0.336,0.097,0.384
2025-08-23,holiday,0.0,0.437,17.7,0.633,17.2,6.3,0.0,0,0.707,0.605,0.072,0.313
2025-08-24,holiday,0.0,0.462,14.3,0.507,18.4,8.4,0.0,0,0.602,0.634,0.047,0.267
2025-08-25,holiday,0.0,,15.7,0.294,17.5,6.5,0.2,0,0.475,0.297,0.024,0.23
2025-08-26,holiday,0.0,0.182,13.2,,17.9,7.7,0.0,0,0.67,0.417,0.027,0.321
2025-08-27,holiday,0.0,0.334,14.2,0.322,17.7,8.2,0.0,0,,0.303,0.04,0.287
2025-08-28,holiday,0.0,0.179,13.9,0.4,16.3,8.4,0.0,0,0.495,0.287,0.032,0.258
2025-08-29,holiday,0.0,0.137,17.7,0.306,18.5,8.5,0.0,0,0.603,0.374,0.13,0.303
2025-08-30,holiday,0.0,0.433,14.7,,18.7,12.4,1.7,0,0.644,0.591,0.043,0.245
2025-08-31,holiday,1.0,0.656,16.4,0.819,17.8,6.3,0.0,0,0.573,0.883,0.068,0.382
2025-09-01,weekday,0.0,0.0,12.1,,17.7,7.0,3.2,1,0.411,0.02,0.606,0.381
2025-09-02,weekday,0.0,0.104,15.1,0.074,18.3,4.8,0.7,0,0.379,0.0,0.636,0.308
2025-09-03,weekday,0.0,0.026,15.2,0.03,18.5,5.3,0.0,0,0.565,0.038,0.695,0.493
2025-09-04,weekday,1.0,0.26,16.7,0.33,19.6,8.0,1.1,0,0.369,0.225,0.698,0.453
2025-09-05,weekday,0.0,0.0,12.2,0.149,19.6,7.9,0.0,0,0.421,0.0,0.704,0.396
2025-09-06,holiday,0.0,0.394,11.9,0.595,20.2,7.6,0.0,0,0.658,0.547,0.157,0.381
2025-09-07,holiday,0.0,0.371,16.7,0.574,19.1,8.3,0.0,0,0.724,0.518,0.072,0.32
2025-09-08,weekday,0.0,0.0,13.2,0.052,21.5,8.8,0.0,0,0.408,0.021,0.587,0.345
2025-09-09,weekday,0.0,0.0,12.8,0.053,19.9,5.9,0.0,0,0.477,0.0,0.693,0.412
2025-09-10,weekday,0.0,0.0,13.7,0.121,19.9,8.2,1.1,0,0.475,0.001,0.64,0.388
2025-09-11,weekday,0.0,0.0,11.3,0.031,18.7,7.2,3.9,0,0.536,0.025,0.597,0.388
