date,snowfall_cm,holiday,temperature_c,rail_ridership,rainfall_mm,wind_speed_mps,event_local_flag,typhoon_alert_flag,mobility_inflow_index,tourist_inflow_count,lodging_occupancy_ratio,temple_shrine_visits,onsen_visitors_count,beach_crowd_index,snow_quality_index,ski_resort_visitors,y
2024-10-12,0.0,holiday,27.3,0.075,2.2,4.2,0.0,0,0.746,0.498,0.611,0.67,0.309,0.388,0.061,,0
2024-10-13,0.4,holiday,27.5,0.161,3.0,4.6,0.0,0,0.641,0.766,0.671,0.513,0.325,0.505,0.0,0.184,0
2024-10-14,2.1,weekday,29.4,0.702,1.1,3.4,0.0,0,,0.2,0.052,0.148,0.0,0.429,0.0,0.0,0
2024-10-15,1.1,weekday,29.5,0.667,4.6,5.4,0.0,0,0.573,0.219,0.074,0.068,0.006,0.236,0.097,0.113,0
2024-10-16,0.5,weekday,27.0,0.675,6.4,4.4,0.0,0,0.448,0.158,0.052,0.021,0.065,0.17,0.018,0.0,1
2024-10-17,0.0,weekday,27.0,0.533,3.9,3.5,1.0,0,0.404,0.313,0.342,0.276,0.0,0.277,0.0,0.0,0
2024-10-18,0.0,weekday,29.8,0.684,5.3,4.6,0.0,0,0.435,0.0,0.004,0.013,0.017,0.348,0.0,0.0,1
2024-10-19,0.8,holiday,27.5,0.145,7.6,2.4,0.0,0,0.671,0.456,0.546,0.617,0.365,0.504,0.007,0.206,1
2024-10-20,0.5,holiday,27.8,0.079,11.7,4.1,0.0,0,0.569,0.413,0.539,0.621,0.355,0.568,0.02,0.185,0
2024-10-21,0.4,weekday,29.5,0.608,2.4,4.9,0.0,0,0.334,0.036,0.036,0.123,0.014,0.348,0.077,0.043,0
2024-10-22,0.0,weekday,27.4,0.645,0.8,4.8,0.0,0,0.406,0.0,0.026,0.0,0.0,0.19,0.0,0.031,0
2024-10-23,0.1,weekday,29.6,0.671,3.5,4.9,0.0,0,0.524,0.237,0.065,0.036,0.0,0.25,0.0,0.0,0
2024-10-24,0.0,weekday,27.5,0.74,2.6,2.8,0.0,0,0.448,0.072,0.03,0.093,0.0,0.267,0.0,0.002,1
2024-10-25,0.0,weekday,28.2,0.693,4.7,4.4,0.0,0,0.454,0.0,0.0,0.072,0.055,0.205,0.0,0.012,0
2024-10-26,0.5,holiday,28.4,0.251,1.7,4.2,0.0,0,0.895,0.689,0.634,0.537,0.283,,0.0,0.27,1
2024-10-27,0.0,holiday,28.0,0.19,3.1,2.4,0.0,0,,0.737,0.619,,0.357,0.483,0.0,0.265,0
2024-10-28,0.0,weekday,28.4,0.662,10.5,3.9,1.0,0,0.517,0.407,0.252,0.371,0.0,0.385,0.0,0.0,0
2024-10-29,0.0,weekday,28.9,0.737,1.8,4.3,0.0,0,,0.034,0.053,0.083,0.012,0.311,0.0,0.0,0
2024-10-30,0.0,weekday,28.4,0.662,3.5,5.7,0.0,0,0.393,,0.106,0.056,0.0,0.28,0.0,0.0,1
2024-10-31,0.0,weekday,28.9,0.674,2.0,5.0,0.0,0,0.376,0.181,0.012,0.119,,0.371,0.0,0.023,0
2024-11-01,0.0,weekday,28.6,,2.2,4.1,0.0,0,0.317,0.145,0.0,0.228,0.0,0.351,0.0,0.08,0
2024-11-02,0.9,holiday,29.2,0.074,4.7,3.8,0.0,0,0.643,0.511,0.656,0.616,0.368,0.459,0.025,0.2,0
2024-11-03,1.8,holiday,26.8,0.117,0.7,4.3,0.0,0,0.584,0.514,0.611,0.534,0.367,0.493,0.07,0.167,0
2024-11-04,0.5,weekday,29.4,0.664,2.9,2.8,0.0,0,0.45,0.225,0.053,0.026,0.014,0.31,0.0,0.018,0
2024-11-05,1.4,weekday,28.8,0.6,2.4,3.7,0.0,0,0.389,0.226,0.108,0.07,0.004,0.302,0.023,0.003,0
2024-11-06,0.2,weekday,27.8,0.636,6.2,1.9,0.0,0,0.451,0.215,0.119,0.074,0.0,0.348,0.051,0.0,0
2024-11-07,0.0,weekday,29.0,0.662,5.5,1.8,0.0,0,0.51,0.131,0.085,0.095,0.082,0.268,0.0,0.125,1
2024-11-08,1.4,weekday,29.1,0.769,2.5,2.6,0.0,0,0.668,,,0.065,0.01,0.437,0.0,0.0,0
2024-11-09,0.0,holiday,27.8,0.008,2.7,6.0,1.0,0,0.658,0.676,,0.857,0.289,0.658,0.0,0.134,1
2024-11-10,0.4,holiday,29.3,0.048,2.5,5.2,0.0,0,0.66,0.488,0.637,0.673,0.444,0.485,0.09,0.278,0
2024-11-11,0.0,weekday,27.5,0.558,1.5,4.9,1.0,0,0.405,0.334,0.201,0.289,0.0,0.324,0.031,0.082,1
2024-11-12,0.0,weekday,27.8,0.686,0.5,4.9,0.0,0,0.411,0.148,,,0.0,0.395,0.0,0.041,1
2024-11-13,0.0,weekday,28.5,0.596,2.0,5.5,0.0,0,0.404,0.129,0.039,0.115,0.062,0.278,,0.0,0
2024-11-14,0.8,weekday,29.3,0.631,6.5,4.9,0.0,0,0.613,0.0,0.014,0.145,0.017,0.36,0.011,0.0,0
2024-11-15,0.5,weekday,28.5,0.663,0.5,3.6,0.0,0,0.396,0.048,0.007,0.077,0.087,0.379,0.0,0.041,0
2024-11-16,0.0,holiday,28.5,0.058,5.4,4.7,1.0,0,0.715,,0.927,0.788,0.38,0.575,0.0,0.227,0
2024-11-17,0.0,holiday,28.9,0.147,3.0,4.7,0.0,0,0.673,0.54,0.61,0.589,0.352,0.667,0.046,0.149,0
2024-11-18,0.0,weekday,27.4,0.689,,4.0,0.0,0,0.315,0.15,0.059,0.076,0.022,0.281,0.035,0.018,0
2024-11-19,0.0,weekday,27.4,0.573,9.2,4.5,0.0,0,0.365,0.039,,0.082,0.03,0.237,0.0,0.017,1
2024-11-20,0.0,weekday,27.7,0.614,2.7,1.7,0.0,0,0.342,0.174,0.0,0.042,0.0,0.41,0.057,0.0,0
2024-11-21,0.0,weekday,28.8,0.576,4.2,3.2,1.0,0,0.307,0.42,0.34,0.331,0.0,0.369,0.039,0.0,0
2024-11-22,1.9,weekday,28.5,0.69,1.2,4.5,0.0,0,0.519,0.179,0.0,0.132,0.0,0.432,0.016,0.0,1
2024-11-23,0.0,holiday,29.8,0.039,1.0,5.6,1.0,0,0.745,0.678,0.786,0.808,0.429,0.625,0.03,0.14,0
2024-11-24,0.0,holiday,27.8,0.103,7.6,4.0,0.0,0,0.714,0.514,0.652,0.57,0.338,0.438,0.0,0.202,1
2024-11-25,0.0,weekday,28.8,0.607,2.6,2.8,0.0,0,0.394,0.224,0.118,0.07,0.0,0.313,0.0,,0
2024-11-26,0.0,weekday,27.7,0.704,3.8,2.8,0.0,0,,0.223,0.045,0.141,0.026,0.351,0.014,0.0,0
2024-11-27,0.0,weekday,27.5,0.711,3.1,3.4,0.0,0,,0.133,0.006,,0.053,0.247,0.0,0.052,0
2024-11-28,5.5,weekday,27.9,0.597,4.8,4.9,0.0,0,0.429,0.191,0.05,0.082,0.019,0.256,0.058,0.046,0
2024-11-29,1.9,weekday,27.6,0.664,0.4,4.6,0.0,0,0.256,0.008,0.0,0.098,0.039,0.362,0.001,0.0,0
2024-11-30,1.3,holiday,29.2,,4.5,4.2,0.0,0,0.678,0.46,0.581,0.68,0.33,0.487,0.022,0.229,0
2024-12-01,1.0,holiday,28.3,0.112,3.1,2.1,0.0,0,,0.534,0.543,0.554,0.226,0.585,0.039,0.191,0
2024-12-02,0.6,,27.6,0.073,6.4,4.6,0.0,0,0.427,0.35,0.31,0.382,0.2,0.257,0.0,0.087,0
2024-12-03,1.2,holiday,26.9,0.188,1.5,4.3,0.0,0,0.515,0.35,0.33,0.372,0.179,0.35,0.0,0.106,0
2024-12-04,1.6,holiday,26.4,0.084,0.5,3.6,0.0,0,0.574,0.409,0.308,0.427,0.205,0.408,0.011,0.024,0
2024-12-05,3.6,holiday,27.3,0.054,2.0,5.1,0.0,0,0.562,0.329,0.301,0.413,0.205,0.371,0.0,0.032,1
2024-12-06,0.5,holiday,25.8,0.134,5.2,4.0,0.0,0,0.75,0.348,0.288,0.264,0.086,0.26,0.038,0.11,0
2024-12-07,0.1,holiday,27.9,0.107,3.5,5.6,0.0,0,0.75,0.561,0.663,0.531,0.365,0.436,0.0,,0
2024-12-08,1.1,holiday,26.8,0.078,,4.5,0.0,0,0.672,0.498,0.546,0.51,0.302,0.36,0.012,0.226,0
2024-12-09,1.5,holiday,27.7,,4.7,5.0,0.0,0,0.67,0.196,0.293,0.406,0.192,0.364,0.024,0.141,1
2024-12-10,0.2,holiday,25.9,0.065,4.1,3.0,0.0,0,0.518,0.267,0.302,0.367,0.148,0.419,0.0,0.091,0
2024-12-11,0.0,holiday,25.3,0.035,2.9,2.2,0.0,0,0.455,,0.313,0.336,0.193,0.387,0.0,0.082,0
2024-12-12,0.0,holiday,25.8,0.103,8.1,4.5,0.0,0,0.512,0.279,0.296,0.428,0.123,0.227,0.002,0.019,0
2024-12-13,0.0,holiday,25.8,0.018,2.5,4.2,0.0,0,0.568,0.324,0.255,0.346,0.193,0.432,0.0,0.137,0
2024-12-14,3.0,holiday,25.8,0.092,5.4,4.4,1.0,0,0.615,0.697,0.806,0.816,,0.441,0.0,,0
2024-12-15,0.9,holiday,26.8,0.112,2.1,4.6,0.0,0,0.599,0.513,,0.542,0.391,0.569,0.018,0.184,0
2024-12-16,0.0,holiday,26.5,0.089,5.0,5.5,0.0,0,0.629,0.316,0.223,0.289,0.056,0.303,0.031,0.094,0
2024-12-17,3.9,holiday,25.8,0.044,3.6,5.6,0.0,0,0.518,0.335,0.422,0.388,0.24,0.357,0.0,0.018,1
2024-12-18,1.3,holiday,25.7,0.075,1.0,5.3,0.0,0,0.561,0.353,0.376,0.312,0.138,0.303,0.009,0.178,0
2024-12-19,2.7,holiday,25.5,0.074,0.9,4.4,0.0,1,0.458,0.269,0.291,0.281,0.195,0.344,0.0,0.116,1
2024-12-20,4.1,holiday,23.6,0.166,1.8,4.9,0.0,0,0.696,,0.294,0.4,0.26,0.242,0.008,0.086,0
2024-12-21,1.4,holiday,25.4,0.138,5.0,5.3,0.0,0,0.786,0.684,0.689,,0.282,0.482,0.0,0.2,0
2024-12-22,1.2,holiday,24.0,0.072,7.0,4.0,0.0,0,0.615,0.565,0.713,0.63,0.308,0.465,0.0,0.213,0
2024-12-23,3.2,holiday,24.9,0.06,3.4,4.5,0.0,0,0.427,0.337,0.244,0.405,0.252,0.299,0.088,0.028,0
2024-12-24,0.0,holiday,24.8,0.076,3.5,4.1,0.0,0,0.698,0.319,0.241,0.334,0.064,0.282,0.0,0.14,0
2024-12-25,4.9,holiday,23.4,0.093,5.7,1.7,0.0,0,0.471,0.285,0.251,0.275,0.206,0.367,0.087,0.339,0
2024-12-26,4.4,holiday,24.3,0.133,7.5,5.5,0.0,0,0.575,0.304,0.309,0.37,0.22,0.202,0.015,0.116,0
2024-12-27,3.1,holiday,25.0,0.065,0.8,5.3,0.0,0,0.514,0.348,0.363,0.381,0.264,0.321,0.0,,0
2024-12-28,5.3,holiday,24.2,0.116,1.4,4.2,0.0,0,0.677,0.486,0.608,0.511,0.459,0.343,0.039,0.256,0
2024-12-29,3.5,holiday,23.5,0.157,3.3,3.5,0.0,0,0.821,,0.551,0.573,0.277,0.325,0.074,0.159,1
2024-12-30,2.8,holiday,23.2,0.072,2.9,4.8,0.0,0,0.591,0.287,0.303,,0.146,0.168,0.015,0.141,1
2024-12-31,2.0,holiday,23.5,0.059,3.6,3.5,0.0,0,0.635,0.272,0.287,0.369,0.169,0.286,0.012,0.162,0
2025-01-01,4.2,holiday,23.2,,4.8,5.1,0.0,0,0.527,0.266,0.286,0.311,0.183,0.204,0.03,0.106,0
2025-01-02,0.6,holiday,24.3,0.051,,6.5,0.0,0,0.471,0.217,0.254,0.397,0.121,0.199,0.0,0.0,1
2025-01-03,2.5,holiday,22.6,0.033,3.0,3.1,0.0,0,0.564,0.248,0.271,0.352,0.147,0.173,,0.042,0
2025-01-04,0.5,holiday,22.6,0.01,2.9,5.2,0.0,0,0.496,0.469,0.477,0.582,,0.216,0.052,0.2,1
2025-01-05,0.7,holiday,21.5,0.056,6.4,3.8,0.0,0,0.651,0.569,0.531,0.634,0.361,0.338,0.103,0.286,0
2025-01-06,2.1,holiday,22.0,0.145,5.0,3.1,0.0,0,0.597,0.327,0.361,0.369,0.195,0.293,0.039,0.109,0
2025-01-07,0.9,holiday,21.7,0.132,6.8,3.7,0.0,0,0.693,0.244,0.284,0.301,0.149,0.27,0.065,0.182,0
2025-01-08,4.1,holiday,21.1,0.055,6.9,4.2,0.0,0,0.59,0.242,0.337,0.403,0.196,0.408,0.119,0.164,0
2025-01-09,2.1,holiday,21.0,0.108,1.4,3.9,0.0,0,0.574,0.195,0.361,0.21,0.221,0.226,0.181,0.201,0
2025-01-10,4.5,holiday,21.3,0.031,1.3,2.6,0.0,0,0.6,0.399,0.299,0.348,0.236,,0.159,0.231,0
2025-01-11,2.0,holiday,21.8,0.075,6.2,2.1,0.0,0,0.641,0.57,0.724,0.604,0.357,0.368,0.071,,0
2025-01-12,0.0,holiday,22.3,0.061,2.3,4.5,,0,0.622,0.607,0.577,0.599,0.345,0.315,0.094,0.242,1
2025-01-13,4.9,holiday,21.4,0.007,3.5,4.2,1.0,0,0.494,,0.452,0.511,0.233,0.121,0.139,,0
2025-01-14,3.0,holiday,21.4,0.094,4.3,3.6,0.0,0,0.505,0.262,0.399,0.385,0.2,0.165,0.1,0.156,0
2025-01-15,0.7,holiday,21.6,0.067,2.3,3.2,0.0,0,0.627,0.242,0.291,0.314,0.181,0.168,,0.143,0
2025-01-16,3.1,holiday,20.2,0.11,4.0,2.7,0.0,0,0.543,0.25,0.317,0.264,0.233,0.094,0.187,0.197,0
2025-01-17,1.8,,21.4,,2.7,3.2,0.0,0,0.47,0.349,0.407,0.331,0.225,0.224,0.091,,0
2025-01-18,2.5,holiday,18.9,0.135,1.0,4.4,0.0,0,0.649,0.537,0.643,0.55,0.351,0.212,0.174,0.368,1
2025-01-19,3.5,holiday,21.3,0.026,1.8,5.4,0.0,0,0.628,0.543,0.62,0.548,,0.266,0.089,0.249,1
2025-01-20,1.5,holiday,19.1,0.0,4.8,4.2,0.0,0,0.621,0.283,0.368,0.316,0.126,0.146,0.14,0.156,0
2025-01-21,4.6,holiday,20.3,0.045,9.2,4.1,0.0,0,0.603,0.082,0.22,0.359,0.18,0.19,0.177,0.281,0
2025-01-22,4.3,holiday,21.2,0.037,1.5,4.4,0.0,0,0.511,0.136,0.271,0.371,0.204,0.17,0.186,0.145,0
2025-01-23,5.2,holiday,19.6,0.057,1.3,4.6,0.0,0,0.461,0.329,0.456,,0.141,0.165,0.128,0.152,0
2025-01-24,5.4,holiday,19.3,0.027,2.2,4.0,0.0,0,0.543,0.267,0.301,,0.183,0.183,0.29,0.237,0
2025-01-25,4.0,holiday,18.6,0.076,1.3,1.6,0.0,0,0.68,0.514,0.538,0.491,0.425,0.215,0.13,,0
2025-01-26,3.6,holiday,19.4,0.135,1.2,4.9,0.0,0,0.554,0.43,0.595,0.503,0.308,0.189,0.053,0.294,0
2025-01-27,4.1,holiday,17.7,0.182,2.7,3.0,0.0,0,0.584,0.164,0.226,0.395,,0.116,0.216,0.255,0
2025-01-28,3.9,holiday,18.0,0.102,2.5,3.0,0.0,0,0.512,0.19,0.282,0.327,0.101,0.07,0.188,0.141,0
2025-01-29,5.5,holiday,17.9,,3.4,4.1,1.0,0,0.545,0.538,0.589,0.557,0.237,0.133,0.264,0.28,0
2025-01-30,4.7,holiday,16.7,0.113,1.1,5.5,0.0,0,0.447,0.093,0.196,0.224,0.179,0.144,0.281,0.302,1
2025-01-31,2.0,holiday,18.2,,3.6,5.3,1.0,0,,,0.631,0.584,0.226,0.0,0.214,0.238,0
2025-02-01,1.9,holiday,17.1,0.124,1.6,2.2,0.0,0,0.656,0.334,0.589,0.48,0.358,0.219,0.18,0.266,0
2025-02-02,4.6,holiday,17.5,0.135,2.5,4.9,0.0,0,,0.433,,0.577,0.472,0.025,0.185,0.263,0
2025-02-03,0.9,weekday,16.9,0.679,3.7,2.0,0.0,0,0.462,0.0,0.0,0.071,0.154,0.0,0.285,0.125,0
2025-02-04,4.2,weekday,17.2,0.69,1.8,2.0,0.0,0,0.402,,0.087,0.007,0.031,0.0,0.226,0.075,0
2025-02-05,4.8,weekday,16.5,0.544,5.3,1.1,0.0,0,0.308,0.0,0.0,,0.0,0.0,0.189,0.015,0
2025-02-06,1.5,weekday,17.3,0.743,2.6,6.8,0.0,0,0.486,0.0,0.075,0.117,0.035,0.0,0.169,0.139,1
2025-02-07,5.0,weekday,16.3,0.678,3.2,3.1,1.0,0,0.379,0.308,0.298,0.213,0.0,0.0,0.235,0.074,0
2025-02-08,5.7,holiday,16.0,0.049,6.3,2.8,0.0,0,,0.492,0.634,0.566,0.374,0.186,0.266,0.345,0
2025-02-09,5.5,holiday,15.8,0.125,4.7,5.3,1.0,0,0.711,0.606,0.781,0.754,0.384,0.169,0.307,0.391,1
2025-02-10,2.7,weekday,15.7,0.665,3.7,5.2,0.0,0,0.436,0.0,0.0,0.0,0.074,0.0,0.294,0.159,0
2025-02-11,4.5,weekday,15.5,0.602,3.2,3.1,0.0,0,0.412,0.129,,0.084,0.029,0.047,0.308,0.202,0
2025-02-12,2.0,weekday,15.6,0.651,1.4,4.0,0.0,0,0.341,0.002,0.0,0.098,0.055,0.0,0.21,0.069,0
2025-02-13,7.6,weekday,15.3,0.682,0.6,4.2,0.0,0,0.535,0.087,0.0,0.041,0.0,0.0,0.405,0.212,1
2025-02-14,4.8,weekday,14.6,0.613,6.3,3.9,0.0,0,0.373,0.0,0.025,0.02,0.021,0.0,0.367,0.176,0
2025-02-15,8.4,holiday,15.4,0.109,4.3,5.3,0.0,0,0.678,0.471,0.587,0.516,0.358,0.103,0.42,0.441,0
2025-02-16,4.6,holiday,13.7,0.081,3.3,1.8,0.0,0,,0.538,0.553,0.5,0.438,0.135,0.34,0.385,0
2025-02-17,6.8,weekday,14.2,0.662,2.3,4.9,0.0,0,0.468,0.06,0.0,0.0,0.087,0.0,0.304,0.174,0
2025-02-18,5.5,weekday,13.7,0.629,,3.8,0.0,0,0.43,0.0,0.0,0.119,0.056,0.0,0.365,,0
2025-02-19,7.8,weekday,13.9,,4.3,1.5,0.0,0,0.416,0.058,0.042,0.017,0.114,0.0,0.408,0.217,0
2025-02-20,5.4,weekday,13.8,,2.7,4.2,0.0,0,0.371,0.0,0.044,0.13,0.043,0.0,0.289,0.131,0
2025-02-21,3.4,weekday,14.2,0.673,2.7,3.4,0.0,0,0.463,0.0,0.051,0.0,0.041,0.0,,0.261,0
2025-02-22,5.5,holiday,13.6,0.089,0.7,2.0,0.0,0,0.697,0.399,0.632,0.59,0.405,0.194,0.274,0.382,0
2025-02-23,6.7,holiday,13.0,0.098,1.4,4.5,0.0,0,0.712,0.546,0.656,0.61,0.325,0.078,0.435,0.401,1
2025-02-24,5.3,weekday,12.6,0.642,2.2,1.9,0.0,0,0.432,0.0,0.0,0.082,0.089,0.012,,0.279,0
2025-02-25,5.6,weekday,13.0,0.648,6.0,5.0,0.0,0,0.463,0.012,0.054,0.008,0.088,0.0,0.255,0.126,1
2025-02-26,3.3,weekday,12.7,0.574,3.4,6.2,0.0,1,0.259,0.007,0.0,0.0,0.135,0.0,0.356,0.22,1
2025-02-27,7.7,weekday,12.3,0.675,4.8,3.9,0.0,0,0.405,0.007,0.032,0.097,0.068,0.0,0.43,0.162,0
2025-02-28,7.2,weekday,12.2,0.607,1.1,2.7,1.0,0,0.467,0.216,,0.334,0.052,0.0,0.385,0.108,0
2025-03-01,8.2,holiday,12.6,0.073,7.0,4.2,0.0,0,,0.393,,0.536,0.378,0.159,0.374,0.38,1
2025-03-02,5.3,holiday,10.7,0.111,8.6,3.8,0.0,0,0.649,0.361,0.525,0.515,0.487,0.185,0.393,0.375,0
2025-03-03,6.4,weekday,12.3,0.679,8.5,4.2,0.0,0,0.53,0.026,0.0,0.0,0.064,0.0,,0.233,0
2025-03-04,6.0,weekday,11.4,,4.2,3.5,0.0,0,0.551,0.016,0.118,0.083,0.075,0.0,0.439,0.219,0
2025-03-05,2.5,weekday,11.6,0.625,2.6,5.5,0.0,0,0.524,0.0,0.0,0.08,0.1,0.0,0.335,0.166,0
2025-03-06,3.6,weekday,11.6,0.6,,3.2,1.0,0,0.374,0.304,0.331,0.157,0.093,0.0,0.372,,0
2025-03-07,5.7,weekday,10.4,0.687,0.6,4.8,0.0,0,0.411,0.0,0.029,0.0,0.09,0.003,0.341,0.155,0
2025-03-08,3.2,holiday,10.5,0.11,2.2,3.9,0.0,0,0.77,0.432,0.527,0.497,0.372,0.134,0.325,0.369,0
2025-03-09,4.3,holiday,10.4,0.003,0.2,4.2,0.0,0,0.64,0.526,0.6,0.466,0.385,0.104,0.361,0.381,0
2025-03-10,7.5,weekday,9.4,0.715,1.9,2.6,1.0,0,0.506,0.227,0.193,0.256,0.083,0.0,0.467,0.365,0
2025-03-11,5.1,weekday,9.8,0.766,0.8,3.4,,0,0.538,0.0,0.001,0.042,0.05,0.0,0.424,0.277,0
2025-03-12,7.6,weekday,10.4,0.51,7.8,1.6,0.0,0,0.341,0.0,0.0,0.007,0.105,,0.417,0.192,0
2025-03-13,7.3,weekday,9.4,0.628,2.2,4.8,0.0,0,0.421,0.008,0.0,,0.087,0.041,0.425,0.284,1
2025-03-14,5.7,weekday,8.5,0.649,3.2,3.5,0.0,0,0.381,,0.029,0.006,0.102,0.0,0.423,0.249,0
2025-03-15,7.4,holiday,9.1,,,3.7,0.0,1,0.632,0.552,0.668,0.562,0.534,0.038,0.468,0.391,1
2025-03-16,6.0,holiday,8.4,0.195,6.7,4.8,0.0,0,0.695,0.297,0.521,0.507,0.398,0.085,0.498,0.461,1
2025-03-17,6.2,weekday,8.3,0.644,,4.4,0.0,0,0.457,0.0,0.0,0.0,0.056,0.0,0.437,0.152,1
2025-03-18,5.6,weekday,9.7,0.663,8.3,4.3,0.0,0,0.437,0.0,0.03,0.013,0.164,0.0,,0.244,0
2025-03-19,5.9,weekday,8.2,0.578,5.7,2.6,0.0,0,0.338,0.0,0.0,0.026,0.063,0.0,0.585,0.374,0
2025-03-20,5.7,weekday,8.4,,6.2,2.9,0.0,0,0.471,0.0,0.015,0.084,0.125,0.0,0.477,0.318,0
2025-03-21,3.5,weekday,8.8,0.62,2.3,5.4,0.0,0,0.387,0.003,0.0,0.103,0.132,0.0,0.382,0.28,1
2025-03-22,6.8,holiday,7.4,0.082,5.6,4.8,0.0,0,0.691,0.478,0.556,0.495,0.538,,0.571,0.497,0
2025-03-23,6.1,holiday,7.9,0.086,4.6,4.0,0.0,0,0.63,0.545,0.597,,0.374,0.213,0.436,0.374,0
2025-03-24,5.8,weekday,7.3,0.628,1.5,1.7,0.0,0,0.409,0.0,0.131,0.049,0.132,0.0,0.536,0.255,0
2025-03-25,2.0,weekday,6.5,0.653,1.5,5.3,0.0,0,0.389,0.047,0.045,0.0,0.157,0.0,0.568,0.271,0
2025-03-26,2.8,weekday,7.3,0.628,1.8,1.6,0.0,0,0.479,0.0,0.0,0.0,0.124,0.0,0.374,0.188,0
2025-03-27,1.9,,7.4,0.687,1.4,3.9,0.0,0,0.567,0.017,0.0,0.049,0.083,0.0,0.471,0.307,0
2025-03-28,5.3,weekday,8.9,0.692,3.0,4.7,0.0,0,0.432,0.0,0.0,0.054,0.131,0.0,0.485,0.281,0
2025-03-29,2.7,holiday,8.1,0.035,2.4,3.6,0.0,0,0.526,0.396,0.643,0.594,0.475,0.187,,0.469,0
2025-03-30,5.2,holiday,7.9,0.183,2.0,7.0,1.0,0,0.744,0.651,0.834,0.707,0.487,0.0,0.427,0.465,1
2025-03-31,6.2,weekday,7.3,0.527,2.8,4.4,0.0,0,0.446,0.0,0.0,0.0,0.126,0.007,0.517,0.226,0
2025-04-01,0.5,weekday,6.5,0.635,3.6,3.0,1.0,0,0.387,0.051,0.182,0.282,0.016,0.068,0.561,0.308,0
2025-04-02,0.0,weekday,7.0,0.595,1.1,5.7,0.0,0,,0.0,0.093,0.0,0.12,0.0,0.487,0.25,0
2025-04-03,1.6,weekday,6.9,0.678,5.9,3.8,0.0,0,0.491,0.0,0.0,0.021,0.155,0.0,0.458,0.265,0
2025-04-04,0.4,weekday,7.1,0.684,0.1,3.7,0.0,0,0.618,0.0,0.071,0.0,0.038,0.0,0.469,0.31,0
2025-04-05,0.0,holiday,7.5,0.133,4.7,4.9,0.0,0,0.71,0.516,0.533,0.407,0.536,0.131,0.431,,0
2025-04-06,3.2,holiday,6.1,0.083,6.5,2.3,0.0,0,0.658,0.304,0.532,0.548,0.536,0.176,0.441,,0
2025-04-07,0.0,weekday,6.2,0.719,0.5,2.3,0.0,0,0.314,0.037,0.0,0.029,0.078,0.0,0.501,0.278,0
2025-04-08,0.0,weekday,6.4,0.594,2.9,4.9,0.0,0,0.367,0.132,0.0,0.0,0.049,0.0,0.449,0.288,1
2025-04-09,0.0,weekday,5.7,0.538,0.6,4.5,0.0,0,0.313,0.0,0.062,0.045,0.183,0.0,0.428,0.171,0
2025-04-10,1.6,weekday,6.0,0.678,3.0,2.3,0.0,0,0.411,0.0,0.074,0.001,0.064,0.0,0.432,0.192,0
2025-04-11,2.3,weekday,5.3,0.709,3.0,3.4,0.0,0,0.316,0.0,0.0,,0.082,,0.541,0.331,0
2025-04-12,1.5,holiday,5.1,0.1,7.8,4.8,0.0,0,0.675,0.381,0.638,0.44,0.449,0.036,0.558,0.423,0
2025-04-13,0.0,holiday,4.1,0.1,1.5,4.9,0.0,0,0.713,0.408,0.512,0.514,0.507,0.164,0.524,0.446,0
2025-04-14,0.0,weekday,5.0,0.674,2.1,5.2,0.0,0,0.35,0.033,0.042,0.0,0.095,0.0,0.445,0.231,0
2025-04-15,0.0,weekday,4.9,,4.8,6.1,,0,0.42,0.014,0.008,0.0,0.087,0.0,0.573,0.342,1
2025-04-16,1.1,weekday,6.2,0.568,5.7,4.4,0.0,0,0.481,0.031,0.022,0.0,0.135,0.0,0.505,0.249,1
2025-04-17,0.2,weekday,4.9,0.572,3.6,5.0,0.0,0,0.31,0.108,0.033,0.001,0.074,0.0,0.597,,0
2025-04-18,0.6,weekday,4.9,0.678,2.7,6.7,0.0,0,0.391,0.044,0.025,0.0,0.072,0.0,0.5,0.276,1
2025-04-19,3.2,holiday,5.8,0.171,0.6,3.2,0.0,0,0.728,0.374,0.632,0.479,0.402,0.101,0.461,0.467,1
2025-04-20,0.0,holiday,5.1,0.153,2.4,3.4,0.0,0,0.639,0.465,0.584,0.451,0.453,0.219,0.522,0.417,0
2025-04-21,5.3,weekday,4.4,0.719,5.1,4.6,0.0,0,0.363,0.14,0.021,0.0,0.138,0.0,0.603,,1
2025-04-22,0.0,weekday,5.0,0.59,3.3,2.8,0.0,0,0.481,0.101,0.074,0.0,0.123,,0.461,0.379,0
2025-04-23,0.0,weekday,4.6,0.641,,5.8,0.0,0,0.47,0.082,0.045,0.0,0.178,0.0,0.543,0.289,1
2025-04-24,0.0,weekday,4.9,0.738,1.4,2.9,0.0,0,0.366,0.01,0.021,0.0,0.195,0.0,0.587,0.359,0
2025-04-25,0.0,weekday,4.6,0.676,3.1,4.7,0.0,0,0.5,0.041,0.0,0.0,0.104,0.0,0.502,,0
2025-04-26,0.0,holiday,4.8,0.18,2.9,3.5,0.0,0,0.694,,0.542,0.563,,0.0,0.485,0.435,0
2025-04-27,0.0,holiday,5.0,0.122,,6.4,1.0,0,0.643,0.629,0.926,0.679,0.426,0.052,0.484,0.439,1
2025-04-28,0.9,weekday,3.9,0.641,1.3,5.8,0.0,0,0.319,0.055,0.008,0.0,0.089,0.003,0.664,0.394,1
