date,ferry_cancel_count,holiday,rainfall_mm,tourist_inflow_count,temperature_c,wind_speed_mps,snowfall_cm,event_local_flag,typhoon_alert_flag,y
2025-06-27,0.289,weekday,21.1,0.0,9.1,5.8,0.2,0.0,0,1
2025-06-28,0.292,holiday,22.2,0.414,8.5,6.1,0.0,0.0,0,1
2025-06-29,0.228,holiday,20.6,0.35,8.9,6.2,0.0,0.0,0,1
2025-06-30,0.225,weekday,22.7,0.0,8.9,5.7,0.0,0.0,0,1
2025-07-01,0.214,weekday,24.3,0.0,8.8,5.2,0.0,0.0,0,1
2025-07-02,0.304,weekday,21.0,0.06,9.6,6.0,2.4,0.0,0,1
2025-07-03,0.183,weekday,19.4,0.0,8.9,2.4,2.2,0.0,0,0
2025-07-04,,weekday,21.9,0.0,9.4,4.4,1.0,,0,1
2025-07-05,0.277,holiday,22.1,0.475,9.1,6.0,0.0,1.0,0,1
2025-07-06,0.255,holiday,20.5,0.462,9.7,5.6,0.0,0.0,0,0
2025-07-07,0.273,weekday,24.1,0.0,11.0,5.0,0.0,0.0,0,1
2025-07-08,0.231,weekday,25.3,0.043,9.7,5.1,0.0,0.0,0,1
2025-07-09,0.265,weekday,22.4,0.0,9.8,6.5,3.1,0.0,0,1
2025-07-10,0.19,weekday,19.8,0.0,9.5,4.3,3.1,0.0,0,0
2025-07-11,0.128,weekday,1.7,0.0,9.2,3.9,0.0,0.0,0,0
2025-07-12,0.14,holiday,6.5,0.368,10.5,4.3,0.0,0.0,0,0
2025-07-13,0.237,holiday,3.5,0.475,10.3,6.2,0.9,0.0,0,0
2025-07-14,0.246,weekday,2.0,0.0,9.7,5.9,1.1,0.0,0,0
2025-07-15,0.259,weekday,5.5,0.093,9.2,6.4,0.8,1.0,0,1
2025-07-16,0.136,weekday,3.6,0.0,10.4,3.8,0.0,0.0,0,0
2025-07-17,0.262,weekday,0.1,,11.6,7.4,1.5,0.0,0,1
2025-07-18,0.165,weekday,5.0,0.023,9.4,4.7,0.0,,0,0
2025-07-19,0.162,holiday,6.5,0.284,12.1,4.0,0.0,0.0,0,0
2025-07-20,0.173,holiday,1.7,,13.1,5.2,0.0,1.0,0,0
2025-07-21,0.222,weekday,5.6,0.07,12.7,6.2,0.4,0.0,0,0
2025-07-22,0.131,,5.4,0.247,12.4,3.6,0.0,1.0,0,0
2025-07-23,0.243,weekday,3.6,0.0,11.5,7.0,0.0,0.0,0,1
2025-07-24,0.151,weekday,1.0,0.0,12.7,5.6,0.2,0.0,0,0
2025-07-25,0.109,weekday,2.4,0.0,13.3,2.8,0.1,0.0,0,0
2025-07-26,0.202,holiday,1.2,0.419,13.2,6.1,3.0,0.0,0,1
2025-07-27,0.119,holiday,3.6,0.462,12.8,3.8,4.4,0.0,0,0
2025-07-28,0.2,weekday,5.6,0.065,12.5,6.0,2.8,0.0,0,1
2025-07-29,0.258,weekday,4.1,0.045,12.5,6.7,1.2,0.0,0,1
2025-07-30,0.055,weekday,3.2,0.056,13.7,4.3,0.0,0.0,0,0
2025-07-31,0.195,weekday,3.6,0.171,13.9,5.8,0.0,0.0,0,0
2025-08-01,0.257,holiday,12.1,0.19,13.1,8.3,0.0,0.0,0,1
2025-08-02,0.396,holiday,13.1,0.432,14.6,10.6,0.0,0.0,0,1
2025-08-03,0.32,holiday,13.0,0.366,13.2,8.5,0.0,0.0,0,1
2025-08-04,0.318,holiday,11.6,0.366,13.7,8.0,0.0,0.0,0,1
2025-08-05,0.325,holiday,11.5,0.173,14.1,10.0,0.0,0.0,0,1
2025-08-06,0.386,holiday,15.9,0.123,13.7,9.4,0.0,0.0,0,1
2025-08-07,0.334,holiday,12.3,0.111,14.5,9.4,1.6,0.0,0,1
2025-08-08,,holiday,20.1,0.011,14.0,11.2,0.0,0.0,0,1
2025-08-09,0.383,holiday,14.1,0.327,16.4,9.6,1.2,0.0,0,1
2025-08-10,0.237,holiday,12.9,0.476,17.2,7.6,3.7,0.0,0,1
2025-08-11,,holiday,14.0,0.221,16.1,9.7,1.1,0.0,0,1
2025-08-12,0.397,holiday,13.9,0.277,14.1,10.2,2.9,0.0,0,1
2025-08-13,0.366,,13.1,0.221,15.0,10.2,0.0,0.0,0,1
2025-08-14,0.325,holiday,17.8,0.205,17.3,8.4,0.2,0.0,0,1
2025-08-15,0.418,holiday,16.6,0.233,17.0,12.2,1.7,0.0,0,1
2025-08-16,0.258,holiday,,0.347,16.6,8.8,1.1,0.0,0,1
2025-08-17,0.249,holiday,14.5,0.319,15.4,6.4,0.0,0.0,0,1
2025-08-18,0.363,holiday,17.7,0.168,16.9,11.5,0.7,0.0,0,1
2025-08-19,0.429,holiday,16.2,0.232,16.0,10.4,1.0,0.0,0,1
2025-08-20,0.396,holiday,12.4,0.302,16.1,10.9,0.0,0.0,0,1
2025-08-21,0.443,holiday,17.0,0.235,15.7,11.4,0.0,0.0,0,1
2025-08-22,0.303,holiday,,0.332,17.6,9.1,0.0,0.0,0,1
2025-08-23,0.358,holiday,18.4,0.418,16.6,9.9,0.3,0.0,0,1
2025-08-24,0.315,holiday,11.7,0.384,16.7,8.4,0.0,0.0,0,1
2025-08-25,0.271,holiday,13.6,0.203,17.1,9.4,0.0,0.0,0,1
2025-08-26,0.429,holiday,20.7,0.202,18.6,10.5,0.0,0.0,0,1
2025-08-27,0.298,holiday,10.8,0.264,17.8,8.1,0.0,0.0,0,1
2025-08-28,0.378,holiday,16.7,0.401,19.4,11.0,0.0,0.0,0,1
2025-08-29,0.368,holiday,,0.26,18.4,9.8,0.0,0.0,0,1
2025-08-30,0.223,holiday,11.4,0.508,19.3,7.6,0.0,0.0,0,1
2025-08-31,0.334,holiday,11.2,0.444,20.2,9.1,1.3,0.0,0,1
2025-09-01,0.271,weekday,12.5,0.073,19.9,7.6,0.0,0.0,0,1
2025-09-02,0.364,weekday,,0.0,20.1,9.2,0.4,0.0,0,1
2025-09-03,0.433,weekday,14.9,0.0,18.6,13.1,3.5,0.0,0,1
2025-09-04,0.39,weekday,21.0,0.0,20.7,10.6,0.5,0.0,0,1
2025-09-05,0.37,weekday,11.4,0.0,19.7,9.2,0.0,0.0,0,1
2025-09-06,0.341,holiday,15.7,0.393,20.4,10.5,1.7,0.0,0,1
2025-09-07,0.408,holiday,17.9,0.573,20.0,10.6,0.0,0.0,0,1
2025-09-08,0.223,weekday,,0.017,20.7,7.6,0.0,0.0,0,1
2025-09-09,0.355,weekday,19.6,0.051,20.8,10.2,0.0,0.0,0,1
2025-09-10,0.326,weekday,,0.042,22.6,9.2,0.0,0.0,0,1
2025-09-11,0.337,weekday,13.0,0.073,21.6,9.2,0.0,0.0,0,1
